date,state,cases,deaths,Population
2/18/2020,Nebraska,10,0,1934408
2/19/2020,Nebraska,10,0,1934408
2/20/2020,Nebraska,11,0,1934408
2/21/2020,Nebraska,11,0,1934408
2/22/2020,Nebraska,11,0,1934408
2/23/2020,Nebraska,11,0,1934408
2/24/2020,Nebraska,12,0,1934408
2/25/2020,Nebraska,13,0,1934408
2/26/2020,Nebraska,13,0,1934408
2/27/2020,Nebraska,13,0,1934408
2/28/2020,Nebraska,13,0,1934408
2/29/2020,Nebraska,13,0,1934408
3/1/2020,Nebraska,13,0,1934408
3/2/2020,Nebraska,13,0,1934408
3/3/2020,Nebraska,13,0,1934408
3/4/2020,Nebraska,13,0,1934408
3/5/2020,Nebraska,13,0,1934408
3/6/2020,Nebraska,14,0,1934408
3/7/2020,Nebraska,14,0,1934408
3/8/2020,Nebraska,16,0,1934408
3/9/2020,Nebraska,16,0,1934408
3/10/2020,Nebraska,17,0,1934408
3/11/2020,Nebraska,23,0,1934408
3/12/2020,Nebraska,24,0,1934408
3/13/2020,Nebraska,27,0,1934408
3/14/2020,Nebraska,29,0,1934408
3/15/2020,Nebraska,31,0,1934408
3/16/2020,Nebraska,33,0,1934408
3/17/2020,Nebraska,36,0,1934408
3/18/2020,Nebraska,43,0,1934408
3/19/2020,Nebraska,47,0,1934408
3/20/2020,Nebraska,53,0,1934408
3/21/2020,Nebraska,61,0,1934408
3/22/2020,Nebraska,62,0,1934408
3/23/2020,Nebraska,73,0,1934408
3/24/2020,Nebraska,77,0,1934408
3/25/2020,Nebraska,84,0,1934408
3/26/2020,Nebraska,92,0,1934408
3/27/2020,Nebraska,100,2,1934408
3/28/2020,Nebraska,122,2,1934408
3/29/2020,Nebraska,137,2,1934408
3/5/2020,Nevada,2,0,3080156
3/6/2020,Nevada,2,0,3080156
3/7/2020,Nevada,2,0,3080156
3/8/2020,Nevada,4,0,3080156
3/9/2020,Nevada,4,0,3080156
3/10/2020,Nevada,4,0,3080156
3/11/2020,Nevada,7,0,3080156
3/12/2020,Nevada,11,0,3080156
3/13/2020,Nevada,19,0,3080156
3/14/2020,Nevada,21,0,3080156
3/15/2020,Nevada,26,0,3080156
3/16/2020,Nevada,45,1,3080156
3/17/2020,Nevada,55,1,3080156
3/18/2020,Nevada,82,1,3080156
3/19/2020,Nevada,99,1,3080156
3/20/2020,Nevada,165,2,3080156
3/21/2020,Nevada,165,2,3080156
3/22/2020,Nevada,190,2,3080156
3/23/2020,Nevada,265,4,3080156
3/24/2020,Nevada,315,6,3080156
3/25/2020,Nevada,405,10,3080156
3/26/2020,Nevada,535,10,3080156
3/27/2020,Nevada,621,10,3080156
3/28/2020,Nevada,738,14,3080156
3/29/2020,Nevada,920,15,3080156
3/2/2020,New Hampshire,1,0,1359711
3/3/2020,New Hampshire,2,0,1359711
3/4/2020,New Hampshire,2,0,1359711
3/5/2020,New Hampshire,2,0,1359711
3/6/2020,New Hampshire,2,0,1359711
3/7/2020,New Hampshire,4,0,1359711
3/8/2020,New Hampshire,4,0,1359711
3/9/2020,New Hampshire,4,0,1359711
3/10/2020,New Hampshire,5,0,1359711
3/11/2020,New Hampshire,5,0,1359711
3/12/2020,New Hampshire,6,0,1359711
3/13/2020,New Hampshire,7,0,1359711
3/14/2020,New Hampshire,7,0,1359711
3/15/2020,New Hampshire,13,0,1359711
3/16/2020,New Hampshire,17,0,1359711
3/17/2020,New Hampshire,26,0,1359711
3/18/2020,New Hampshire,39,0,1359711
3/19/2020,New Hampshire,44,0,1359711
3/20/2020,New Hampshire,55,0,1359711
3/21/2020,New Hampshire,65,0,1359711
3/22/2020,New Hampshire,78,0,1359711
3/23/2020,New Hampshire,101,1,1359711
3/24/2020,New Hampshire,108,1,1359711
3/25/2020,New Hampshire,137,1,1359711
3/26/2020,New Hampshire,158,1,1359711
3/27/2020,New Hampshire,187,2,1359711
3/28/2020,New Hampshire,214,2,1359711
3/29/2020,New Hampshire,258,3,1359711
3/4/2020,New Jersey,1,0,8882190
3/5/2020,New Jersey,2,0,8882190
3/6/2020,New Jersey,4,0,8882190
3/7/2020,New Jersey,4,0,8882190
3/8/2020,New Jersey,6,0,8882190
3/9/2020,New Jersey,11,0,8882190
3/10/2020,New Jersey,15,1,8882190
3/11/2020,New Jersey,23,1,8882190
3/12/2020,New Jersey,29,1,8882190
3/13/2020,New Jersey,50,1,8882190
3/14/2020,New Jersey,75,2,8882190
3/15/2020,New Jersey,98,2,8882190
3/16/2020,New Jersey,176,3,8882190
3/17/2020,New Jersey,268,3,8882190
3/18/2020,New Jersey,427,5,8882190
3/19/2020,New Jersey,735,9,8882190
3/20/2020,New Jersey,896,11,8882190
3/21/2020,New Jersey,1336,16,8882190
3/22/2020,New Jersey,1914,20,8882190
3/23/2020,New Jersey,2844,27,8882190
3/24/2020,New Jersey,3675,44,8882190
3/25/2020,New Jersey,4402,62,8882190
3/26/2020,New Jersey,6876,81,8882190
3/27/2020,New Jersey,8825,108,8882190
3/28/2020,New Jersey,11124,140,8882190
3/29/2020,New Jersey,13386,161,8882190
3/11/2020,New Mexico,4,0,2096829
3/12/2020,New Mexico,6,0,2096829
3/13/2020,New Mexico,10,0,2096829
3/14/2020,New Mexico,13,0,2096829
3/15/2020,New Mexico,17,0,2096829
3/16/2020,New Mexico,21,0,2096829
3/17/2020,New Mexico,23,0,2096829
3/18/2020,New Mexico,28,0,2096829
3/19/2020,New Mexico,35,0,2096829
3/20/2020,New Mexico,43,0,2096829
3/21/2020,New Mexico,57,0,2096829
3/22/2020,New Mexico,65,0,2096829
3/23/2020,New Mexico,83,0,2096829
3/24/2020,New Mexico,100,0,2096829
3/25/2020,New Mexico,112,1,2096829
3/26/2020,New Mexico,136,1,2096829
3/27/2020,New Mexico,191,1,2096829
3/28/2020,New Mexico,208,2,2096829
3/29/2020,New Mexico,237,2,2096829
3/1/2020,New York,1,0,19453561
3/2/2020,New York,1,0,19453561
3/3/2020,New York,2,0,19453561
3/4/2020,New York,11,0,19453561
3/5/2020,New York,22,0,19453561
3/6/2020,New York,44,0,19453561
3/7/2020,New York,89,0,19453561
3/8/2020,New York,106,0,19453561
3/9/2020,New York,142,0,19453561
3/10/2020,New York,173,0,19453561
3/11/2020,New York,217,0,19453561
3/12/2020,New York,326,0,19453561
3/13/2020,New York,421,0,19453561
3/14/2020,New York,610,2,19453561
3/15/2020,New York,732,6,19453561
3/16/2020,New York,950,10,19453561
3/17/2020,New York,1374,17,19453561
3/18/2020,New York,2382,27,19453561
3/19/2020,New York,4152,30,19453561
3/20/2020,New York,7102,57,19453561
3/21/2020,New York,10356,80,19453561
3/22/2020,New York,15168,122,19453561
3/23/2020,New York,20875,159,19453561
3/24/2020,New York,25665,218,19453561
3/25/2020,New York,33066,325,19453561
3/26/2020,New York,38987,432,19453561
3/27/2020,New York,44635,535,19453561
3/28/2020,New York,53363,782,19453561
3/29/2020,New York,59568,965,19453561
3/3/2020,North Carolina,1,0,10488084
3/4/2020,North Carolina,1,0,10488084
3/5/2020,North Carolina,1,0,10488084
3/6/2020,North Carolina,2,0,10488084
3/7/2020,North Carolina,2,0,10488084
3/8/2020,North Carolina,2,0,10488084
3/9/2020,North Carolina,7,0,10488084
3/10/2020,North Carolina,7,0,10488084
3/11/2020,North Carolina,8,0,10488084
3/12/2020,North Carolina,16,0,10488084
3/13/2020,North Carolina,18,0,10488084
3/14/2020,North Carolina,25,0,10488084
3/15/2020,North Carolina,32,0,10488084
3/16/2020,North Carolina,34,0,10488084
3/17/2020,North Carolina,42,0,10488084
3/18/2020,North Carolina,66,0,10488084
3/19/2020,North Carolina,104,0,10488084
3/20/2020,North Carolina,144,0,10488084
3/21/2020,North Carolina,184,0,10488084
3/22/2020,North Carolina,269,0,10488084
3/23/2020,North Carolina,303,0,10488084
3/24/2020,North Carolina,399,0,10488084
3/25/2020,North Carolina,563,1,10488084
3/26/2020,North Carolina,638,2,10488084
3/27/2020,North Carolina,783,3,10488084
3/28/2020,North Carolina,972,4,10488084
3/29/2020,North Carolina,1167,6,10488084
3/11/2020,North Dakota,1,0,762062
3/12/2020,North Dakota,1,0,762062
3/13/2020,North Dakota,1,0,762062
3/14/2020,North Dakota,1,0,762062
3/15/2020,North Dakota,1,0,762062
3/16/2020,North Dakota,1,0,762062
3/17/2020,North Dakota,5,0,762062
3/18/2020,North Dakota,7,0,762062
3/19/2020,North Dakota,19,0,762062
3/20/2020,North Dakota,27,0,762062
3/21/2020,North Dakota,28,0,762062
3/22/2020,North Dakota,30,0,762062
3/23/2020,North Dakota,32,0,762062
3/24/2020,North Dakota,36,0,762062
3/25/2020,North Dakota,45,0,762062
3/26/2020,North Dakota,58,0,762062
3/27/2020,North Dakota,68,1,762062
3/28/2020,North Dakota,94,1,762062
3/29/2020,North Dakota,98,1,762062
3/28/2020,Northern Mariana Islands,2,0,#N/A
3/29/2020,Northern Mariana Islands,2,0,#N/A
3/9/2020,Ohio,3,0,11689100
3/10/2020,Ohio,3,0,11689100
3/11/2020,Ohio,4,0,11689100
3/12/2020,Ohio,5,0,11689100
3/13/2020,Ohio,13,0,11689100
3/14/2020,Ohio,26,0,11689100
3/15/2020,Ohio,37,0,11689100
3/16/2020,Ohio,50,0,11689100
3/17/2020,Ohio,67,0,11689100
3/18/2020,Ohio,90,0,11689100
3/19/2020,Ohio,120,0,11689100
3/20/2020,Ohio,169,1,11689100
3/21/2020,Ohio,247,3,11689100
3/22/2020,Ohio,351,3,11689100
3/23/2020,Ohio,444,6,11689100
3/24/2020,Ohio,564,8,11689100
3/25/2020,Ohio,706,11,11689100
3/26/2020,Ohio,867,15,11689100
3/27/2020,Ohio,1144,22,11689100
3/28/2020,Ohio,1406,25,11689100
3/29/2020,Ohio,1665,30,11689100
3/6/2020,Oklahoma,1,0,3956971
3/7/2020,Oklahoma,1,0,3956971
3/8/2020,Oklahoma,1,0,3956971
3/9/2020,Oklahoma,1,0,3956971
3/10/2020,Oklahoma,2,0,3956971
3/11/2020,Oklahoma,2,0,3956971
3/12/2020,Oklahoma,2,0,3956971
3/13/2020,Oklahoma,3,0,3956971
3/14/2020,Oklahoma,4,0,3956971
3/15/2020,Oklahoma,8,0,3956971
3/16/2020,Oklahoma,10,0,3956971
3/17/2020,Oklahoma,18,0,3956971
3/18/2020,Oklahoma,29,0,3956971
3/19/2020,Oklahoma,44,1,3956971
3/20/2020,Oklahoma,49,1,3956971
3/21/2020,Oklahoma,53,1,3956971
3/22/2020,Oklahoma,67,2,3956971
3/23/2020,Oklahoma,81,2,3956971
3/24/2020,Oklahoma,106,3,3956971
3/25/2020,Oklahoma,164,5,3956971
3/26/2020,Oklahoma,248,7,3956971
3/27/2020,Oklahoma,322,8,3956971
3/28/2020,Oklahoma,377,15,3956971
3/29/2020,Oklahoma,429,16,3956971
2/28/2020,Oregon,1,0,4217737
2/29/2020,Oregon,1,0,4217737
3/1/2020,Oregon,2,0,4217737
3/2/2020,Oregon,2,0,4217737
3/3/2020,Oregon,2,0,4217737
3/4/2020,Oregon,2,0,4217737
3/5/2020,Oregon,2,0,4217737
3/6/2020,Oregon,2,0,4217737
3/7/2020,Oregon,6,0,4217737
3/8/2020,Oregon,13,0,4217737
3/9/2020,Oregon,13,0,4217737
3/10/2020,Oregon,14,0,4217737
3/11/2020,Oregon,20,0,4217737
3/12/2020,Oregon,30,0,4217737
3/13/2020,Oregon,30,0,4217737
3/14/2020,Oregon,36,1,4217737
3/15/2020,Oregon,39,1,4217737
3/16/2020,Oregon,46,1,4217737
3/17/2020,Oregon,66,2,4217737
3/18/2020,Oregon,74,3,4217737
3/19/2020,Oregon,87,3,4217737
3/20/2020,Oregon,114,3,4217737
3/21/2020,Oregon,137,4,4217737
3/22/2020,Oregon,161,5,4217737
3/23/2020,Oregon,191,5,4217737
3/24/2020,Oregon,209,8,4217737
3/25/2020,Oregon,266,10,4217737
3/26/2020,Oregon,316,11,4217737
3/27/2020,Oregon,414,12,4217737
3/28/2020,Oregon,479,13,4217737
3/29/2020,Oregon,548,13,4217737
3/6/2020,Pennsylvania,2,0,12801989
3/7/2020,Pennsylvania,4,0,12801989
3/8/2020,Pennsylvania,6,0,12801989
3/9/2020,Pennsylvania,10,0,12801989
3/10/2020,Pennsylvania,12,0,12801989
3/11/2020,Pennsylvania,16,0,12801989
3/12/2020,Pennsylvania,22,0,12801989
3/13/2020,Pennsylvania,41,0,12801989
3/14/2020,Pennsylvania,47,0,12801989
3/15/2020,Pennsylvania,68,0,12801989
3/16/2020,Pennsylvania,81,0,12801989
3/17/2020,Pennsylvania,101,0,12801989
3/18/2020,Pennsylvania,139,1,12801989
3/19/2020,Pennsylvania,187,1,12801989
3/20/2020,Pennsylvania,269,1,12801989
3/21/2020,Pennsylvania,388,2,12801989
3/22/2020,Pennsylvania,504,3,12801989
3/23/2020,Pennsylvania,644,6,12801989
3/24/2020,Pennsylvania,851,7,12801989
3/25/2020,Pennsylvania,1151,11,12801989
3/26/2020,Pennsylvania,1690,16,12801989
3/27/2020,Pennsylvania,2218,23,12801989
3/28/2020,Pennsylvania,2815,35,12801989
3/29/2020,Pennsylvania,3441,40,12801989
3/13/2020,Puerto Rico,3,0,3193694
3/14/2020,Puerto Rico,4,0,3193694
3/15/2020,Puerto Rico,5,0,3193694
3/16/2020,Puerto Rico,5,0,3193694
3/17/2020,Puerto Rico,5,0,3193694
3/18/2020,Puerto Rico,5,0,3193694
3/19/2020,Puerto Rico,6,0,3193694
3/20/2020,Puerto Rico,14,0,3193694
3/21/2020,Puerto Rico,21,1,3193694
3/22/2020,Puerto Rico,23,1,3193694
3/23/2020,Puerto Rico,31,2,3193694
3/24/2020,Puerto Rico,39,2,3193694
3/25/2020,Puerto Rico,51,2,3193694
3/26/2020,Puerto Rico,64,2,3193694
3/27/2020,Puerto Rico,79,3,3193694
3/28/2020,Puerto Rico,100,3,3193694
3/29/2020,Puerto Rico,127,5,3193694
3/1/2020,Rhode Island,2,0,1059361
3/2/2020,Rhode Island,2,0,1059361
3/3/2020,Rhode Island,2,0,1059361
3/4/2020,Rhode Island,2,0,1059361
3/5/2020,Rhode Island,2,0,1059361
3/6/2020,Rhode Island,3,0,1059361
3/7/2020,Rhode Island,3,0,1059361
3/8/2020,Rhode Island,3,0,1059361
3/9/2020,Rhode Island,3,0,1059361
3/10/2020,Rhode Island,5,0,1059361
3/11/2020,Rhode Island,5,0,1059361
3/12/2020,Rhode Island,5,0,1059361
3/13/2020,Rhode Island,20,0,1059361
3/14/2020,Rhode Island,20,0,1059361
3/15/2020,Rhode Island,20,0,1059361
3/16/2020,Rhode Island,21,0,1059361
3/17/2020,Rhode Island,23,0,1059361
3/18/2020,Rhode Island,33,0,1059361
3/19/2020,Rhode Island,44,0,1059361
3/20/2020,Rhode Island,44,0,1059361
3/21/2020,Rhode Island,66,0,1059361
3/22/2020,Rhode Island,83,0,1059361
3/23/2020,Rhode Island,106,0,1059361
3/24/2020,Rhode Island,124,0,1059361
3/25/2020,Rhode Island,132,0,1059361
3/26/2020,Rhode Island,165,0,1059361
3/27/2020,Rhode Island,203,0,1059361
3/28/2020,Rhode Island,239,2,1059361
3/29/2020,Rhode Island,294,3,1059361
3/6/2020,South Carolina,2,0,5148714
3/7/2020,South Carolina,2,0,5148714
3/8/2020,South Carolina,6,0,5148714
3/9/2020,South Carolina,7,0,5148714
3/10/2020,South Carolina,9,0,5148714
3/11/2020,South Carolina,10,0,5148714
3/12/2020,South Carolina,12,0,5148714
3/13/2020,South Carolina,13,0,5148714
3/14/2020,South Carolina,19,0,5148714
3/15/2020,South Carolina,28,0,5148714
3/16/2020,South Carolina,33,1,5148714
3/17/2020,South Carolina,47,1,5148714
3/18/2020,South Carolina,60,1,5148714
3/19/2020,South Carolina,81,1,5148714
3/20/2020,South Carolina,126,3,5148714
3/21/2020,South Carolina,172,3,5148714
3/22/2020,South Carolina,194,3,5148714
3/23/2020,South Carolina,299,5,5148714
3/24/2020,South Carolina,342,7,5148714
3/25/2020,South Carolina,424,7,5148714
3/26/2020,South Carolina,456,9,5148714
3/27/2020,South Carolina,539,13,5148714
3/28/2020,South Carolina,660,15,5148714
3/29/2020,South Carolina,774,16,5148714
3/10/2020,South Dakota,5,1,884659
3/11/2020,South Dakota,8,1,884659
3/12/2020,South Dakota,8,1,884659
3/13/2020,South Dakota,9,1,884659
3/14/2020,South Dakota,9,1,884659
3/15/2020,South Dakota,9,1,884659
3/16/2020,South Dakota,10,1,884659
3/17/2020,South Dakota,11,1,884659
3/18/2020,South Dakota,11,1,884659
3/19/2020,South Dakota,14,1,884659
3/20/2020,South Dakota,14,1,884659
3/21/2020,South Dakota,14,1,884659
3/22/2020,South Dakota,21,1,884659
3/23/2020,South Dakota,28,1,884659
3/24/2020,South Dakota,30,1,884659
3/25/2020,South Dakota,41,1,884659
3/26/2020,South Dakota,46,1,884659
3/27/2020,South Dakota,58,1,884659
3/28/2020,South Dakota,68,1,884659
3/29/2020,South Dakota,90,1,884659
3/5/2020,Tennessee,1,0,6829174
3/6/2020,Tennessee,1,0,6829174
3/7/2020,Tennessee,1,0,6829174
3/8/2020,Tennessee,3,0,6829174
3/9/2020,Tennessee,4,0,6829174
3/10/2020,Tennessee,7,0,6829174
3/11/2020,Tennessee,8,0,6829174
3/12/2020,Tennessee,18,0,6829174
3/13/2020,Tennessee,26,0,6829174
3/14/2020,Tennessee,32,0,6829174
3/15/2020,Tennessee,39,0,6829174
3/16/2020,Tennessee,52,0,6829174
3/17/2020,Tennessee,73,0,6829174
3/18/2020,Tennessee,98,0,6829174
3/19/2020,Tennessee,155,0,6829174
3/20/2020,Tennessee,237,0,6829174
3/21/2020,Tennessee,312,2,6829174
3/22/2020,Tennessee,424,2,6829174
3/23/2020,Tennessee,522,2,6829174
3/24/2020,Tennessee,679,2,6829174
3/25/2020,Tennessee,784,3,6829174
3/26/2020,Tennessee,981,3,6829174
3/27/2020,Tennessee,1062,6,6829174
3/28/2020,Tennessee,1373,6,6829174
3/29/2020,Tennessee,1537,7,6829174
3/5/2020,Texas,4,0,28995881
3/6/2020,Texas,5,0,28995881
3/7/2020,Texas,5,0,28995881
3/8/2020,Texas,5,0,28995881
3/9/2020,Texas,12,0,28995881
3/10/2020,Texas,16,0,28995881
3/11/2020,Texas,21,0,28995881
3/12/2020,Texas,21,0,28995881
3/13/2020,Texas,23,0,28995881
3/14/2020,Texas,23,0,28995881
3/15/2020,Texas,57,0,28995881
3/16/2020,Texas,57,0,28995881
3/17/2020,Texas,64,1,28995881
3/18/2020,Texas,83,2,28995881
3/19/2020,Texas,143,3,28995881
3/20/2020,Texas,194,5,28995881
3/21/2020,Texas,306,5,28995881
3/22/2020,Texas,331,5,28995881
3/23/2020,Texas,352,8,28995881
3/24/2020,Texas,715,10,28995881
3/25/2020,Texas,974,12,28995881
3/26/2020,Texas,1396,17,28995881
3/27/2020,Texas,1731,23,28995881
3/28/2020,Texas,2052,27,28995881
3/29/2020,Texas,2552,34,28995881
3/30/2020,Texas,2877,38,28995881
2/25/2020,Utah,1,0,3205958
2/26/2020,Utah,1,0,3205958
2/27/2020,Utah,1,0,3205958
2/28/2020,Utah,1,0,3205958
2/29/2020,Utah,1,0,3205958
3/1/2020,Utah,1,0,3205958
3/2/2020,Utah,1,0,3205958
3/3/2020,Utah,1,0,3205958
3/4/2020,Utah,1,0,3205958
3/5/2020,Utah,1,0,3205958
3/6/2020,Utah,3,0,3205958
3/7/2020,Utah,3,0,3205958
3/8/2020,Utah,3,0,3205958
3/9/2020,Utah,3,0,3205958
3/10/2020,Utah,4,0,3205958
3/11/2020,Utah,5,0,3205958
3/12/2020,Utah,7,0,3205958
3/13/2020,Utah,7,0,3205958
3/14/2020,Utah,21,0,3205958
3/15/2020,Utah,29,0,3205958
3/16/2020,Utah,40,0,3205958
3/17/2020,Utah,51,0,3205958
3/18/2020,Utah,65,0,3205958
3/19/2020,Utah,80,0,3205958
3/20/2020,Utah,112,0,3205958
3/21/2020,Utah,138,0,3205958
3/22/2020,Utah,182,1,3205958
3/23/2020,Utah,257,1,3205958
3/24/2020,Utah,298,1,3205958
3/25/2020,Utah,346,1,3205958
3/26/2020,Utah,402,1,3205958
3/27/2020,Utah,480,2,3205958
3/28/2020,Utah,608,2,3205958
3/29/2020,Utah,719,2,3205958
3/7/2020,Vermont,1,0,623989
3/8/2020,Vermont,1,0,623989
3/9/2020,Vermont,1,0,623989
3/10/2020,Vermont,1,0,623989
3/11/2020,Vermont,2,0,623989
3/12/2020,Vermont,2,0,623989
3/13/2020,Vermont,2,0,623989
3/14/2020,Vermont,5,0,623989
3/15/2020,Vermont,8,0,623989
3/16/2020,Vermont,12,0,623989
3/17/2020,Vermont,14,0,623989
3/18/2020,Vermont,19,0,623989
3/19/2020,Vermont,22,2,623989
3/20/2020,Vermont,29,2,623989
3/21/2020,Vermont,49,2,623989
3/22/2020,Vermont,52,2,623989
3/23/2020,Vermont,75,2,623989
3/24/2020,Vermont,95,7,623989
3/25/2020,Vermont,123,8,623989
3/26/2020,Vermont,158,9,623989
3/27/2020,Vermont,184,10,623989
3/28/2020,Vermont,211,12,623989
3/29/2020,Vermont,235,12,623989
3/14/2020,Virgin Islands,1,0,#N/A
3/15/2020,Virgin Islands,1,0,#N/A
3/16/2020,Virgin Islands,2,0,#N/A
3/17/2020,Virgin Islands,2,0,#N/A
3/18/2020,Virgin Islands,3,0,#N/A
3/19/2020,Virgin Islands,3,0,#N/A
3/20/2020,Virgin Islands,6,0,#N/A
3/21/2020,Virgin Islands,6,0,#N/A
3/22/2020,Virgin Islands,17,0,#N/A
3/23/2020,Virgin Islands,17,0,#N/A
3/24/2020,Virgin Islands,17,0,#N/A
3/25/2020,Virgin Islands,17,0,#N/A
3/26/2020,Virgin Islands,17,0,#N/A
3/27/2020,Virgin Islands,19,0,#N/A
3/28/2020,Virgin Islands,19,0,#N/A
3/29/2020,Virgin Islands,23,0,#N/A
3/7/2020,Virginia,1,0,8535519
3/8/2020,Virginia,2,0,8535519
3/9/2020,Virginia,5,0,8535519
3/10/2020,Virginia,8,0,8535519
3/11/2020,Virginia,10,0,8535519
3/12/2020,Virginia,17,0,8535519
3/13/2020,Virginia,30,0,8535519
3/14/2020,Virginia,42,1,8535519
3/15/2020,Virginia,45,1,8535519
3/16/2020,Virginia,51,1,8535519
3/17/2020,Virginia,67,2,8535519
3/18/2020,Virginia,78,2,8535519
3/19/2020,Virginia,94,2,8535519
3/20/2020,Virginia,115,2,8535519
3/21/2020,Virginia,152,3,8535519
3/22/2020,Virginia,219,6,8535519
3/23/2020,Virginia,254,6,8535519
3/24/2020,Virginia,290,7,8535519
3/25/2020,Virginia,391,9,8535519
3/26/2020,Virginia,604,14,8535519
3/27/2020,Virginia,606,14,8535519
3/28/2020,Virginia,740,17,8535519
3/29/2020,Virginia,890,22,8535519
1/21/2020,Washington,1,0,7614893
1/22/2020,Washington,1,0,7614893
1/23/2020,Washington,1,0,7614893
1/24/2020,Washington,1,0,7614893
1/25/2020,Washington,1,0,7614893
1/26/2020,Washington,1,0,7614893
1/27/2020,Washington,1,0,7614893
1/28/2020,Washington,1,0,7614893
1/29/2020,Washington,1,0,7614893
1/30/2020,Washington,1,0,7614893
1/31/2020,Washington,1,0,7614893
2/1/2020,Washington,1,0,7614893
2/2/2020,Washington,1,0,7614893
2/3/2020,Washington,1,0,7614893
2/4/2020,Washington,1,0,7614893
2/5/2020,Washington,1,0,7614893
2/6/2020,Washington,1,0,7614893
2/7/2020,Washington,1,0,7614893
2/8/2020,Washington,1,0,7614893
2/9/2020,Washington,1,0,7614893
2/10/2020,Washington,1,0,7614893
2/11/2020,Washington,1,0,7614893
2/12/2020,Washington,1,0,7614893
2/13/2020,Washington,1,0,7614893
2/14/2020,Washington,1,0,7614893
2/15/2020,Washington,1,0,7614893
2/16/2020,Washington,1,0,7614893
2/17/2020,Washington,1,0,7614893
2/18/2020,Washington,1,0,7614893
2/19/2020,Washington,1,0,7614893
2/20/2020,Washington,1,0,7614893
2/21/2020,Washington,1,0,7614893
2/22/2020,Washington,1,0,7614893
2/23/2020,Washington,1,0,7614893
2/24/2020,Washington,5,0,7614893
2/25/2020,Washington,5,0,7614893
2/26/2020,Washington,5,0,7614893
2/27/2020,Washington,5,0,7614893
2/28/2020,Washington,7,0,7614893
2/29/2020,Washington,10,1,7614893
3/1/2020,Washington,17,3,7614893
3/2/2020,Washington,23,6,7614893
3/3/2020,Washington,32,10,7614893
3/4/2020,Washington,47,11,7614893
3/5/2020,Washington,75,11,7614893
3/6/2020,Washington,86,12,7614893
3/7/2020,Washington,110,16,7614893
3/8/2020,Washington,141,19,7614893
3/9/2020,Washington,179,22,7614893
3/10/2020,Washington,279,24,7614893
3/11/2020,Washington,338,29,7614893
3/12/2020,Washington,419,32,7614893
3/13/2020,Washington,511,37,7614893
3/14/2020,Washington,609,40,7614893
3/15/2020,Washington,675,42,7614893
3/16/2020,Washington,794,48,7614893
3/17/2020,Washington,908,54,7614893
3/18/2020,Washington,1026,68,7614893
3/19/2020,Washington,1228,75,7614893
3/20/2020,Washington,1404,83,7614893
3/21/2020,Washington,1655,95,7614893
3/22/2020,Washington,1844,97,7614893
3/23/2020,Washington,2101,110,7614893
3/24/2020,Washington,2469,123,7614893
3/25/2020,Washington,2585,130,7614893
3/26/2020,Washington,3208,151,7614893
3/27/2020,Washington,3770,177,7614893
3/28/2020,Washington,4311,191,7614893
3/29/2020,Washington,4896,207,7614893
3/17/2020,West Virginia,1,0,1792147
3/18/2020,West Virginia,2,0,1792147
3/19/2020,West Virginia,5,0,1792147
3/20/2020,West Virginia,8,0,1792147
3/21/2020,West Virginia,12,0,1792147
3/22/2020,West Virginia,16,0,1792147
3/23/2020,West Virginia,16,0,1792147
3/24/2020,West Virginia,39,0,1792147
3/25/2020,West Virginia,51,0,1792147
3/26/2020,West Virginia,76,0,1792147
3/27/2020,West Virginia,96,0,1792147
3/28/2020,West Virginia,113,0,1792147
3/29/2020,West Virginia,124,1,1792147
2/5/2020,Wisconsin,1,0,5822434
2/6/2020,Wisconsin,1,0,5822434
2/7/2020,Wisconsin,1,0,5822434
2/8/2020,Wisconsin,1,0,5822434
2/9/2020,Wisconsin,1,0,5822434
2/10/2020,Wisconsin,1,0,5822434
2/11/2020,Wisconsin,1,0,5822434
2/12/2020,Wisconsin,1,0,5822434
2/13/2020,Wisconsin,1,0,5822434
2/14/2020,Wisconsin,1,0,5822434
2/15/2020,Wisconsin,1,0,5822434
2/16/2020,Wisconsin,1,0,5822434
2/17/2020,Wisconsin,1,0,5822434
2/18/2020,Wisconsin,1,0,5822434
2/19/2020,Wisconsin,1,0,5822434
2/20/2020,Wisconsin,1,0,5822434
2/21/2020,Wisconsin,1,0,5822434
2/22/2020,Wisconsin,1,0,5822434
2/23/2020,Wisconsin,1,0,5822434
2/24/2020,Wisconsin,1,0,5822434
2/25/2020,Wisconsin,1,0,5822434
2/26/2020,Wisconsin,1,0,5822434
2/27/2020,Wisconsin,1,0,5822434
2/28/2020,Wisconsin,1,0,5822434
2/29/2020,Wisconsin,1,0,5822434
3/1/2020,Wisconsin,1,0,5822434
3/2/2020,Wisconsin,1,0,5822434
3/3/2020,Wisconsin,1,0,5822434
3/4/2020,Wisconsin,1,0,5822434
3/5/2020,Wisconsin,1,0,5822434
3/6/2020,Wisconsin,1,0,5822434
3/7/2020,Wisconsin,1,0,5822434
3/8/2020,Wisconsin,1,0,5822434
3/9/2020,Wisconsin,2,0,5822434
3/10/2020,Wisconsin,3,0,5822434
3/11/2020,Wisconsin,6,0,5822434
3/12/2020,Wisconsin,8,0,5822434
3/13/2020,Wisconsin,19,0,5822434
3/14/2020,Wisconsin,27,0,5822434
3/15/2020,Wisconsin,33,0,5822434
3/16/2020,Wisconsin,47,0,5822434
