date,state,cases,deaths,Population
3/17/2020,Wisconsin,72,0,5822434
3/18/2020,Wisconsin,106,0,5822434
3/19/2020,Wisconsin,155,2,5822434
3/20/2020,Wisconsin,216,3,5822434
3/21/2020,Wisconsin,281,4,5822434
3/22/2020,Wisconsin,382,4,5822434
3/23/2020,Wisconsin,418,5,5822434
3/24/2020,Wisconsin,481,5,5822434
3/25/2020,Wisconsin,623,7,5822434
3/26/2020,Wisconsin,754,10,5822434
3/27/2020,Wisconsin,930,16,5822434
3/28/2020,Wisconsin,1042,17,5822434
3/29/2020,Wisconsin,1120,17,5822434
3/11/2020,Wyoming,1,0,578759
3/12/2020,Wyoming,1,0,578759
3/13/2020,Wyoming,2,0,578759
3/14/2020,Wyoming,3,0,578759
3/15/2020,Wyoming,3,0,578759
3/16/2020,Wyoming,10,0,578759
3/17/2020,Wyoming,15,0,578759
3/18/2020,Wyoming,17,0,578759
3/19/2020,Wyoming,18,0,578759
3/20/2020,Wyoming,22,0,578759
3/21/2020,Wyoming,24,0,578759
3/22/2020,Wyoming,26,0,578759
3/23/2020,Wyoming,28,0,578759
3/24/2020,Wyoming,37,0,578759
3/25/2020,Wyoming,49,0,578759
3/26/2020,Wyoming,56,0,578759
3/27/2020,Wyoming,73,0,578759
3/28/2020,Wyoming,84,0,578759
3/29/2020,Wyoming,87,0,578759
