date,county,state,cases,deaths,Population
3/23/2020,Imperial,California,4,0,181215
3/24/2020,Imperial,California,9,0,181215
3/25/2020,Imperial,California,9,0,181215
3/26/2020,Imperial,California,17,0,181215
3/27/2020,Imperial,California,21,0,181215
3/28/2020,Imperial,California,25,0,181215
3/29/2020,Imperial,California,25,0,181215
3/25/2020,Inyo,California,1,0,18039
3/26/2020,Inyo,California,2,0,18039
3/27/2020,Inyo,California,5,0,18039
3/28/2020,Inyo,California,5,0,18039
3/29/2020,Inyo,California,8,0,18039
3/17/2020,Kern,California,1,0,900202
3/18/2020,Kern,California,1,0,900202
3/19/2020,Kern,California,2,0,900202
3/20/2020,Kern,California,2,0,900202
3/21/2020,Kern,California,4,0,900202
3/22/2020,Kern,California,5,0,900202
3/23/2020,Kern,California,5,0,900202
3/24/2020,Kern,California,14,0,900202
3/25/2020,Kern,California,24,0,900202
3/26/2020,Kern,California,33,0,900202
3/27/2020,Kern,California,41,1,900202
3/28/2020,Kern,California,47,1,900202
3/29/2020,Kern,California,51,1,900202
3/27/2020,Kings,California,1,0,152940
3/28/2020,Kings,California,1,0,152940
3/29/2020,Kings,California,2,0,152940
1/26/2020,Los Angeles,California,1,0,10039107
1/27/2020,Los Angeles,California,1,0,10039107
1/28/2020,Los Angeles,California,1,0,10039107
1/29/2020,Los Angeles,California,1,0,10039107
1/30/2020,Los Angeles,California,1,0,10039107
1/31/2020,Los Angeles,California,1,0,10039107
2/1/2020,Los Angeles,California,1,0,10039107
2/2/2020,Los Angeles,California,1,0,10039107
2/3/2020,Los Angeles,California,1,0,10039107
2/4/2020,Los Angeles,California,1,0,10039107
2/5/2020,Los Angeles,California,1,0,10039107
2/6/2020,Los Angeles,California,1,0,10039107
2/7/2020,Los Angeles,California,1,0,10039107
2/8/2020,Los Angeles,California,1,0,10039107
2/9/2020,Los Angeles,California,1,0,10039107
2/10/2020,Los Angeles,California,1,0,10039107
2/11/2020,Los Angeles,California,1,0,10039107
2/12/2020,Los Angeles,California,1,0,10039107
2/13/2020,Los Angeles,California,1,0,10039107
2/14/2020,Los Angeles,California,1,0,10039107
2/15/2020,Los Angeles,California,1,0,10039107
2/16/2020,Los Angeles,California,1,0,10039107
2/17/2020,Los Angeles,California,1,0,10039107
2/18/2020,Los Angeles,California,1,0,10039107
2/19/2020,Los Angeles,California,1,0,10039107
2/20/2020,Los Angeles,California,1,0,10039107
2/21/2020,Los Angeles,California,1,0,10039107
2/22/2020,Los Angeles,California,1,0,10039107
2/23/2020,Los Angeles,California,1,0,10039107
2/24/2020,Los Angeles,California,1,0,10039107
2/25/2020,Los Angeles,California,1,0,10039107
2/26/2020,Los Angeles,California,1,0,10039107
2/27/2020,Los Angeles,California,1,0,10039107
2/28/2020,Los Angeles,California,1,0,10039107
2/29/2020,Los Angeles,California,1,0,10039107
3/1/2020,Los Angeles,California,1,0,10039107
3/2/2020,Los Angeles,California,1,0,10039107
3/3/2020,Los Angeles,California,1,0,10039107
3/4/2020,Los Angeles,California,7,0,10039107
3/5/2020,Los Angeles,California,11,0,10039107
3/6/2020,Los Angeles,California,13,0,10039107
3/7/2020,Los Angeles,California,14,0,10039107
3/8/2020,Los Angeles,California,14,0,10039107
3/9/2020,Los Angeles,California,19,0,10039107
3/10/2020,Los Angeles,California,20,0,10039107
3/11/2020,Los Angeles,California,28,1,10039107
3/12/2020,Los Angeles,California,32,1,10039107
3/13/2020,Los Angeles,California,40,1,10039107
3/14/2020,Los Angeles,California,53,1,10039107
3/15/2020,Los Angeles,California,69,1,10039107
3/16/2020,Los Angeles,California,94,1,10039107
3/17/2020,Los Angeles,California,144,1,10039107
3/18/2020,Los Angeles,California,190,1,10039107
3/19/2020,Los Angeles,California,231,2,10039107
3/20/2020,Los Angeles,California,292,2,10039107
3/21/2020,Los Angeles,California,351,4,10039107
3/22/2020,Los Angeles,California,421,5,10039107
3/23/2020,Los Angeles,California,536,7,10039107
3/24/2020,Los Angeles,California,662,11,10039107
3/25/2020,Los Angeles,California,799,13,10039107
3/26/2020,Los Angeles,California,1216,21,10039107
3/27/2020,Los Angeles,California,1465,27,10039107
3/28/2020,Los Angeles,California,1804,33,10039107
3/29/2020,Los Angeles,California,2136,37,10039107
3/7/2020,Madera,California,1,0,157327
3/8/2020,Madera,California,1,0,157327
3/9/2020,Madera,California,1,0,157327
3/10/2020,Madera,California,1,0,157327
3/11/2020,Madera,California,1,0,157327
3/12/2020,Madera,California,1,0,157327
3/13/2020,Madera,California,1,0,157327
3/14/2020,Madera,California,1,0,157327
3/15/2020,Madera,California,1,0,157327
3/16/2020,Madera,California,1,0,157327
3/17/2020,Madera,California,1,0,157327
3/18/2020,Madera,California,1,0,157327
3/19/2020,Madera,California,3,0,157327
3/20/2020,Madera,California,3,0,157327
3/21/2020,Madera,California,3,0,157327
3/22/2020,Madera,California,3,0,157327
3/23/2020,Madera,California,6,0,157327
3/24/2020,Madera,California,6,0,157327
3/25/2020,Madera,California,7,0,157327
3/26/2020,Madera,California,7,0,157327
3/27/2020,Madera,California,11,1,157327
3/28/2020,Madera,California,15,1,157327
3/29/2020,Madera,California,18,1,157327
2/26/2020,Marin,California,1,0,258826
2/27/2020,Marin,California,1,0,258826
2/28/2020,Marin,California,1,0,258826
2/29/2020,Marin,California,1,0,258826
3/1/2020,Marin,California,1,0,258826
3/2/2020,Marin,California,1,0,258826
3/3/2020,Marin,California,1,0,258826
3/4/2020,Marin,California,1,0,258826
3/5/2020,Marin,California,1,0,258826
3/6/2020,Marin,California,1,0,258826
3/7/2020,Marin,California,1,0,258826
3/8/2020,Marin,California,1,0,258826
3/9/2020,Marin,California,2,0,258826
3/10/2020,Marin,California,2,0,258826
3/11/2020,Marin,California,4,0,258826
3/12/2020,Marin,California,4,0,258826
3/13/2020,Marin,California,4,0,258826
3/14/2020,Marin,California,4,0,258826
3/15/2020,Marin,California,4,0,258826
3/16/2020,Marin,California,4,0,258826
3/17/2020,Marin,California,4,0,258826
3/18/2020,Marin,California,16,0,258826
3/19/2020,Marin,California,25,0,258826
3/20/2020,Marin,California,38,0,258826
3/21/2020,Marin,California,38,0,258826
3/22/2020,Marin,California,38,0,258826
3/23/2020,Marin,California,47,0,258826
3/24/2020,Marin,California,53,0,258826
3/25/2020,Marin,California,53,0,258826
3/26/2020,Marin,California,65,0,258826
3/27/2020,Marin,California,69,1,258826
3/28/2020,Marin,California,74,1,258826
3/29/2020,Marin,California,93,1,258826
3/18/2020,Mendocino,California,1,0,86749
3/19/2020,Mendocino,California,1,0,86749
3/20/2020,Mendocino,California,1,0,86749
3/21/2020,Mendocino,California,1,0,86749
3/22/2020,Mendocino,California,1,0,86749
3/23/2020,Mendocino,California,1,0,86749
3/24/2020,Mendocino,California,2,0,86749
3/25/2020,Mendocino,California,2,0,86749
3/26/2020,Mendocino,California,2,0,86749
3/27/2020,Mendocino,California,2,0,86749
3/28/2020,Mendocino,California,2,0,86749
3/29/2020,Mendocino,California,3,0,86749
3/24/2020,Merced,California,1,0,277680
3/25/2020,Merced,California,1,0,277680
3/26/2020,Merced,California,4,0,277680
3/27/2020,Merced,California,7,0,277680
3/28/2020,Merced,California,7,0,277680
3/29/2020,Merced,California,8,0,277680
3/24/2020,Mono,California,2,0,14444
3/25/2020,Mono,California,4,0,14444
3/26/2020,Mono,California,6,0,14444
3/27/2020,Mono,California,8,0,14444
3/28/2020,Mono,California,8,0,14444
3/29/2020,Mono,California,11,0,14444
3/17/2020,Monterey,California,2,0,434061
3/18/2020,Monterey,California,2,0,434061
3/19/2020,Monterey,California,2,0,434061
3/20/2020,Monterey,California,5,0,434061
3/21/2020,Monterey,California,11,1,434061
3/22/2020,Monterey,California,14,1,434061
3/23/2020,Monterey,California,20,1,434061
3/24/2020,Monterey,California,20,1,434061
3/25/2020,Monterey,California,24,1,434061
3/26/2020,Monterey,California,24,1,434061
3/27/2020,Monterey,California,27,1,434061
3/28/2020,Monterey,California,27,1,434061
3/29/2020,Monterey,California,32,1,434061
2/26/2020,Napa,California,1,0,137744
2/27/2020,Napa,California,1,0,137744
2/28/2020,Napa,California,1,0,137744
2/29/2020,Napa,California,1,0,137744
3/1/2020,Napa,California,1,0,137744
3/2/2020,Napa,California,1,0,137744
3/3/2020,Napa,California,1,0,137744
3/4/2020,Napa,California,1,0,137744
3/5/2020,Napa,California,1,0,137744
3/6/2020,Napa,California,1,0,137744
3/7/2020,Napa,California,1,0,137744
3/8/2020,Napa,California,1,0,137744
3/9/2020,Napa,California,1,0,137744
3/10/2020,Napa,California,1,0,137744
3/11/2020,Napa,California,1,0,137744
3/12/2020,Napa,California,1,0,137744
3/13/2020,Napa,California,1,0,137744
3/14/2020,Napa,California,1,0,137744
3/15/2020,Napa,California,1,0,137744
3/16/2020,Napa,California,1,0,137744
3/17/2020,Napa,California,1,0,137744
3/18/2020,Napa,California,1,0,137744
3/19/2020,Napa,California,1,0,137744
3/20/2020,Napa,California,1,0,137744
3/21/2020,Napa,California,1,0,137744
3/22/2020,Napa,California,3,0,137744
3/23/2020,Napa,California,3,0,137744
3/24/2020,Napa,California,3,0,137744
3/25/2020,Napa,California,6,0,137744
3/26/2020,Napa,California,7,0,137744
3/27/2020,Napa,California,10,0,137744
3/28/2020,Napa,California,10,0,137744
3/29/2020,Napa,California,11,0,137744
3/16/2020,Nevada,California,1,0,99755
3/17/2020,Nevada,California,1,0,99755
3/18/2020,Nevada,California,1,0,99755
3/19/2020,Nevada,California,1,0,99755
3/20/2020,Nevada,California,1,0,99755
3/21/2020,Nevada,California,1,0,99755
3/22/2020,Nevada,California,1,0,99755
3/23/2020,Nevada,California,3,0,99755
3/24/2020,Nevada,California,4,0,99755
3/25/2020,Nevada,California,4,0,99755
3/26/2020,Nevada,California,8,0,99755
3/27/2020,Nevada,California,12,0,99755
3/28/2020,Nevada,California,12,0,99755
3/29/2020,Nevada,California,12,0,99755
1/25/2020,Orange,California,1,0,3175692
1/26/2020,Orange,California,1,0,3175692
1/27/2020,Orange,California,1,0,3175692
1/28/2020,Orange,California,1,0,3175692
1/29/2020,Orange,California,1,0,3175692
1/30/2020,Orange,California,1,0,3175692
1/31/2020,Orange,California,1,0,3175692
2/1/2020,Orange,California,1,0,3175692
2/2/2020,Orange,California,1,0,3175692
2/3/2020,Orange,California,1,0,3175692
2/4/2020,Orange,California,1,0,3175692
2/5/2020,Orange,California,1,0,3175692
2/6/2020,Orange,California,1,0,3175692
2/7/2020,Orange,California,1,0,3175692
2/8/2020,Orange,California,1,0,3175692
2/9/2020,Orange,California,1,0,3175692
2/10/2020,Orange,California,1,0,3175692
2/11/2020,Orange,California,1,0,3175692
2/12/2020,Orange,California,1,0,3175692
2/13/2020,Orange,California,1,0,3175692
2/14/2020,Orange,California,1,0,3175692
2/15/2020,Orange,California,1,0,3175692
2/16/2020,Orange,California,1,0,3175692
2/17/2020,Orange,California,1,0,3175692
2/18/2020,Orange,California,1,0,3175692
2/19/2020,Orange,California,1,0,3175692
2/20/2020,Orange,California,1,0,3175692
2/21/2020,Orange,California,1,0,3175692
2/22/2020,Orange,California,1,0,3175692
2/23/2020,Orange,California,1,0,3175692
2/24/2020,Orange,California,1,0,3175692
2/25/2020,Orange,California,1,0,3175692
2/26/2020,Orange,California,1,0,3175692
2/27/2020,Orange,California,1,0,3175692
2/28/2020,Orange,California,1,0,3175692
2/29/2020,Orange,California,1,0,3175692
3/1/2020,Orange,California,1,0,3175692
3/2/2020,Orange,California,1,0,3175692
3/3/2020,Orange,California,3,0,3175692
3/4/2020,Orange,California,3,0,3175692
3/5/2020,Orange,California,3,0,3175692
3/6/2020,Orange,California,3,0,3175692
3/7/2020,Orange,California,3,0,3175692
3/8/2020,Orange,California,3,0,3175692
3/9/2020,Orange,California,5,0,3175692
3/10/2020,Orange,California,5,0,3175692
3/11/2020,Orange,California,6,0,3175692
3/12/2020,Orange,California,6,0,3175692
3/13/2020,Orange,California,13,0,3175692
3/14/2020,Orange,California,14,0,3175692
3/15/2020,Orange,California,17,0,3175692
3/16/2020,Orange,California,22,0,3175692
3/17/2020,Orange,California,29,0,3175692
3/18/2020,Orange,California,42,0,3175692
3/19/2020,Orange,California,53,0,3175692
3/20/2020,Orange,California,65,0,3175692
3/21/2020,Orange,California,78,0,3175692
3/22/2020,Orange,California,95,0,3175692
3/23/2020,Orange,California,125,0,3175692
3/24/2020,Orange,California,152,0,3175692
3/25/2020,Orange,California,187,1,3175692
3/26/2020,Orange,California,256,1,3175692
3/27/2020,Orange,California,321,3,3175692
3/28/2020,Orange,California,321,3,3175692
3/29/2020,Orange,California,431,4,3175692
3/2/2020,Placer,California,1,0,398329
3/3/2020,Placer,California,2,0,398329
3/4/2020,Placer,California,2,1,398329
3/5/2020,Placer,California,2,1,398329
3/6/2020,Placer,California,5,1,398329
3/7/2020,Placer,California,5,1,398329
3/8/2020,Placer,California,7,1,398329
3/9/2020,Placer,California,7,1,398329
3/10/2020,Placer,California,7,1,398329
3/11/2020,Placer,California,7,1,398329
3/12/2020,Placer,California,7,1,398329
3/13/2020,Placer,California,7,1,398329
3/14/2020,Placer,California,8,1,398329
3/15/2020,Placer,California,8,1,398329
3/16/2020,Placer,California,8,1,398329
3/17/2020,Placer,California,8,1,398329
3/18/2020,Placer,California,9,1,398329
3/19/2020,Placer,California,9,1,398329
3/20/2020,Placer,California,9,1,398329
3/21/2020,Placer,California,12,1,398329
3/22/2020,Placer,California,12,1,398329
3/23/2020,Placer,California,20,1,398329
3/24/2020,Placer,California,26,1,398329
3/25/2020,Placer,California,30,1,398329
3/26/2020,Placer,California,30,1,398329
3/27/2020,Placer,California,41,1,398329
3/28/2020,Placer,California,44,1,398329
3/29/2020,Placer,California,53,2,398329
3/7/2020,Riverside,California,1,0,2470546
3/8/2020,Riverside,California,1,0,2470546
3/9/2020,Riverside,California,4,0,2470546
3/10/2020,Riverside,California,4,0,2470546
3/11/2020,Riverside,California,4,0,2470546
3/12/2020,Riverside,California,6,0,2470546
3/13/2020,Riverside,California,10,0,2470546
3/14/2020,Riverside,California,10,0,2470546
3/15/2020,Riverside,California,12,0,2470546
3/16/2020,Riverside,California,14,2,2470546
3/17/2020,Riverside,California,16,3,2470546
3/18/2020,Riverside,California,16,3,2470546
3/19/2020,Riverside,California,22,3,2470546
3/20/2020,Riverside,California,28,4,2470546
3/21/2020,Riverside,California,30,5,2470546
3/22/2020,Riverside,California,45,6,2470546
3/23/2020,Riverside,California,48,6,2470546
3/24/2020,Riverside,California,59,6,2470546
3/25/2020,Riverside,California,107,8,2470546
3/26/2020,Riverside,California,107,8,2470546
3/27/2020,Riverside,California,185,8,2470546
3/28/2020,Riverside,California,185,8,2470546
3/29/2020,Riverside,California,195,8,2470546
2/21/2020,Sacramento,California,1,0,1552058
2/22/2020,Sacramento,California,1,0,1552058
2/23/2020,Sacramento,California,1,0,1552058
2/24/2020,Sacramento,California,1,0,1552058
2/25/2020,Sacramento,California,1,0,1552058
2/26/2020,Sacramento,California,3,0,1552058
2/27/2020,Sacramento,California,3,0,1552058
2/28/2020,Sacramento,California,3,0,1552058
2/29/2020,Sacramento,California,3,0,1552058
3/1/2020,Sacramento,California,3,0,1552058
3/2/2020,Sacramento,California,3,0,1552058
3/3/2020,Sacramento,California,3,0,1552058
3/4/2020,Sacramento,California,3,0,1552058
3/5/2020,Sacramento,California,3,0,1552058
3/6/2020,Sacramento,California,3,0,1552058
3/7/2020,Sacramento,California,3,0,1552058
3/8/2020,Sacramento,California,3,0,1552058
3/9/2020,Sacramento,California,9,0,1552058
3/10/2020,Sacramento,California,9,1,1552058
3/11/2020,Sacramento,California,9,1,1552058
3/12/2020,Sacramento,California,16,1,1552058
3/13/2020,Sacramento,California,16,1,1552058
3/14/2020,Sacramento,California,28,1,1552058
3/15/2020,Sacramento,California,32,1,1552058
3/16/2020,Sacramento,California,32,2,1552058
3/17/2020,Sacramento,California,39,2,1552058
3/18/2020,Sacramento,California,39,2,1552058
3/19/2020,Sacramento,California,44,3,1552058
3/20/2020,Sacramento,California,52,3,1552058
3/21/2020,Sacramento,California,52,3,1552058
3/22/2020,Sacramento,California,52,3,1552058
3/23/2020,Sacramento,California,87,4,1552058
3/24/2020,Sacramento,California,87,4,1552058
3/25/2020,Sacramento,California,112,5,1552058
3/26/2020,Sacramento,California,112,5,1552058
3/27/2020,Sacramento,California,164,6,1552058
3/28/2020,Sacramento,California,164,6,1552058
3/29/2020,Sacramento,California,164,6,1552058
3/13/2020,San Benito,California,1,0,62808
3/14/2020,San Benito,California,1,0,62808
3/15/2020,San Benito,California,1,0,62808
3/16/2020,San Benito,California,1,0,62808
3/17/2020,San Benito,California,2,1,62808
3/18/2020,San Benito,California,5,1,62808
3/19/2020,San Benito,California,5,1,62808
3/20/2020,San Benito,California,5,1,62808
3/21/2020,San Benito,California,5,1,62808
3/22/2020,San Benito,California,5,1,62808
3/23/2020,San Benito,California,6,1,62808
3/24/2020,San Benito,California,7,1,62808
3/25/2020,San Benito,California,9,1,62808
3/26/2020,San Benito,California,9,1,62808
3/27/2020,San Benito,California,11,1,62808
3/28/2020,San Benito,California,11,1,62808
3/29/2020,San Benito,California,14,1,62808
3/15/2020,San Bernardino,California,1,0,2180085
3/16/2020,San Bernardino,California,2,0,2180085
3/17/2020,San Bernardino,California,3,0,2180085
3/18/2020,San Bernardino,California,5,0,2180085
3/19/2020,San Bernardino,California,5,0,2180085
3/20/2020,San Bernardino,California,9,0,2180085
3/21/2020,San Bernardino,California,9,0,2180085
3/22/2020,San Bernardino,California,17,0,2180085
3/23/2020,San Bernardino,California,17,0,2180085
3/24/2020,San Bernardino,California,38,1,2180085
3/25/2020,San Bernardino,California,54,2,2180085
3/26/2020,San Bernardino,California,55,3,2180085
3/27/2020,San Bernardino,California,64,3,2180085
3/28/2020,San Bernardino,California,64,3,2180085
3/29/2020,San Bernardino,California,111,3,2180085
2/10/2020,San Diego,California,1,0,3338330
2/11/2020,San Diego,California,1,0,3338330
2/12/2020,San Diego,California,1,0,3338330
2/13/2020,San Diego,California,1,0,3338330
2/14/2020,San Diego,California,1,0,3338330
2/15/2020,San Diego,California,1,0,3338330
2/16/2020,San Diego,California,1,0,3338330
2/17/2020,San Diego,California,1,0,3338330
2/18/2020,San Diego,California,1,0,3338330
2/19/2020,San Diego,California,1,0,3338330
2/20/2020,San Diego,California,1,0,3338330
2/21/2020,San Diego,California,1,0,3338330
2/22/2020,San Diego,California,1,0,3338330
2/23/2020,San Diego,California,1,0,3338330
2/24/2020,San Diego,California,1,0,3338330
2/25/2020,San Diego,California,1,0,3338330
2/26/2020,San Diego,California,1,0,3338330
2/27/2020,San Diego,California,1,0,3338330
2/28/2020,San Diego,California,1,0,3338330
2/29/2020,San Diego,California,1,0,3338330
3/1/2020,San Diego,California,1,0,3338330
3/2/2020,San Diego,California,1,0,3338330
3/3/2020,San Diego,California,1,0,3338330
3/4/2020,San Diego,California,1,0,3338330
3/5/2020,San Diego,California,1,0,3338330
3/6/2020,San Diego,California,1,0,3338330
3/7/2020,San Diego,California,1,0,3338330
3/8/2020,San Diego,California,1,0,3338330
3/9/2020,San Diego,California,2,0,3338330
3/10/2020,San Diego,California,2,0,3338330
3/11/2020,San Diego,California,2,0,3338330
3/12/2020,San Diego,California,5,0,3338330
3/13/2020,San Diego,California,9,0,3338330
3/14/2020,San Diego,California,10,0,3338330
3/15/2020,San Diego,California,40,0,3338330
3/16/2020,San Diego,California,56,0,3338330
3/17/2020,San Diego,California,61,0,3338330
3/18/2020,San Diego,California,81,0,3338330
3/19/2020,San Diego,California,105,0,3338330
3/20/2020,San Diego,California,131,0,3338330
3/21/2020,San Diego,California,159,0,3338330
3/22/2020,San Diego,California,205,0,3338330
3/23/2020,San Diego,California,230,0,3338330
3/24/2020,San Diego,California,242,1,3338330
3/25/2020,San Diego,California,297,2,3338330
3/26/2020,San Diego,California,341,3,3338330
3/27/2020,San Diego,California,417,5,3338330
3/28/2020,San Diego,California,488,7,3338330
3/29/2020,San Diego,California,519,7,3338330
2/2/2020,San Francisco,California,2,0,881549
2/3/2020,San Francisco,California,2,0,881549
2/4/2020,San Francisco,California,2,0,881549
2/5/2020,San Francisco,California,2,0,881549
2/6/2020,San Francisco,California,2,0,881549
2/7/2020,San Francisco,California,2,0,881549
2/8/2020,San Francisco,California,2,0,881549
2/9/2020,San Francisco,California,2,0,881549
2/10/2020,San Francisco,California,2,0,881549
2/11/2020,San Francisco,California,2,0,881549
2/12/2020,San Francisco,California,2,0,881549
2/13/2020,San Francisco,California,2,0,881549
2/14/2020,San Francisco,California,2,0,881549
2/15/2020,San Francisco,California,2,0,881549
2/16/2020,San Francisco,California,2,0,881549
2/17/2020,San Francisco,California,2,0,881549
2/18/2020,San Francisco,California,2,0,881549
2/19/2020,San Francisco,California,2,0,881549
2/20/2020,San Francisco,California,2,0,881549
2/21/2020,San Francisco,California,2,0,881549
2/22/2020,San Francisco,California,2,0,881549
2/23/2020,San Francisco,California,2,0,881549
2/24/2020,San Francisco,California,3,0,881549
2/25/2020,San Francisco,California,3,0,881549
2/26/2020,San Francisco,California,3,0,881549
2/27/2020,San Francisco,California,3,0,881549
2/28/2020,San Francisco,California,3,0,881549
2/29/2020,San Francisco,California,3,0,881549
3/1/2020,San Francisco,California,3,0,881549
3/2/2020,San Francisco,California,3,0,881549
3/3/2020,San Francisco,California,3,0,881549
3/4/2020,San Francisco,California,3,0,881549
3/5/2020,San Francisco,California,5,0,881549
3/6/2020,San Francisco,California,5,0,881549
3/7/2020,San Francisco,California,11,0,881549
3/8/2020,San Francisco,California,11,0,881549
3/9/2020,San Francisco,California,16,0,881549
3/10/2020,San Francisco,California,17,0,881549
3/11/2020,San Francisco,California,17,0,881549
3/12/2020,San Francisco,California,21,0,881549
3/13/2020,San Francisco,California,26,0,881549
3/14/2020,San Francisco,California,31,0,881549
3/15/2020,San Francisco,California,37,0,881549
3/16/2020,San Francisco,California,43,0,881549
3/17/2020,San Francisco,California,46,0,881549
3/18/2020,San Francisco,California,51,0,881549
3/19/2020,San Francisco,California,73,0,881549
3/20/2020,San Francisco,California,79,0,881549
3/21/2020,San Francisco,California,84,0,881549
3/22/2020,San Francisco,California,111,0,881549
3/23/2020,San Francisco,California,134,0,881549
3/24/2020,San Francisco,California,152,0,881549
3/25/2020,San Francisco,California,181,1,881549
3/26/2020,San Francisco,California,226,2,881549
3/27/2020,San Francisco,California,282,3,881549
3/28/2020,San Francisco,California,308,4,881549
3/29/2020,San Francisco,California,343,5,881549
3/10/2020,San Joaquin,California,1,0,762148
3/11/2020,San Joaquin,California,1,0,762148
3/12/2020,San Joaquin,California,3,0,762148
3/13/2020,San Joaquin,California,8,0,762148
3/14/2020,San Joaquin,California,8,0,762148
3/15/2020,San Joaquin,California,8,0,762148
3/16/2020,San Joaquin,California,9,0,762148
3/17/2020,San Joaquin,California,13,0,762148
3/18/2020,San Joaquin,California,14,2,762148
3/19/2020,San Joaquin,California,17,2,762148
3/20/2020,San Joaquin,California,25,2,762148
3/21/2020,San Joaquin,California,31,2,762148
3/22/2020,San Joaquin,California,41,2,762148
3/23/2020,San Joaquin,California,51,2,762148
3/24/2020,San Joaquin,California,60,2,762148
3/25/2020,San Joaquin,California,71,3,762148
3/26/2020,San Joaquin,California,83,3,762148
3/27/2020,San Joaquin,California,93,4,762148
3/28/2020,San Joaquin,California,108,4,762148
3/29/2020,San Joaquin,California,121,5,762148
3/14/2020,San Luis Obispo,California,1,0,283111
3/15/2020,San Luis Obispo,California,2,0,283111
3/16/2020,San Luis Obispo,California,3,0,283111
3/17/2020,San Luis Obispo,California,6,0,283111
3/18/2020,San Luis Obispo,California,7,0,283111
3/19/2020,San Luis Obispo,California,13,0,283111
3/20/2020,San Luis Obispo,California,16,0,283111
3/21/2020,San Luis Obispo,California,27,0,283111
3/22/2020,San Luis Obispo,California,27,0,283111
3/23/2020,San Luis Obispo,California,33,0,283111
3/24/2020,San Luis Obispo,California,42,0,283111
3/25/2020,San Luis Obispo,California,46,0,283111
3/26/2020,San Luis Obispo,California,54,0,283111
3/27/2020,San Luis Obispo,California,59,0,283111
3/28/2020,San Luis Obispo,California,67,0,283111
3/29/2020,San Luis Obispo,California,71,0,283111
3/2/2020,San Mateo,California,1,0,766573
3/3/2020,San Mateo,California,1,0,766573
3/4/2020,San Mateo,California,1,0,766573
3/5/2020,San Mateo,California,1,0,766573
3/6/2020,San Mateo,California,1,0,766573
3/7/2020,San Mateo,California,1,0,766573
3/8/2020,San Mateo,California,1,0,766573
3/9/2020,San Mateo,California,9,0,766573
3/10/2020,San Mateo,California,9,0,766573
3/11/2020,San Mateo,California,15,0,766573
3/12/2020,San Mateo,California,20,0,766573
3/13/2020,San Mateo,California,20,0,766573
3/14/2020,San Mateo,California,32,0,766573
3/15/2020,San Mateo,California,32,1,766573
3/16/2020,San Mateo,California,42,1,766573
3/17/2020,San Mateo,California,64,1,766573
3/18/2020,San Mateo,California,80,1,766573
3/19/2020,San Mateo,California,89,1,766573
3/20/2020,San Mateo,California,100,1,766573
3/21/2020,San Mateo,California,110,1,766573
3/22/2020,San Mateo,California,117,1,766573
3/23/2020,San Mateo,California,142,1,766573
3/24/2020,San Mateo,California,161,1,766573
3/25/2020,San Mateo,California,165,5,766573
3/26/2020,San Mateo,California,195,5,766573
3/27/2020,San Mateo,California,239,6,766573
3/28/2020,San Mateo,California,274,6,766573
3/29/2020,San Mateo,California,277,6,766573
3/15/2020,Santa Barbara,California,1,0,446499
3/16/2020,Santa Barbara,California,1,0,446499
3/17/2020,Santa Barbara,California,2,0,446499
3/18/2020,Santa Barbara,California,2,0,446499
3/19/2020,Santa Barbara,California,8,0,446499
3/20/2020,Santa Barbara,California,9,0,446499
3/21/2020,Santa Barbara,California,17,0,446499
3/22/2020,Santa Barbara,California,18,0,446499
3/23/2020,Santa Barbara,California,18,0,446499
3/24/2020,Santa Barbara,California,24,0,446499
3/25/2020,Santa Barbara,California,26,0,446499
3/26/2020,Santa Barbara,California,32,0,446499
3/27/2020,Santa Barbara,California,47,0,446499
3/28/2020,Santa Barbara,California,64,0,446499
3/29/2020,Santa Barbara,California,68,0,446499
1/31/2020,Santa Clara,California,1,0,1927852
2/1/2020,Santa Clara,California,1,0,1927852
2/2/2020,Santa Clara,California,2,0,1927852
2/3/2020,Santa Clara,California,2,0,1927852
2/4/2020,Santa Clara,California,2,0,1927852
2/5/2020,Santa Clara,California,2,0,1927852
2/6/2020,Santa Clara,California,2,0,1927852
2/7/2020,Santa Clara,California,2,0,1927852
2/8/2020,Santa Clara,California,2,0,1927852
2/9/2020,Santa Clara,California,2,0,1927852
2/10/2020,Santa Clara,California,2,0,1927852
2/11/2020,Santa Clara,California,2,0,1927852
2/12/2020,Santa Clara,California,2,0,1927852
2/13/2020,Santa Clara,California,2,0,1927852
2/14/2020,Santa Clara,California,2,0,1927852
2/15/2020,Santa Clara,California,2,0,1927852
2/16/2020,Santa Clara,California,2,0,1927852
2/17/2020,Santa Clara,California,2,0,1927852
2/18/2020,Santa Clara,California,2,0,1927852
2/19/2020,Santa Clara,California,2,0,1927852
2/20/2020,Santa Clara,California,2,0,1927852
2/21/2020,Santa Clara,California,2,0,1927852
2/22/2020,Santa Clara,California,2,0,1927852
2/23/2020,Santa Clara,California,2,0,1927852
2/24/2020,Santa Clara,California,2,0,1927852
2/25/2020,Santa Clara,California,2,0,1927852
2/26/2020,Santa Clara,California,2,0,1927852
2/27/2020,Santa Clara,California,2,0,1927852
2/28/2020,Santa Clara,California,3,0,1927852
2/29/2020,Santa Clara,California,4,0,1927852
3/1/2020,Santa Clara,California,7,0,1927852
3/2/2020,Santa Clara,California,9,0,1927852
3/3/2020,Santa Clara,California,11,0,1927852
3/4/2020,Santa Clara,California,14,0,1927852
