date,county,state,cases,deaths,Population
3/24/2020,Autauga,Alabama,1,0,55869
3/25/2020,Autauga,Alabama,4,0,55869
3/26/2020,Autauga,Alabama,6,0,55869
3/27/2020,Autauga,Alabama,6,0,55869
3/28/2020,Autauga,Alabama,6,0,55869
3/29/2020,Autauga,Alabama,6,0,55869
3/14/2020,Baldwin,Alabama,1,0,223234
3/15/2020,Baldwin,Alabama,1,0,223234
3/16/2020,Baldwin,Alabama,1,0,223234
3/17/2020,Baldwin,Alabama,1,0,223234
3/18/2020,Baldwin,Alabama,1,0,223234
3/19/2020,Baldwin,Alabama,1,0,223234
3/20/2020,Baldwin,Alabama,2,0,223234
3/21/2020,Baldwin,Alabama,2,0,223234
3/22/2020,Baldwin,Alabama,2,0,223234
3/23/2020,Baldwin,Alabama,3,0,223234
3/24/2020,Baldwin,Alabama,4,0,223234
3/25/2020,Baldwin,Alabama,4,0,223234
3/26/2020,Baldwin,Alabama,5,0,223234
3/27/2020,Baldwin,Alabama,5,0,223234
3/28/2020,Baldwin,Alabama,10,0,223234
3/29/2020,Baldwin,Alabama,15,0,223234
3/25/2020,Blount,Alabama,1,0,57826
3/26/2020,Blount,Alabama,3,0,57826
3/27/2020,Blount,Alabama,5,0,57826
3/28/2020,Blount,Alabama,5,0,57826
3/29/2020,Blount,Alabama,5,0,57826
3/26/2020,Bullock,Alabama,2,0,10101
3/27/2020,Bullock,Alabama,2,0,10101
3/28/2020,Bullock,Alabama,3,0,10101
3/29/2020,Bullock,Alabama,3,0,10101
3/25/2020,Butler,Alabama,1,0,19448
3/26/2020,Butler,Alabama,1,0,19448
3/27/2020,Butler,Alabama,1,0,19448
3/28/2020,Butler,Alabama,1,0,19448
3/29/2020,Butler,Alabama,1,0,19448
3/18/2020,Calhoun,Alabama,1,0,113605
3/19/2020,Calhoun,Alabama,1,0,113605
3/20/2020,Calhoun,Alabama,1,0,113605
3/21/2020,Calhoun,Alabama,1,0,113605
3/22/2020,Calhoun,Alabama,1,0,113605
3/23/2020,Calhoun,Alabama,2,0,113605
3/24/2020,Calhoun,Alabama,2,0,113605
3/25/2020,Calhoun,Alabama,2,0,113605
3/26/2020,Calhoun,Alabama,2,0,113605
3/27/2020,Calhoun,Alabama,3,0,113605
3/28/2020,Calhoun,Alabama,3,0,113605
3/29/2020,Calhoun,Alabama,3,0,113605
3/19/2020,Chambers,Alabama,1,0,33254
3/20/2020,Chambers,Alabama,1,0,33254
3/21/2020,Chambers,Alabama,1,0,33254
3/22/2020,Chambers,Alabama,2,0,33254
3/23/2020,Chambers,Alabama,2,0,33254
3/24/2020,Chambers,Alabama,5,0,33254
3/25/2020,Chambers,Alabama,10,0,33254
3/26/2020,Chambers,Alabama,13,0,33254
3/27/2020,Chambers,Alabama,15,0,33254
3/28/2020,Chambers,Alabama,17,0,33254
3/29/2020,Chambers,Alabama,27,1,33254
3/25/2020,Cherokee,Alabama,1,0,26196
3/26/2020,Cherokee,Alabama,1,0,26196
3/27/2020,Cherokee,Alabama,1,0,26196
3/28/2020,Cherokee,Alabama,1,0,26196
3/29/2020,Cherokee,Alabama,2,0,26196
3/25/2020,Chilton,Alabama,1,0,44428
3/26/2020,Chilton,Alabama,4,0,44428
3/27/2020,Chilton,Alabama,7,0,44428
3/28/2020,Chilton,Alabama,7,0,44428
3/29/2020,Chilton,Alabama,8,0,44428
3/26/2020,Choctaw,Alabama,1,0,12589
3/27/2020,Choctaw,Alabama,1,0,12589
3/28/2020,Choctaw,Alabama,1,0,12589
3/29/2020,Choctaw,Alabama,1,0,12589
3/25/2020,Clay,Alabama,1,0,13235
3/26/2020,Clay,Alabama,1,0,13235
3/27/2020,Clay,Alabama,1,0,13235
3/28/2020,Clay,Alabama,2,0,13235
3/29/2020,Clay,Alabama,2,0,13235
3/25/2020,Cleburne,Alabama,1,0,14910
3/26/2020,Cleburne,Alabama,1,0,14910
3/27/2020,Cleburne,Alabama,3,0,14910
3/28/2020,Cleburne,Alabama,4,0,14910
3/29/2020,Cleburne,Alabama,5,0,14910
3/25/2020,Colbert,Alabama,1,0,55241
3/26/2020,Colbert,Alabama,1,0,55241
3/27/2020,Colbert,Alabama,1,0,55241
3/28/2020,Colbert,Alabama,1,0,55241
3/29/2020,Colbert,Alabama,2,0,55241
3/26/2020,Coosa,Alabama,2,0,10663
3/27/2020,Coosa,Alabama,2,0,10663
3/28/2020,Coosa,Alabama,2,0,10663
3/29/2020,Coosa,Alabama,3,0,10663
3/27/2020,Covington,Alabama,2,0,37049
3/28/2020,Covington,Alabama,2,0,37049
3/29/2020,Covington,Alabama,2,0,37049
3/26/2020,Crenshaw,Alabama,1,0,13772
3/27/2020,Crenshaw,Alabama,1,0,13772
3/28/2020,Crenshaw,Alabama,1,0,13772
3/29/2020,Crenshaw,Alabama,1,0,13772
3/20/2020,Cullman,Alabama,1,0,83768
3/21/2020,Cullman,Alabama,2,0,83768
3/22/2020,Cullman,Alabama,2,0,83768
3/23/2020,Cullman,Alabama,2,0,83768
3/24/2020,Cullman,Alabama,3,0,83768
3/25/2020,Cullman,Alabama,4,0,83768
3/26/2020,Cullman,Alabama,6,0,83768
3/27/2020,Cullman,Alabama,7,0,83768
3/28/2020,Cullman,Alabama,7,0,83768
3/29/2020,Cullman,Alabama,7,0,83768
3/25/2020,Dallas,Alabama,2,0,37196
3/26/2020,Dallas,Alabama,2,0,37196
3/27/2020,Dallas,Alabama,2,0,37196
3/28/2020,Dallas,Alabama,2,0,37196
3/29/2020,Dallas,Alabama,2,0,37196
3/26/2020,DeKalb,Alabama,1,0,71513
3/27/2020,DeKalb,Alabama,4,0,71513
3/28/2020,DeKalb,Alabama,4,0,71513
3/29/2020,DeKalb,Alabama,4,0,71513
3/13/2020,Elmore,Alabama,1,0,81209
3/14/2020,Elmore,Alabama,1,0,81209
3/15/2020,Elmore,Alabama,1,0,81209
3/16/2020,Elmore,Alabama,1,0,81209
3/17/2020,Elmore,Alabama,2,0,81209
3/18/2020,Elmore,Alabama,4,0,81209
3/19/2020,Elmore,Alabama,5,0,81209
3/20/2020,Elmore,Alabama,6,0,81209
3/21/2020,Elmore,Alabama,6,0,81209
3/22/2020,Elmore,Alabama,6,0,81209
3/23/2020,Elmore,Alabama,6,0,81209
3/24/2020,Elmore,Alabama,8,0,81209
3/25/2020,Elmore,Alabama,9,0,81209
3/26/2020,Elmore,Alabama,10,0,81209
3/27/2020,Elmore,Alabama,12,0,81209
3/28/2020,Elmore,Alabama,13,0,81209
3/29/2020,Elmore,Alabama,13,0,81209
3/27/2020,Escambia,Alabama,1,0,36633
3/28/2020,Escambia,Alabama,1,0,36633
3/29/2020,Escambia,Alabama,1,0,36633
3/25/2020,Etowah,Alabama,3,0,102268
3/26/2020,Etowah,Alabama,4,0,102268
3/27/2020,Etowah,Alabama,5,0,102268
3/28/2020,Etowah,Alabama,6,0,102268
3/29/2020,Etowah,Alabama,6,0,102268
3/23/2020,Franklin,Alabama,1,0,31362
3/24/2020,Franklin,Alabama,1,0,31362
3/25/2020,Franklin,Alabama,2,0,31362
3/26/2020,Franklin,Alabama,3,0,31362
3/27/2020,Franklin,Alabama,3,0,31362
3/28/2020,Franklin,Alabama,3,0,31362
3/29/2020,Franklin,Alabama,3,0,31362
3/27/2020,Greene,Alabama,1,0,8111
3/28/2020,Greene,Alabama,3,0,8111
3/29/2020,Greene,Alabama,3,0,8111
3/23/2020,Houston,Alabama,1,0,105882
3/24/2020,Houston,Alabama,1,0,105882
3/25/2020,Houston,Alabama,2,0,105882
3/26/2020,Houston,Alabama,3,0,105882
3/27/2020,Houston,Alabama,4,0,105882
3/28/2020,Houston,Alabama,4,0,105882
3/29/2020,Houston,Alabama,8,0,105882
3/20/2020,Jackson,Alabama,1,0,51626
3/21/2020,Jackson,Alabama,1,0,51626
3/22/2020,Jackson,Alabama,1,0,51626
3/23/2020,Jackson,Alabama,1,0,51626
3/24/2020,Jackson,Alabama,2,0,51626
3/25/2020,Jackson,Alabama,2,1,51626
3/26/2020,Jackson,Alabama,4,1,51626
3/27/2020,Jackson,Alabama,5,1,51626
3/28/2020,Jackson,Alabama,5,1,51626
3/29/2020,Jackson,Alabama,5,1,51626
3/13/2020,Jefferson,Alabama,2,0,658573
3/14/2020,Jefferson,Alabama,6,0,658573
3/15/2020,Jefferson,Alabama,13,0,658573
3/16/2020,Jefferson,Alabama,17,0,658573
3/17/2020,Jefferson,Alabama,21,0,658573
3/18/2020,Jefferson,Alabama,25,0,658573
3/19/2020,Jefferson,Alabama,34,0,658573
3/20/2020,Jefferson,Alabama,50,0,658573
3/21/2020,Jefferson,Alabama,61,0,658573
3/22/2020,Jefferson,Alabama,71,0,658573
3/23/2020,Jefferson,Alabama,86,0,658573
3/24/2020,Jefferson,Alabama,91,0,658573
3/25/2020,Jefferson,Alabama,129,0,658573
3/26/2020,Jefferson,Alabama,173,0,658573
3/27/2020,Jefferson,Alabama,179,0,658573
3/28/2020,Jefferson,Alabama,214,0,658573
3/29/2020,Jefferson,Alabama,246,0,658573
3/20/2020,Lamar,Alabama,1,0,13805
3/21/2020,Lamar,Alabama,1,0,13805
3/22/2020,Lamar,Alabama,1,0,13805
3/23/2020,Lamar,Alabama,1,0,13805
3/24/2020,Lamar,Alabama,1,0,13805
3/25/2020,Lamar,Alabama,1,0,13805
3/26/2020,Lamar,Alabama,1,0,13805
3/27/2020,Lamar,Alabama,1,0,13805
3/28/2020,Lamar,Alabama,1,0,13805
3/29/2020,Lamar,Alabama,1,0,13805
3/20/2020,Lauderdale,Alabama,1,0,92729
3/21/2020,Lauderdale,Alabama,2,0,92729
3/22/2020,Lauderdale,Alabama,2,0,92729
3/23/2020,Lauderdale,Alabama,3,0,92729
3/24/2020,Lauderdale,Alabama,3,0,92729
3/25/2020,Lauderdale,Alabama,7,0,92729
3/26/2020,Lauderdale,Alabama,9,1,92729
3/27/2020,Lauderdale,Alabama,11,1,92729
3/28/2020,Lauderdale,Alabama,13,1,92729
3/29/2020,Lauderdale,Alabama,12,1,92729
3/25/2020,Lawrence,Alabama,1,0,32924
3/26/2020,Lawrence,Alabama,3,0,32924
3/27/2020,Lawrence,Alabama,3,0,32924
3/28/2020,Lawrence,Alabama,3,0,32924
3/29/2020,Lawrence,Alabama,3,0,32924
3/15/2020,Lee,Alabama,1,0,164542
3/16/2020,Lee,Alabama,1,0,164542
3/17/2020,Lee,Alabama,3,0,164542
3/18/2020,Lee,Alabama,7,0,164542
3/19/2020,Lee,Alabama,10,0,164542
3/20/2020,Lee,Alabama,11,0,164542
3/21/2020,Lee,Alabama,12,0,164542
3/22/2020,Lee,Alabama,16,0,164542
3/23/2020,Lee,Alabama,19,0,164542
3/24/2020,Lee,Alabama,26,0,164542
3/25/2020,Lee,Alabama,40,0,164542
3/26/2020,Lee,Alabama,47,0,164542
3/27/2020,Lee,Alabama,53,0,164542
3/28/2020,Lee,Alabama,56,0,164542
3/29/2020,Lee,Alabama,57,0,164542
3/13/2020,Limestone,Alabama,1,0,98915
3/14/2020,Limestone,Alabama,1,0,98915
3/15/2020,Limestone,Alabama,1,0,98915
3/16/2020,Limestone,Alabama,1,0,98915
3/17/2020,Limestone,Alabama,1,0,98915
3/18/2020,Limestone,Alabama,1,0,98915
3/19/2020,Limestone,Alabama,1,0,98915
3/20/2020,Limestone,Alabama,1,0,98915
3/21/2020,Limestone,Alabama,1,0,98915
3/22/2020,Limestone,Alabama,1,0,98915
3/23/2020,Limestone,Alabama,1,0,98915
3/24/2020,Limestone,Alabama,4,0,98915
3/25/2020,Limestone,Alabama,6,0,98915
3/26/2020,Limestone,Alabama,13,0,98915
3/27/2020,Limestone,Alabama,16,0,98915
3/28/2020,Limestone,Alabama,16,0,98915
3/29/2020,Limestone,Alabama,16,0,98915
3/26/2020,Lowndes,Alabama,1,0,9726
3/27/2020,Lowndes,Alabama,1,0,9726
3/28/2020,Lowndes,Alabama,1,0,9726
3/29/2020,Lowndes,Alabama,1,0,9726
3/29/2020,Macon,Alabama,1,0,18068
3/17/2020,Madison,Alabama,1,0,372909
3/18/2020,Madison,Alabama,1,0,372909
3/19/2020,Madison,Alabama,5,0,372909
3/20/2020,Madison,Alabama,7,0,372909
3/21/2020,Madison,Alabama,9,0,372909
3/22/2020,Madison,Alabama,16,0,372909
3/23/2020,Madison,Alabama,21,0,372909
3/24/2020,Madison,Alabama,21,0,372909
3/25/2020,Madison,Alabama,35,0,372909
3/26/2020,Madison,Alabama,43,1,372909
3/27/2020,Madison,Alabama,61,1,372909
3/28/2020,Madison,Alabama,62,1,372909
3/29/2020,Madison,Alabama,80,1,372909
3/26/2020,Marengo,Alabama,1,0,18863
3/27/2020,Marengo,Alabama,2,0,18863
3/28/2020,Marengo,Alabama,3,0,18863
3/29/2020,Marengo,Alabama,5,0,18863
3/21/2020,Marion,Alabama,1,0,29709
3/22/2020,Marion,Alabama,1,0,29709
3/23/2020,Marion,Alabama,1,0,29709
3/24/2020,Marion,Alabama,1,0,29709
3/25/2020,Marion,Alabama,3,0,29709
3/26/2020,Marion,Alabama,7,0,29709
3/27/2020,Marion,Alabama,7,0,29709
3/28/2020,Marion,Alabama,9,0,29709
3/29/2020,Marion,Alabama,10,0,29709
3/25/2020,Marshall,Alabama,1,0,96774
3/26/2020,Marshall,Alabama,3,0,96774
3/27/2020,Marshall,Alabama,4,0,96774
3/28/2020,Marshall,Alabama,4,0,96774
3/29/2020,Marshall,Alabama,5,0,96774
3/19/2020,Mobile,Alabama,1,0,413210
3/20/2020,Mobile,Alabama,2,0,413210
3/21/2020,Mobile,Alabama,2,0,413210
3/22/2020,Mobile,Alabama,2,0,413210
3/23/2020,Mobile,Alabama,2,0,413210
3/24/2020,Mobile,Alabama,6,0,413210
3/25/2020,Mobile,Alabama,10,0,413210
3/26/2020,Mobile,Alabama,21,0,413210
3/27/2020,Mobile,Alabama,23,1,413210
3/28/2020,Mobile,Alabama,34,1,413210
3/29/2020,Mobile,Alabama,41,1,413210
3/28/2020,Monroe,Alabama,1,0,20733
3/29/2020,Monroe,Alabama,1,0,20733
3/13/2020,Montgomery,Alabama,1,0,226486
3/14/2020,Montgomery,Alabama,1,0,226486
3/15/2020,Montgomery,Alabama,1,0,226486
3/16/2020,Montgomery,Alabama,2,0,226486
3/17/2020,Montgomery,Alabama,2,0,226486
3/18/2020,Montgomery,Alabama,2,0,226486
3/19/2020,Montgomery,Alabama,3,0,226486
3/20/2020,Montgomery,Alabama,3,0,226486
3/21/2020,Montgomery,Alabama,3,0,226486
3/22/2020,Montgomery,Alabama,3,0,226486
3/23/2020,Montgomery,Alabama,4,0,226486
3/24/2020,Montgomery,Alabama,9,0,226486
3/25/2020,Montgomery,Alabama,13,0,226486
3/26/2020,Montgomery,Alabama,17,0,226486
3/27/2020,Montgomery,Alabama,18,0,226486
3/28/2020,Montgomery,Alabama,18,0,226486
3/29/2020,Montgomery,Alabama,22,0,226486
3/24/2020,Morgan,Alabama,2,0,119679
3/25/2020,Morgan,Alabama,5,0,119679
3/26/2020,Morgan,Alabama,9,0,119679
3/27/2020,Morgan,Alabama,13,0,119679
3/28/2020,Morgan,Alabama,15,0,119679
3/29/2020,Morgan,Alabama,17,0,119679
3/25/2020,Pickens,Alabama,1,0,19930
3/26/2020,Pickens,Alabama,1,0,19930
3/27/2020,Pickens,Alabama,1,0,19930
3/28/2020,Pickens,Alabama,1,0,19930
3/29/2020,Pickens,Alabama,2,0,19930
3/25/2020,Pike,Alabama,1,0,33114
3/26/2020,Pike,Alabama,2,0,33114
3/27/2020,Pike,Alabama,4,0,33114
3/28/2020,Pike,Alabama,4,0,33114
3/29/2020,Pike,Alabama,4,0,33114
3/27/2020,Randolph,Alabama,1,0,22722
3/28/2020,Randolph,Alabama,2,0,22722
3/29/2020,Randolph,Alabama,2,0,22722
3/25/2020,Russell,Alabama,1,0,57961
3/26/2020,Russell,Alabama,1,0,57961
3/27/2020,Russell,Alabama,1,0,57961
3/28/2020,Russell,Alabama,1,0,57961
3/29/2020,Russell,Alabama,1,0,57961
3/17/2020,St. Clair,Alabama,1,0,89512
3/18/2020,St. Clair,Alabama,1,0,89512
3/19/2020,St. Clair,Alabama,1,0,89512
3/20/2020,St. Clair,Alabama,1,0,89512
3/21/2020,St. Clair,Alabama,1,0,89512
3/22/2020,St. Clair,Alabama,3,0,89512
3/23/2020,St. Clair,Alabama,3,0,89512
3/24/2020,St. Clair,Alabama,4,0,89512
3/25/2020,St. Clair,Alabama,6,0,89512
3/26/2020,St. Clair,Alabama,6,0,89512
3/27/2020,St. Clair,Alabama,9,0,89512
3/28/2020,St. Clair,Alabama,10,0,89512
3/29/2020,St. Clair,Alabama,13,0,89512
3/15/2020,Shelby,Alabama,2,0,217702
3/16/2020,Shelby,Alabama,3,0,217702
3/17/2020,Shelby,Alabama,4,0,217702
3/18/2020,Shelby,Alabama,4,0,217702
3/19/2020,Shelby,Alabama,9,0,217702
3/20/2020,Shelby,Alabama,10,0,217702
3/21/2020,Shelby,Alabama,16,0,217702
3/22/2020,Shelby,Alabama,17,0,217702
3/23/2020,Shelby,Alabama,22,0,217702
3/24/2020,Shelby,Alabama,27,0,217702
3/25/2020,Shelby,Alabama,42,0,217702
3/26/2020,Shelby,Alabama,53,0,217702
3/27/2020,Shelby,Alabama,70,0,217702
3/28/2020,Shelby,Alabama,72,0,217702
3/29/2020,Shelby,Alabama,79,0,217702
3/18/2020,Talladega,Alabama,1,0,79978
3/19/2020,Talladega,Alabama,1,0,79978
3/20/2020,Talladega,Alabama,1,0,79978
3/21/2020,Talladega,Alabama,1,0,79978
3/22/2020,Talladega,Alabama,1,0,79978
3/23/2020,Talladega,Alabama,1,0,79978
3/24/2020,Talladega,Alabama,2,0,79978
3/25/2020,Talladega,Alabama,3,0,79978
3/26/2020,Talladega,Alabama,4,0,79978
3/27/2020,Talladega,Alabama,4,0,79978
3/28/2020,Talladega,Alabama,4,0,79978
3/29/2020,Talladega,Alabama,4,0,79978
3/23/2020,Tallapoosa,Alabama,1,0,40367
3/24/2020,Tallapoosa,Alabama,2,0,40367
3/25/2020,Tallapoosa,Alabama,4,0,40367
3/26/2020,Tallapoosa,Alabama,4,0,40367
3/27/2020,Tallapoosa,Alabama,5,0,40367
3/28/2020,Tallapoosa,Alabama,5,0,40367
3/29/2020,Tallapoosa,Alabama,8,0,40367
3/13/2020,Tuscaloosa,Alabama,1,0,209355
3/14/2020,Tuscaloosa,Alabama,2,0,209355
3/15/2020,Tuscaloosa,Alabama,3,0,209355
3/16/2020,Tuscaloosa,Alabama,3,0,209355
3/17/2020,Tuscaloosa,Alabama,3,0,209355
3/18/2020,Tuscaloosa,Alabama,3,0,209355
3/19/2020,Tuscaloosa,Alabama,4,0,209355
3/20/2020,Tuscaloosa,Alabama,4,0,209355
3/21/2020,Tuscaloosa,Alabama,6,0,209355
3/22/2020,Tuscaloosa,Alabama,7,0,209355
3/23/2020,Tuscaloosa,Alabama,9,0,209355
3/24/2020,Tuscaloosa,Alabama,10,0,209355
3/25/2020,Tuscaloosa,Alabama,15,0,209355
3/26/2020,Tuscaloosa,Alabama,20,0,209355
3/27/2020,Tuscaloosa,Alabama,22,0,209355
3/28/2020,Tuscaloosa,Alabama,23,0,209355
3/29/2020,Tuscaloosa,Alabama,23,0,209355
3/19/2020,Walker,Alabama,1,0,63521
3/20/2020,Walker,Alabama,1,0,63521
3/21/2020,Walker,Alabama,1,0,63521
3/22/2020,Walker,Alabama,1,0,63521
3/23/2020,Walker,Alabama,3,0,63521
3/24/2020,Walker,Alabama,5,0,63521
3/25/2020,Walker,Alabama,9,0,63521
3/26/2020,Walker,Alabama,18,0,63521
3/27/2020,Walker,Alabama,24,0,63521
3/28/2020,Walker,Alabama,28,0,63521
3/29/2020,Walker,Alabama,30,0,63521
3/20/2020,Washington,Alabama,1,0,16326
3/21/2020,Washington,Alabama,1,0,16326
3/22/2020,Washington,Alabama,1,0,16326
3/23/2020,Washington,Alabama,1,0,16326
3/24/2020,Washington,Alabama,1,0,16326
3/25/2020,Washington,Alabama,1,0,16326
3/26/2020,Washington,Alabama,2,0,16326
3/27/2020,Washington,Alabama,2,0,16326
3/28/2020,Washington,Alabama,2,0,16326
3/29/2020,Washington,Alabama,4,0,16326
3/25/2020,Wilcox,Alabama,1,0,10373
3/26/2020,Wilcox,Alabama,2,0,10373
3/27/2020,Wilcox,Alabama,2,0,10373
3/28/2020,Wilcox,Alabama,2,0,10373
3/29/2020,Wilcox,Alabama,2,0,10373
3/27/2020,Winston,Alabama,2,0,23629
3/28/2020,Winston,Alabama,2,0,23629
3/29/2020,Winston,Alabama,2,0,23629
3/12/2020,Anchorage,Alaska,1,0,288000
3/13/2020,Anchorage,Alaska,1,0,288000
3/14/2020,Anchorage,Alaska,1,0,288000
3/15/2020,Anchorage,Alaska,1,0,288000
3/16/2020,Anchorage,Alaska,1,0,288000
3/17/2020,Anchorage,Alaska,2,0,288000
3/18/2020,Anchorage,Alaska,4,0,288000
3/19/2020,Anchorage,Alaska,4,0,288000
3/20/2020,Anchorage,Alaska,4,0,288000
3/21/2020,Anchorage,Alaska,5,0,288000
3/22/2020,Anchorage,Alaska,6,0,288000
3/23/2020,Anchorage,Alaska,17,0,288000
3/24/2020,Anchorage,Alaska,17,0,288000
3/25/2020,Anchorage,Alaska,28,0,288000
3/26/2020,Anchorage,Alaska,33,0,288000
3/27/2020,Anchorage,Alaska,43,1,288000
3/28/2020,Anchorage,Alaska,54,1,288000
3/29/2020,Anchorage,Alaska,59,2,288000
3/16/2020,Fairbanks North Star Borough,Alaska,2,0,96849
3/17/2020,Fairbanks North Star Borough,Alaska,3,0,96849
3/18/2020,Fairbanks North Star Borough,Alaska,3,0,96849
3/19/2020,Fairbanks North Star Borough,Alaska,5,0,96849
3/20/2020,Fairbanks North Star Borough,Alaska,6,0,96849
3/21/2020,Fairbanks North Star Borough,Alaska,7,0,96849
3/22/2020,Fairbanks North Star Borough,Alaska,7,0,96849
3/23/2020,Fairbanks North Star Borough,Alaska,7,0,96849
3/24/2020,Fairbanks North Star Borough,Alaska,9,0,96849
3/25/2020,Fairbanks North Star Borough,Alaska,11,0,96849
3/26/2020,Fairbanks North Star Borough,Alaska,15,0,96849
3/27/2020,Fairbanks North Star Borough,Alaska,19,0,96849
3/28/2020,Fairbanks North Star Borough,Alaska,23,0,96849
3/29/2020,Fairbanks North Star Borough,Alaska,28,0,96849
3/23/2020,Juneau City and Borough,Alaska,1,0,31974
3/24/2020,Juneau City and Borough,Alaska,2,0,31974
3/25/2020,Juneau City and Borough,Alaska,2,0,31974
3/26/2020,Juneau City and Borough,Alaska,3,0,31974
3/27/2020,Juneau City and Borough,Alaska,4,0,31974
3/28/2020,Juneau City and Borough,Alaska,4,0,31974
3/29/2020,Juneau City and Borough,Alaska,5,0,31974
3/18/2020,Kenai Peninsula Borough,Alaska,1,0,58708
3/19/2020,Kenai Peninsula Borough,Alaska,1,0,58708
3/20/2020,Kenai Peninsula Borough,Alaska,1,0,58708
3/21/2020,Kenai Peninsula Borough,Alaska,3,0,58708
3/22/2020,Kenai Peninsula Borough,Alaska,3,0,58708
3/23/2020,Kenai Peninsula Borough,Alaska,3,0,58708
3/24/2020,Kenai Peninsula Borough,Alaska,4,0,58708
3/25/2020,Kenai Peninsula Borough,Alaska,5,0,58708
3/26/2020,Kenai Peninsula Borough,Alaska,5,0,58708
3/27/2020,Kenai Peninsula Borough,Alaska,5,0,58708
3/28/2020,Kenai Peninsula Borough,Alaska,7,0,58708
3/29/2020,Kenai Peninsula Borough,Alaska,7,0,58708
3/17/2020,Ketchikan Gateway Borough,Alaska,1,0,13901
3/18/2020,Ketchikan Gateway Borough,Alaska,1,0,13901
3/19/2020,Ketchikan Gateway Borough,Alaska,2,0,13901
3/20/2020,Ketchikan Gateway Borough,Alaska,3,0,13901
3/21/2020,Ketchikan Gateway Borough,Alaska,6,0,13901
3/22/2020,Ketchikan Gateway Borough,Alaska,6,0,13901
3/23/2020,Ketchikan Gateway Borough,Alaska,6,0,13901
3/24/2020,Ketchikan Gateway Borough,Alaska,8,0,13901
3/25/2020,Ketchikan Gateway Borough,Alaska,11,0,13901
3/26/2020,Ketchikan Gateway Borough,Alaska,11,0,13901
3/27/2020,Ketchikan Gateway Borough,Alaska,12,0,13901
3/28/2020,Ketchikan Gateway Borough,Alaska,12,0,13901
3/29/2020,Ketchikan Gateway Borough,Alaska,13,0,13901
3/23/2020,Matanuska-Susitna Borough,Alaska,2,0,108317
3/24/2020,Matanuska-Susitna Borough,Alaska,2,0,108317
3/25/2020,Matanuska-Susitna Borough,Alaska,2,0,108317
3/26/2020,Matanuska-Susitna Borough,Alaska,2,0,108317
3/27/2020,Matanuska-Susitna Borough,Alaska,2,0,108317
3/28/2020,Matanuska-Susitna Borough,Alaska,2,0,108317
3/29/2020,Matanuska-Susitna Borough,Alaska,2,0,108317
3/21/2020,Apache,Arizona,3,0,71887
3/22/2020,Apache,Arizona,3,0,71887
3/23/2020,Apache,Arizona,4,0,71887
3/24/2020,Apache,Arizona,4,0,71887
3/25/2020,Apache,Arizona,7,0,71887
3/26/2020,Apache,Arizona,9,0,71887
3/27/2020,Apache,Arizona,11,0,71887
3/28/2020,Apache,Arizona,13,0,71887
3/29/2020,Apache,Arizona,13,0,71887
3/21/2020,Cochise,Arizona,1,0,125922
3/22/2020,Cochise,Arizona,1,0,125922
3/23/2020,Cochise,Arizona,1,0,125922
3/24/2020,Cochise,Arizona,1,0,125922
3/25/2020,Cochise,Arizona,1,0,125922
3/26/2020,Cochise,Arizona,2,0,125922
3/27/2020,Cochise,Arizona,2,0,125922
3/28/2020,Cochise,Arizona,3,0,125922
3/29/2020,Cochise,Arizona,3,0,125922
3/18/2020,Coconino,Arizona,1,0,143476
3/19/2020,Coconino,Arizona,2,0,143476
3/20/2020,Coconino,Arizona,11,0,143476
3/21/2020,Coconino,Arizona,11,0,143476
3/22/2020,Coconino,Arizona,15,0,143476
3/23/2020,Coconino,Arizona,17,0,143476
3/24/2020,Coconino,Arizona,18,1,143476
3/25/2020,Coconino,Arizona,23,1,143476
3/26/2020,Coconino,Arizona,28,2,143476
3/27/2020,Coconino,Arizona,41,2,143476
3/28/2020,Coconino,Arizona,56,2,143476
3/29/2020,Coconino,Arizona,68,2,143476
3/28/2020,Gila,Arizona,1,0,54018
3/29/2020,Gila,Arizona,1,0,54018
3/14/2020,Graham,Arizona,1,0,38837
3/15/2020,Graham,Arizona,1,0,38837
3/16/2020,Graham,Arizona,1,0,38837
3/17/2020,Graham,Arizona,1,0,38837
3/18/2020,Graham,Arizona,1,0,38837
3/19/2020,Graham,Arizona,1,0,38837
3/20/2020,Graham,Arizona,1,0,38837
3/21/2020,Graham,Arizona,1,0,38837
3/22/2020,Graham,Arizona,2,0,38837
3/23/2020,Graham,Arizona,2,0,38837
3/24/2020,Graham,Arizona,2,0,38837
3/25/2020,Graham,Arizona,2,0,38837
3/26/2020,Graham,Arizona,2,0,38837
3/27/2020,Graham,Arizona,4,0,38837
3/28/2020,Graham,Arizona,2,0,38837
3/29/2020,Graham,Arizona,2,0,38837
3/26/2020,La Paz,Arizona,2,0,21108
3/27/2020,La Paz,Arizona,2,0,21108
3/28/2020,La Paz,Arizona,2,0,21108
3/29/2020,La Paz,Arizona,2,0,21108
1/26/2020,Maricopa,Arizona,1,0,4485414
1/27/2020,Maricopa,Arizona,1,0,4485414
1/28/2020,Maricopa,Arizona,1,0,4485414
1/29/2020,Maricopa,Arizona,1,0,4485414
1/30/2020,Maricopa,Arizona,1,0,4485414
1/31/2020,Maricopa,Arizona,1,0,4485414
2/1/2020,Maricopa,Arizona,1,0,4485414
2/2/2020,Maricopa,Arizona,1,0,4485414
2/3/2020,Maricopa,Arizona,1,0,4485414
