"Date","Day","Country","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
2020-02-24,0,"afghanistan",1,0,37172386,0.00000003,0,0.001
2020-02-25,1,"afghanistan",1,0,37172386,0.00000003,0,0.001
2020-02-26,2,"afghanistan",1,0,37172386,0.00000003,0,0.483
2020-02-27,3,"afghanistan",1,0,37172386,0.00000003,0,0.261
2020-02-28,4,"afghanistan",1,0,37172386,0.00000003,0,0.187
2020-02-29,5,"afghanistan",1,0,37172386,0.00000003,0,0.149
2020-03-01,6,"afghanistan",1,0,37172386,0.00000003,0,0.127
2020-03-02,7,"afghanistan",1,0,37172386,0.00000003,0,0.113
2020-03-03,8,"afghanistan",1,0,37172386,0.00000003,0,0.101
2020-03-04,9,"afghanistan",1,0,37172386,0.00000003,0,0.095
2020-03-05,10,"afghanistan",1,0,37172386,0.00000003,0,0.089
2020-03-06,11,"afghanistan",1,0,37172386,0.00000003,0,0.083
2020-03-07,12,"afghanistan",1,0,37172386,0.00000003,0,0.079
2020-03-08,13,"afghanistan",4,0,37172386,0.00000011,0,0.335
2020-03-09,14,"afghanistan",4,0,37172386,0.00000011,0,0.303
2020-03-10,15,"afghanistan",5,0,37172386,0.00000013,0,0.313
2020-03-11,16,"afghanistan",7,0,37172386,0.00000019,0,0.365
2020-03-12,17,"afghanistan",7,0,37172386,0.00000019,0,0.337
2020-03-13,18,"afghanistan",7,0,37172386,0.00000019,0,0.313
2020-03-14,19,"afghanistan",11,0,37172386,0.0000003,0,0.371
2020-03-15,20,"afghanistan",16,0,37172386,0.00000043,0,0.409
2020-03-16,21,"afghanistan",21,0,37172386,0.00000056,0,0.427
2020-03-17,22,"afghanistan",22,0,37172386,0.00000059,0,0.409
2020-03-18,23,"afghanistan",22,0,37172386,0.00000059,0,0.385
2020-03-19,24,"afghanistan",22,0,37172386,0.00000059,0,0.363
2020-03-20,25,"afghanistan",24,0,37172386,0.00000065,0,0.357
2020-03-21,26,"afghanistan",24,0,37172386,0.00000065,0,0.339
2020-03-22,27,"afghanistan",40,1,37172386,0.00000108,0.00000003,0.385
2020-03-23,28,"afghanistan",40,1,37172386,0.00000108,0.00000003,0.367
2020-03-24,29,"afghanistan",74,1,37172386,0.00000199,0.00000003,0.425
2020-03-25,30,"afghanistan",84,2,37172386,0.00000226,0.00000005,0.419
2020-03-26,31,"afghanistan",94,4,37172386,0.00000253,0.00000011,0.415
2020-03-27,32,"afghanistan",110,4,37172386,0.00000296,0.00000011,0.415
2020-03-28,33,"afghanistan",110,4,37172386,0.00000296,0.00000011,0.397
2020-03-29,34,"afghanistan",120,4,37172386,0.00000323,0.00000011,0.391
2020-03-09,0,"albania",2,0,2866376,0.0000007,0,0.001
2020-03-10,1,"albania",10,0,2866376,0.00000349,0,0.001
2020-03-11,2,"albania",12,1,2866376,0.00000419,0.00000035,20
2020-03-12,3,"albania",23,1,2866376,0.00000802,0.00000035,20
2020-03-13,4,"albania",33,1,2866376,0.00001151,0.00000035,11.5
2020-03-14,5,"albania",38,1,2866376,0.00001326,0.00000035,7
2020-03-15,6,"albania",42,1,2866376,0.00001465,0.00000035,4.75
2020-03-16,7,"albania",51,1,2866376,0.00001779,0.00000035,3.75
2020-03-17,8,"albania",55,1,2866376,0.00001919,0.00000035,2.9
2020-03-18,9,"albania",59,2,2866376,0.00002058,0.0000007,2.35
2020-03-19,10,"albania",64,2,2866376,0.00002233,0.0000007,1.95
2020-03-20,11,"albania",70,2,2866376,0.00002442,0.0000007,1.7
2020-03-21,12,"albania",76,2,2866376,0.00002651,0.0000007,1.475
2020-03-22,13,"albania",89,2,2866376,0.00003105,0.0000007,1.375
2020-03-23,14,"albania",104,4,2866376,0.00003628,0.0000014,1.275
2020-03-24,15,"albania",123,5,2866376,0.00004291,0.00000174,1.2
2020-03-25,16,"albania",146,5,2866376,0.00005094,0.00000174,1.125
2020-03-26,17,"albania",174,6,2866376,0.0000607,0.00000209,1.075
2020-03-27,18,"albania",186,8,2866376,0.00006489,0.00000279,1
2020-03-28,19,"albania",197,10,2866376,0.00006873,0.00000349,0.933
2020-03-29,20,"albania",212,10,2866376,0.00007396,0.00000349,0.875
2020-02-25,0,"algeria",1,0,42228429,0.00000002,0,0.001
2020-02-26,1,"algeria",1,0,42228429,0.00000002,0,0.001
2020-02-27,2,"algeria",1,0,42228429,0.00000002,0,0.483
2020-02-28,3,"algeria",1,0,42228429,0.00000002,0,0.261
2020-02-29,4,"algeria",1,0,42228429,0.00000002,0,0.187
2020-03-01,5,"algeria",1,0,42228429,0.00000002,0,0.149
2020-03-02,6,"algeria",3,0,42228429,0.00000007,0,1.125
2020-03-03,7,"algeria",5,0,42228429,0.00000012,0,1.375
2020-03-04,8,"algeria",12,0,42228429,0.00000028,0,1.95
2020-03-05,9,"algeria",12,0,42228429,0.00000028,0,1.525
2020-03-06,10,"algeria",17,0,42228429,0.0000004,0,1.525
2020-03-07,11,"algeria",17,0,42228429,0.0000004,0,1.275
2020-03-08,12,"algeria",19,0,42228429,0.00000045,0,1.15
2020-03-09,13,"algeria",20,0,42228429,0.00000047,0,1.025
2020-03-10,14,"algeria",20,0,42228429,0.00000047,0,0.897
2020-03-11,15,"algeria",20,0,42228429,0.00000047,0,0.797
2020-03-12,16,"algeria",24,1,42228429,0.00000057,0.00000002,0.779
2020-03-13,17,"algeria",26,2,42228429,0.00000062,0.00000005,0.731
2020-03-14,18,"algeria",37,3,42228429,0.00000088,0.00000007,0.765
2020-03-15,19,"algeria",48,4,42228429,0.00000114,0.00000009,0.771
2020-03-16,20,"algeria",54,4,42228429,0.00000128,0.00000009,0.737
2020-03-17,21,"algeria",60,4,42228429,0.00000142,0.00000009,0.707
2020-03-18,22,"algeria",74,7,42228429,0.00000175,0.00000017,0.701
2020-03-19,23,"algeria",87,9,42228429,0.00000206,0.00000021,0.689
2020-03-20,24,"algeria",90,11,42228429,0.00000213,0.00000026,0.649
2020-03-21,25,"algeria",139,15,42228429,0.00000329,0.00000036,0.693
2020-03-22,26,"algeria",201,17,42228429,0.00000476,0.0000004,0.721
2020-03-23,27,"algeria",230,17,42228429,0.00000545,0.0000004,0.703
2020-03-24,28,"algeria",264,19,42228429,0.00000625,0.00000045,0.687
2020-03-25,29,"algeria",302,21,42228429,0.00000715,0.0000005,0.671
2020-03-26,30,"algeria",367,25,42228429,0.00000869,0.00000059,0.667
2020-03-27,31,"algeria",409,26,42228429,0.00000969,0.00000062,0.651
2020-03-28,32,"algeria",454,29,42228429,0.00001075,0.00000069,0.633
2020-03-29,33,"algeria",511,31,42228429,0.0000121,0.00000073,0.621
2020-03-02,0,"andorra",1,0,77006,0.00001299,0,0.001
2020-03-03,1,"andorra",1,0,77006,0.00001299,0,0.001
2020-03-04,2,"andorra",1,0,77006,0.00001299,0,0.483
2020-03-05,3,"andorra",1,0,77006,0.00001299,0,0.261
2020-03-06,4,"andorra",1,0,77006,0.00001299,0,0.187
2020-03-07,5,"andorra",1,0,77006,0.00001299,0,0.149
2020-03-08,6,"andorra",1,0,77006,0.00001299,0,0.127
2020-03-09,7,"andorra",1,0,77006,0.00001299,0,0.113
2020-03-10,8,"andorra",1,0,77006,0.00001299,0,0.101
2020-03-11,9,"andorra",1,0,77006,0.00001299,0,0.095
2020-03-12,10,"andorra",1,0,77006,0.00001299,0,0.089
2020-03-13,11,"andorra",1,0,77006,0.00001299,0,0.083
2020-03-14,12,"andorra",1,0,77006,0.00001299,0,0.079
2020-03-15,13,"andorra",1,0,77006,0.00001299,0,0.077
2020-03-16,14,"andorra",2,0,77006,0.00002597,0,0.181
2020-03-17,15,"andorra",39,0,77006,0.00050645,0,0.997
2020-03-18,16,"andorra",39,0,77006,0.00050645,0,0.889
2020-03-19,17,"andorra",53,0,77006,0.00068826,0,0.905
2020-03-20,18,"andorra",75,0,77006,0.00097395,0,0.933
2020-03-21,19,"andorra",88,0,77006,0.00114277,0,0.899
2020-03-22,20,"andorra",113,1,77006,0.00146742,0.00001299,0.895
2020-03-23,21,"andorra",133,1,77006,0.00172714,0.00001299,0.867
2020-03-24,22,"andorra",164,1,77006,0.0021297,0.00001299,0.855
2020-03-25,23,"andorra",188,1,77006,0.00244137,0.00001299,0.825
2020-03-26,24,"andorra",224,3,77006,0.00290886,0.00003896,0.809
2020-03-27,25,"andorra",267,3,77006,0.00346726,0.00003896,0.793
2020-03-28,26,"andorra",308,3,77006,0.00399969,0.00003896,0.773
2020-03-29,27,"andorra",334,6,77006,0.00433732,0.00007792,0.741
2020-03-20,0,"angola",1,0,30809762,0.00000003,0,0.001
2020-03-21,1,"angola",2,0,30809762,0.00000006,0,0.001
2020-03-22,2,"angola",2,0,30809762,0.00000006,0,5.5
2020-03-23,3,"angola",3,0,30809762,0.0000001,0,4.75
2020-03-24,4,"angola",3,0,30809762,0.0000001,0,2.45
2020-03-25,5,"angola",3,0,30809762,0.0000001,0,1.525
2020-03-26,6,"angola",4,0,30809762,0.00000013,0,1.4
2020-03-27,7,"angola",4,0,30809762,0.00000013,0,1.05
2020-03-28,8,"angola",5,0,30809762,0.00000016,0,0.975
2020-03-29,9,"angola",7,2,30809762,0.00000023,0.00000006,1.025
2020-03-13,0,"antigua and barbuda",1,0,96286,0.00001039,0,0.001
2020-03-14,1,"antigua and barbuda",1,0,96286,0.00001039,0,0.001
2020-03-15,2,"antigua and barbuda",1,0,96286,0.00001039,0,0.483
2020-03-16,3,"antigua and barbuda",1,0,96286,0.00001039,0,0.261
2020-03-17,4,"antigua and barbuda",1,0,96286,0.00001039,0,0.187
2020-03-18,5,"antigua and barbuda",1,0,96286,0.00001039,0,0.149
2020-03-19,6,"antigua and barbuda",1,0,96286,0.00001039,0,0.127
2020-03-20,7,"antigua and barbuda",1,0,96286,0.00001039,0,0.113
2020-03-21,8,"antigua and barbuda",1,0,96286,0.00001039,0,0.101
2020-03-22,9,"antigua and barbuda",1,0,96286,0.00001039,0,0.095
2020-03-23,10,"antigua and barbuda",3,0,96286,0.00003116,0,0.409
2020-03-24,11,"antigua and barbuda",3,0,96286,0.00003116,0,0.357
2020-03-25,12,"antigua and barbuda",3,0,96286,0.00003116,0,0.317
2020-03-26,13,"antigua and barbuda",7,0,96286,0.0000727,0,0.527
2020-03-27,14,"antigua and barbuda",7,0,96286,0.0000727,0,0.471
2020-03-28,15,"antigua and barbuda",7,0,96286,0.0000727,0,0.425
2020-03-29,16,"antigua and barbuda",7,0,96286,0.0000727,0,0.389
2020-03-03,0,"argentina",1,0,44494502,0.00000002,0,0.001
2020-03-04,1,"argentina",1,0,44494502,0.00000002,0,0.001
2020-03-05,2,"argentina",1,0,44494502,0.00000002,0,0.483
2020-03-06,3,"argentina",2,0,44494502,0.00000004,0,2.2
2020-03-07,4,"argentina",8,0,44494502,0.00000018,0,7
2020-03-08,5,"argentina",12,1,44494502,0.00000027,0.00000002,5.5
2020-03-09,6,"argentina",12,1,44494502,0.00000027,0.00000002,3.55
2020-03-10,7,"argentina",17,1,44494502,0.00000038,0.00000002,3.15
2020-03-11,8,"argentina",19,1,44494502,0.00000043,0.00000002,2.55
2020-03-12,9,"argentina",19,1,44494502,0.00000043,0.00000002,1.975
2020-03-13,10,"argentina",31,2,44494502,0.0000007,0.00000004,2.05
2020-03-14,11,"argentina",34,2,44494502,0.00000076,0.00000004,1.775
2020-03-15,12,"argentina",45,2,44494502,0.00000101,0.00000004,1.7
2020-03-16,13,"argentina",56,2,44494502,0.00000126,0.00000004,1.575
2020-03-17,14,"argentina",68,2,44494502,0.00000153,0.00000004,1.475
2020-03-18,15,"argentina",79,2,44494502,0.00000178,0.00000004,1.375
2020-03-19,16,"argentina",97,3,44494502,0.00000218,0.00000007,1.325
2020-03-20,17,"argentina",128,3,44494502,0.00000288,0.00000007,1.3
2020-03-21,18,"argentina",158,4,44494502,0.00000355,0.00000009,1.25
2020-03-22,19,"argentina",266,4,44494502,0.00000598,0.00000009,1.325
2020-03-23,20,"argentina",301,4,44494502,0.00000676,0.00000009,1.25
2020-03-24,21,"argentina",387,6,44494502,0.0000087,0.00000013,1.225
2020-03-25,22,"argentina",387,8,44494502,0.0000087,0.00000018,1.125
2020-03-26,23,"argentina",502,9,44494502,0.00001128,0.0000002,1.125
2020-03-27,24,"argentina",589,13,44494502,0.00001324,0.00000029,1.075
2020-03-28,25,"argentina",690,18,44494502,0.00001551,0.0000004,1.05
2020-03-29,26,"argentina",745,19,44494502,0.00001674,0.00000043,0.991
2020-03-01,0,"armenia",1,0,2951776,0.00000034,0,0.001
2020-03-02,1,"armenia",1,0,2951776,0.00000034,0,0.001
2020-03-03,2,"armenia",1,0,2951776,0.00000034,0,0.483
2020-03-04,3,"armenia",1,0,2951776,0.00000034,0,0.261
2020-03-05,4,"armenia",1,0,2951776,0.00000034,0,0.187
2020-03-06,5,"armenia",1,0,2951776,0.00000034,0,0.149
2020-03-07,6,"armenia",1,0,2951776,0.00000034,0,0.127
2020-03-08,7,"armenia",1,0,2951776,0.00000034,0,0.113
2020-03-09,8,"armenia",1,0,2951776,0.00000034,0,0.101
2020-03-10,9,"armenia",1,0,2951776,0.00000034,0,0.095
2020-03-11,10,"armenia",1,0,2951776,0.00000034,0,0.089
2020-03-12,11,"armenia",4,0,2951776,0.00000136,0,0.457
2020-03-13,12,"armenia",8,0,2951776,0.00000271,0,0.649
2020-03-14,13,"armenia",18,0,2951776,0.0000061,0,0.895
2020-03-15,14,"armenia",26,0,2951776,0.00000881,0,0.939
2020-03-16,15,"armenia",52,0,2951776,0.00001762,0,1.125
2020-03-17,16,"armenia",78,0,2951776,0.00002642,0,1.175
2020-03-18,17,"armenia",84,0,2951776,0.00002846,0,1.075
2020-03-19,18,"armenia",115,0,2951776,0.00003896,0,1.075
2020-03-20,19,"armenia",136,0,2951776,0.00004607,0,1.025
2020-03-21,20,"armenia",160,0,2951776,0.0000542,0,0.997
2020-03-22,21,"armenia",194,0,2951776,0.00006572,0,0.971
2020-03-23,22,"armenia",235,0,2951776,0.00007961,0,0.949
2020-03-24,23,"armenia",249,0,2951776,0.00008436,0,0.893
2020-03-25,24,"armenia",265,0,2951776,0.00008978,0,0.845
2020-03-26,25,"armenia",290,1,2951776,0.00009825,0.00000034,0.809
2020-03-27,26,"armenia",329,1,2951776,0.00011146,0.00000034,0.785
2020-03-28,27,"armenia",407,1,2951776,0.00013788,0.00000034,0.779
2020-03-29,28,"armenia",424,3,2951776,0.00014364,0.00000102,0.741
2020-01-26,0,"australia",4,0,24992369,0.00000016,0,0.001
2020-01-27,1,"australia",5,0,24992369,0.0000002,0,0.001
2020-01-28,2,"australia",5,0,24992369,0.0000002,0,1.775
2020-01-29,3,"australia",6,0,24992369,0.00000024,0,1.225
2020-01-30,4,"australia",9,0,24992369,0.00000036,0,1.425
2020-01-31,5,"australia",9,0,24992369,0.00000036,0,0.927
2020-02-01,6,"australia",12,0,24992369,0.00000048,0,0.949
2020-02-02,7,"australia",12,0,24992369,0.00000048,0,0.723
2020-02-03,8,"australia",12,0,24992369,0.00000048,0,0.577
2020-02-04,9,"australia",13,0,24992369,0.00000052,0,0.517
2020-02-05,10,"australia",13,0,24992369,0.00000052,0,0.441
2020-02-06,11,"australia",14,0,24992369,0.00000056,0,0.409
2020-02-07,12,"australia",15,0,24992369,0.0000006,0,0.381
2020-02-08,13,"australia",15,0,24992369,0.0000006,0,0.341
2020-02-09,14,"australia",15,0,24992369,0.0000006,0,0.309
2020-02-10,15,"australia",15,0,24992369,0.0000006,0,0.283
2020-02-11,16,"australia",15,0,24992369,0.0000006,0,0.261
2020-02-12,17,"australia",15,0,24992369,0.0000006,0,0.243
2020-02-13,18,"australia",15,0,24992369,0.0000006,0,0.227
2020-02-14,19,"australia",15,0,24992369,0.0000006,0,0.213
2020-02-15,20,"australia",15,0,24992369,0.0000006,0,0.201
2020-02-16,21,"australia",15,0,24992369,0.0000006,0,0.191
2020-02-17,22,"australia",15,0,24992369,0.0000006,0,0.183
2020-02-18,23,"australia",15,0,24992369,0.0000006,0,0.175
2020-02-19,24,"australia",15,0,24992369,0.0000006,0,0.167
2020-02-20,25,"australia",15,0,24992369,0.0000006,0,0.161
2020-02-21,26,"australia",15,0,24992369,0.0000006,0,0.155
2020-02-22,27,"australia",15,0,24992369,0.0000006,0,0.149
2020-02-23,28,"australia",15,0,24992369,0.0000006,0,0.145
2020-02-24,29,"australia",15,0,24992369,0.0000006,0,0.141
2020-02-25,30,"australia",15,0,24992369,0.0000006,0,0.137
2020-02-26,31,"australia",15,0,24992369,0.0000006,0,0.133
2020-02-27,32,"australia",15,0,24992369,0.0000006,0,0.129
2020-02-28,33,"australia",15,0,24992369,0.0000006,0,0.127
2020-02-29,34,"australia",25,0,24992369,0.000001,0,0.155
2020-03-01,35,"australia",27,1,24992369,0.00000108,0.00000004,0.155
2020-03-02,36,"australia",30,1,24992369,0.0000012,0.00000004,0.157
2020-03-03,37,"australia",39,1,24992369,0.00000156,0.00000004,0.169
2020-03-04,38,"australia",52,2,24992369,0.00000208,0.00000008,0.183
2020-03-05,39,"australia",55,2,24992369,0.0000022,0.00000008,0.181
2020-03-06,40,"australia",60,2,24992369,0.0000024,0.00000008,0.181
2020-03-07,41,"australia",63,2,24992369,0.00000252,0.00000008,0.179
2020-03-08,42,"australia",76,3,24992369,0.00000304,0.00000012,0.187
2020-03-09,43,"australia",91,3,24992369,0.00000364,0.00000012,0.191
2020-03-10,44,"australia",107,3,24992369,0.00000428,0.00000012,0.197
2020-03-11,45,"australia",128,3,24992369,0.00000512,0.00000012,0.201
2020-03-12,46,"australia",128,3,24992369,0.00000512,0.00000012,0.197
2020-03-13,47,"australia",200,3,24992369,0.000008,0.00000012,0.215
2020-03-14,48,"australia",250,3,24992369,0.00001,0.00000012,0.223
2020-03-15,49,"australia",297,3,24992369,0.00001188,0.00000012,0.227
2020-03-16,50,"australia",377,3,24992369,0.00001508,0.00000012,0.235
2020-03-17,51,"australia",452,5,24992369,0.00001809,0.0000002,0.239
2020-03-18,52,"australia",568,6,24992369,0.00002273,0.00000024,0.245
2020-03-19,53,"australia",681,6,24992369,0.00002725,0.00000024,0.249
2020-03-20,54,"australia",791,7,24992369,0.00003165,0.00000028,0.251
2020-03-21,55,"australia",1071,7,24992369,0.00004285,0.00000028,0.261
2020-03-22,56,"australia",1549,7,24992369,0.00006198,0.00000028,0.275
2020-03-23,57,"australia",1682,7,24992369,0.0000673,0.00000028,0.273
2020-03-24,58,"australia",2044,8,24992369,0.00008178,0.00000032,0.277
2020-03-25,59,"australia",2364,8,24992369,0.00009459,0.00000032,0.279
2020-03-26,60,"australia",2810,13,24992369,0.00011243,0.00000052,0.281
2020-03-27,61,"australia",3143,13,24992369,0.00012576,0.00000052,0.281
2020-03-28,62,"australia",3640,14,24992369,0.00014564,0.00000056,0.283
2020-03-29,63,"australia",3984,16,24992369,0.00015941,0.00000064,0.281
2020-02-25,0,"austria",2,0,8847037,0.00000023,0,0.001
2020-02-26,1,"austria",2,0,8847037,0.00000023,0,0.001
2020-02-27,2,"austria",3,0,8847037,0.00000034,0,2.95
2020-02-28,3,"austria",3,0,8847037,0.00000034,0,1.175
2020-02-29,4,"austria",9,0,8847037,0.00000102,0,3.4
2020-03-01,5,"austria",14,0,8847037,0.00000158,0,3.15
2020-03-02,6,"austria",18,0,8847037,0.00000203,0,2.6
2020-03-03,7,"austria",21,0,8847037,0.00000237,0,2.1
2020-03-04,8,"austria",29,0,8847037,0.00000328,0,1.975
2020-03-05,9,"austria",41,0,8847037,0.00000463,0,1.9
2020-03-06,10,"austria",55,0,8847037,0.00000622,0,1.8
2020-03-07,11,"austria",79,0,8847037,0.00000893,0,1.775
2020-03-08,12,"austria",104,0,8847037,0.00001176,0,1.7
2020-03-09,13,"austria",131,0,8847037,0.00001481,0,1.6
2020-03-10,14,"austria",182,0,8847037,0.00002057,0,1.575
2020-03-11,15,"austria",246,0,8847037,0.00002781,0,1.55
2020-03-12,16,"austria",302,1,8847037,0.00003414,0.00000011,1.475
2020-03-13,17,"austria",504,1,8847037,0.00005697,0.00000011,1.55
2020-03-14,18,"austria",655,1,8847037,0.00007404,0.00000011,1.5
2020-03-15,19,"austria",860,1,8847037,0.00009721,0.00000011,1.475
2020-03-16,20,"austria",1018,3,8847037,0.00011507,0.00000034,1.4
2020-03-17,21,"austria",1332,3,8847037,0.00015056,0.00000034,1.375
2020-03-18,22,"austria",1646,4,8847037,0.00018605,0.00000045,1.325
2020-03-19,23,"austria",2013,6,8847037,0.00022753,0.00000068,1.275
2020-03-20,24,"austria",2388,6,8847037,0.00026992,0.00000068,1.25
2020-03-21,25,"austria",2814,8,8847037,0.00031807,0.0000009,1.2
2020-03-22,26,"austria",3582,16,8847037,0.00040488,0.00000181,1.175
2020-03-23,27,"austria",4474,21,8847037,0.00050571,0.00000237,1.15
2020-03-24,28,"austria",5283,28,8847037,0.00059715,0.00000316,1.125
2020-03-25,29,"austria",5588,30,8847037,0.00063162,0.00000339,1.075
2020-03-26,30,"austria",6909,49,8847037,0.00078094,0.00000554,1.05
2020-03-27,31,"austria",7657,58,8847037,0.00086549,0.00000656,1.025
2020-03-28,32,"austria",8271,68,8847037,0.00093489,0.00000769,0.973
2020-03-29,33,"austria",8788,86,8847037,0.00099333,0.00000972,0.933
2020-03-01,0,"azerbaijan",3,0,9942334,0.0000003,0,0.001
2020-03-02,1,"azerbaijan",3,0,9942334,0.0000003,0,0.001
2020-03-03,2,"azerbaijan",3,0,9942334,0.0000003,0,0.483
2020-03-04,3,"azerbaijan",3,0,9942334,0.0000003,0,0.261
2020-03-05,4,"azerbaijan",6,0,9942334,0.0000006,0,1.2
2020-03-06,5,"azerbaijan",6,0,9942334,0.0000006,0,0.781
2020-03-07,6,"azerbaijan",9,0,9942334,0.00000091,0,0.961
2020-03-08,7,"azerbaijan",9,0,9942334,0.00000091,0,0.731
2020-03-09,8,"azerbaijan",9,0,9942334,0.00000091,0,0.585
2020-03-10,9,"azerbaijan",11,0,9942334,0.00000111,0,0.583
2020-03-11,10,"azerbaijan",11,0,9942334,0.00000111,0,0.495
2020-03-12,11,"azerbaijan",11,0,9942334,0.00000111,0,0.427
2020-03-13,12,"azerbaijan",15,1,9942334,0.00000151,0.0000001,0.477
2020-03-14,13,"azerbaijan",15,1,9942334,0.00000151,0.0000001,0.423
2020-03-15,14,"azerbaijan",23,1,9942334,0.00000231,0.0000001,0.499
2020-03-16,15,"azerbaijan",28,1,9942334,0.00000282,0.0000001,0.503
2020-03-17,16,"azerbaijan",28,1,9942334,0.00000282,0.0000001,0.457
2020-03-18,17,"azerbaijan",28,1,9942334,0.00000282,0.0000001,0.419
2020-03-19,18,"azerbaijan",44,1,9942334,0.00000443,0.0000001,0.483
2020-03-20,19,"azerbaijan",44,1,9942334,0.00000443,0.0000001,0.445
2020-03-21,20,"azerbaijan",53,1,9942334,0.00000533,0.0000001,0.449
2020-03-22,21,"azerbaijan",65,1,9942334,0.00000654,0.0000001,0.455
2020-03-23,22,"azerbaijan",72,1,9942334,0.00000724,0.0000001,0.445
2020-03-24,23,"azerbaijan",87,1,9942334,0.00000875,0.0000001,0.447
2020-03-25,24,"azerbaijan",93,2,9942334,0.00000935,0.0000002,0.431
2020-03-26,25,"azerbaijan",122,3,9942334,0.00001227,0.0000003,0.449
2020-03-27,26,"azerbaijan",165,3,9942334,0.0000166,0.0000003,0.469
2020-03-28,27,"azerbaijan",182,4,9942334,0.00001831,0.0000004,0.457
2020-03-29,28,"azerbaijan",209,4,9942334,0.00002102,0.0000004,0.453
2020-02-24,0,"bahrain",1,0,1569439,0.00000064,0,0.001
2020-02-25,1,"bahrain",23,0,1569439,0.00001465,0,0.001
2020-02-26,2,"bahrain",33,0,1569439,0.00002103,0,20
2020-02-27,3,"bahrain",33,0,1569439,0.00002103,0,20
2020-02-28,4,"bahrain",36,0,1569439,0.00002294,0,20
2020-02-29,5,"bahrain",41,0,1569439,0.00002612,0,12
2020-03-01,6,"bahrain",47,0,1569439,0.00002995,0,8
2020-03-02,7,"bahrain",49,0,1569439,0.00003122,0,5.5
2020-03-03,8,"bahrain",49,0,1569439,0.00003122,0,3.95
2020-03-04,9,"bahrain",52,0,1569439,0.00003313,0,3.1
2020-03-05,10,"bahrain",55,0,1569439,0.00003504,0,2.55
2020-03-06,11,"bahrain",60,0,1569439,0.00003823,0,2.15
2020-03-07,12,"bahrain",85,0,1569439,0.00005416,0,2.1
2020-03-08,13,"bahrain",85,0,1569439,0.00005416,0,1.8
2020-03-09,14,"bahrain",95,0,1569439,0.00006053,0,1.625
2020-03-10,15,"bahrain",110,0,1569439,0.00007009,0,1.5
2020-03-11,16,"bahrain",195,0,1569439,0.00012425,0,1.6
2020-03-12,17,"bahrain",195,0,1569439,0.00012425,0,1.425
2020-03-13,18,"bahrain",195,0,1569439,0.00012425,0,1.275
2020-03-14,19,"bahrain",210,0,1569439,0.00013381,0,1.2
2020-03-15,20,"bahrain",214,0,1569439,0.00013635,0,1.1
2020-03-16,21,"bahrain",214,1,1569439,0.00013635,0.00000064,1
2020-03-17,22,"bahrain",228,1,1569439,0.00014527,0.00000064,0.941
2020-03-18,23,"bahrain",256,1,1569439,0.00016312,0.00000064,0.901
2020-03-19,24,"bahrain",278,1,1569439,0.00017713,0.00000064,0.857
2020-03-20,25,"bahrain",285,1,1569439,0.00018159,0.00000064,0.805
2020-03-21,26,"bahrain",305,1,1569439,0.00019434,0.00000064,0.769
2020-03-22,27,"bahrain",334,2,1569439,0.00021281,0.00000127,0.739
2020-03-23,28,"bahrain",377,2,1569439,0.00024021,0.00000127,0.719
2020-03-24,29,"bahrain",392,3,1569439,0.00024977,0.00000191,0.687
2020-03-25,30,"bahrain",419,4,1569439,0.00026697,0.00000255,0.661
2020-03-26,31,"bahrain",458,4,1569439,0.00029182,0.00000255,0.641
2020-03-27,32,"bahrain",466,4,1569439,0.00029692,0.00000255,0.613
2020-03-28,33,"bahrain",476,4,1569439,0.00030329,0.00000255,0.587
2020-03-29,34,"bahrain",499,4,1569439,0.00031795,0.00000255,0.567
2020-03-08,0,"bangladesh",3,0,161356039,0.00000002,0,0.001
2020-03-09,1,"bangladesh",3,0,161356039,0.00000002,0,0.001
2020-03-10,2,"bangladesh",3,0,161356039,0.00000002,0,0.483
2020-03-11,3,"bangladesh",3,0,161356039,0.00000002,0,0.261
2020-03-12,4,"bangladesh",3,0,161356039,0.00000002,0,0.187
2020-03-13,5,"bangladesh",3,0,161356039,0.00000002,0,0.149
2020-03-14,6,"bangladesh",3,0,161356039,0.00000002,0,0.127
2020-03-15,7,"bangladesh",5,0,161356039,0.00000003,0,0.287
2020-03-16,8,"bangladesh",8,0,161356039,0.00000005,0,0.475
2020-03-17,9,"bangladesh",10,0,161356039,0.00000006,0,0.479
2020-03-18,10,"bangladesh",14,1,161356039,0.00000009,0.00000001,0.581
2020-03-19,11,"bangladesh",17,1,161356039,0.00000011,0.00000001,0.581
2020-03-20,12,"bangladesh",20,1,161356039,0.00000012,0.00000001,0.539
2020-03-21,13,"bangladesh",25,2,161356039,0.00000015,0.00000001,0.549
2020-03-22,14,"bangladesh",27,2,161356039,0.00000017,0.00000001,0.529
2020-03-23,15,"bangladesh",33,3,161356039,0.0000002,0.00000002,0.521
2020-03-24,16,"bangladesh",39,4,161356039,0.00000024,0.00000002,0.521
2020-03-25,17,"bangladesh",39,5,161356039,0.00000024,0.00000003,0.475
2020-03-26,18,"bangladesh",44,5,161356039,0.00000027,0.00000003,0.463
2020-03-27,19,"bangladesh",48,5,161356039,0.0000003,0.00000003,0.449
2020-03-28,20,"bangladesh",48,5,161356039,0.0000003,0.00000003,0.417
2020-03-29,21,"bangladesh",48,5,161356039,0.0000003,0.00000003,0.389
2020-03-17,0,"barbados",2,0,286641,0.00000698,0,0.001
