"Date","Day","Country","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
2020-03-07,3,"hungary",4,0,9768785,0.00000041,0,2.25
2020-03-08,4,"hungary",7,0,9768785,0.00000072,0,2.65
2020-03-09,5,"hungary",9,0,9768785,0.00000092,0,2.15
2020-03-10,6,"hungary",9,0,9768785,0.00000092,0,1.475
2020-03-11,7,"hungary",13,0,9768785,0.00000133,0,1.5
2020-03-12,8,"hungary",13,0,9768785,0.00000133,0,1.15
2020-03-13,9,"hungary",19,0,9768785,0.00000194,0,1.225
2020-03-14,10,"hungary",30,0,9768785,0.00000307,0,1.325
2020-03-15,11,"hungary",32,1,9768785,0.00000328,0.0000001,1.15
2020-03-16,12,"hungary",39,1,9768785,0.00000399,0.0000001,1.1
2020-03-17,13,"hungary",50,1,9768785,0.00000512,0.0000001,1.075
2020-03-18,14,"hungary",58,1,9768785,0.00000594,0.0000001,1
2020-03-19,15,"hungary",73,1,9768785,0.00000747,0.0000001,0.979
2020-03-20,16,"hungary",85,3,9768785,0.0000087,0.00000031,0.931
2020-03-21,17,"hungary",103,4,9768785,0.00001054,0.00000041,0.903
2020-03-22,18,"hungary",131,6,9768785,0.00001341,0.00000061,0.895
2020-03-23,19,"hungary",167,7,9768785,0.0000171,0.00000072,0.889
2020-03-24,20,"hungary",187,9,9768785,0.00001914,0.00000092,0.847
2020-03-25,21,"hungary",226,10,9768785,0.00002313,0.00000102,0.829
2020-03-26,22,"hungary",261,10,9768785,0.00002672,0.00000102,0.803
2020-03-27,23,"hungary",300,10,9768785,0.00003071,0.00000102,0.777
2020-03-28,24,"hungary",343,11,9768785,0.00003511,0.00000113,0.753
2020-03-29,25,"hungary",408,13,9768785,0.00004177,0.00000133,0.741
2020-02-28,0,"iceland",1,0,353574,0.00000283,0,0.001
2020-02-29,1,"iceland",1,0,353574,0.00000283,0,0.001
2020-03-01,2,"iceland",3,0,353574,0.00000848,0,11
2020-03-02,3,"iceland",6,0,353574,0.00001697,0,10
2020-03-03,4,"iceland",11,0,353574,0.00003111,0,8
2020-03-04,5,"iceland",26,0,353574,0.00007353,0,9
2020-03-05,6,"iceland",34,0,353574,0.00009616,0,6.5
2020-03-06,7,"iceland",43,0,353574,0.00012162,0,5
2020-03-07,8,"iceland",50,0,353574,0.00014141,0,4
2020-03-08,9,"iceland",50,0,353574,0.00014141,0,3.05
2020-03-09,10,"iceland",58,0,353574,0.00016404,0,2.6
2020-03-10,11,"iceland",69,0,353574,0.00019515,0,2.3
2020-03-11,12,"iceland",85,0,353574,0.0002404,0,2.1
2020-03-12,13,"iceland",103,0,353574,0.00029131,0,1.925
2020-03-13,14,"iceland",134,0,353574,0.00037899,0,1.825
2020-03-14,15,"iceland",156,0,353574,0.00044121,0,1.7
2020-03-15,16,"iceland",171,5,353574,0.00048363,0.00001414,1.55
2020-03-16,17,"iceland",180,0,353574,0.00050909,0,1.4
2020-03-17,18,"iceland",220,1,353574,0.00062222,0.00000283,1.325
2020-03-18,19,"iceland",250,1,353574,0.00070707,0.00000283,1.25
2020-03-19,20,"iceland",330,1,353574,0.00093333,0.00000283,1.25
2020-03-20,21,"iceland",409,0,353574,0.00115676,0,1.2
2020-03-21,22,"iceland",473,1,353574,0.00133777,0.00000283,1.15
2020-03-22,23,"iceland",568,1,353574,0.00160645,0.00000283,1.125
2020-03-23,24,"iceland",588,1,353574,0.00166302,0.00000283,1.05
2020-03-24,25,"iceland",648,2,353574,0.00183271,0.00000566,0.997
2020-03-25,26,"iceland",737,2,353574,0.00208443,0.00000566,0.963
2020-03-26,27,"iceland",802,2,353574,0.00226827,0.00000566,0.921
2020-03-27,28,"iceland",890,2,353574,0.00251715,0.00000566,0.887
2020-03-28,29,"iceland",963,2,353574,0.00272362,0.00000566,0.851
2020-03-29,30,"iceland",1020,2,353574,0.00288483,0.00000566,0.813
2020-01-30,0,"india",1,0,1352617328,0,0,0.001
2020-01-31,1,"india",1,0,1352617328,0,0,0.001
2020-02-01,2,"india",1,0,1352617328,0,0,0.001
2020-02-02,3,"india",2,0,1352617328,0,0,0.001
2020-02-03,4,"india",3,0,1352617328,0,0,0.001
2020-02-04,5,"india",3,0,1352617328,0,0,0.001
2020-02-05,6,"india",3,0,1352617328,0,0,0.001
2020-02-06,7,"india",3,0,1352617328,0,0,0.001
2020-02-07,8,"india",3,0,1352617328,0,0,0.001
2020-02-08,9,"india",3,0,1352617328,0,0,0.001
2020-02-09,10,"india",3,0,1352617328,0,0,0.001
2020-02-10,11,"india",3,0,1352617328,0,0,0.001
2020-02-11,12,"india",3,0,1352617328,0,0,0.001
2020-02-12,13,"india",3,0,1352617328,0,0,0.001
2020-02-13,14,"india",3,0,1352617328,0,0,0.001
2020-02-14,15,"india",3,0,1352617328,0,0,0.001
2020-02-15,16,"india",3,0,1352617328,0,0,0.001
2020-02-16,17,"india",3,0,1352617328,0,0,0.001
2020-02-17,18,"india",3,0,1352617328,0,0,0.001
2020-02-18,19,"india",3,0,1352617328,0,0,0.001
2020-02-19,20,"india",3,0,1352617328,0,0,0.001
2020-02-20,21,"india",3,0,1352617328,0,0,0.001
2020-02-21,22,"india",3,0,1352617328,0,0,0.001
2020-02-22,23,"india",3,0,1352617328,0,0,0.001
2020-02-23,24,"india",3,0,1352617328,0,0,0.001
2020-02-24,25,"india",3,0,1352617328,0,0,0.001
2020-02-25,26,"india",3,0,1352617328,0,0,0.001
2020-02-26,27,"india",3,0,1352617328,0,0,0.001
2020-02-27,28,"india",3,0,1352617328,0,0,0.001
2020-02-28,29,"india",3,0,1352617328,0,0,0.001
2020-02-29,30,"india",3,0,1352617328,0,0,0.001
2020-03-01,31,"india",3,0,1352617328,0,0,0.001
2020-03-02,32,"india",5,0,1352617328,0,0,0.001
2020-03-03,33,"india",5,0,1352617328,0,0,0.001
2020-03-04,34,"india",28,0,1352617328,0.00000002,0,0.001
2020-03-05,35,"india",30,0,1352617328,0.00000002,0,0.001
2020-03-06,36,"india",31,0,1352617328,0.00000002,0,0.001
2020-03-07,37,"india",34,0,1352617328,0.00000003,0,0.001
2020-03-08,38,"india",39,0,1352617328,0.00000003,0,0.001
2020-03-09,39,"india",43,0,1352617328,0.00000003,0,0.001
2020-03-10,40,"india",56,0,1352617328,0.00000004,0,0.001
2020-03-11,41,"india",62,1,1352617328,0.00000005,0,0.001
2020-03-12,42,"india",73,1,1352617328,0.00000005,0,0.001
2020-03-13,43,"india",82,2,1352617328,0.00000006,0,0.001
2020-03-14,44,"india",102,2,1352617328,0.00000008,0,0.001
2020-03-15,45,"india",113,2,1352617328,0.00000008,0,0.001
2020-03-16,46,"india",119,2,1352617328,0.00000009,0,0.001
2020-03-17,47,"india",142,3,1352617328,0.0000001,0,0.001
2020-03-18,48,"india",156,3,1352617328,0.00000012,0,0.001
2020-03-19,49,"india",194,4,1352617328,0.00000014,0,0.001
2020-03-20,50,"india",244,5,1352617328,0.00000018,0,0.001
2020-03-21,51,"india",330,4,1352617328,0.00000024,0,0.001
2020-03-22,52,"india",396,7,1352617328,0.00000029,0.00000001,0.001
2020-03-23,53,"india",499,10,1352617328,0.00000037,0.00000001,0.001
2020-03-24,54,"india",536,10,1352617328,0.0000004,0.00000001,0.001
2020-03-25,55,"india",657,12,1352617328,0.00000049,0.00000001,0.001
2020-03-26,56,"india",727,20,1352617328,0.00000054,0.00000001,0.001
2020-03-27,57,"india",887,20,1352617328,0.00000066,0.00000001,0.001
2020-03-28,58,"india",987,24,1352617328,0.00000073,0.00000002,0.001
2020-03-29,59,"india",1024,27,1352617328,0.00000076,0.00000002,0.001
2020-03-02,0,"indonesia",2,0,267663435,0.00000001,0,0.001
2020-03-03,1,"indonesia",2,0,267663435,0.00000001,0,0.001
2020-03-04,2,"indonesia",2,0,267663435,0.00000001,0,0.483
2020-03-05,3,"indonesia",2,0,267663435,0.00000001,0,0.261
2020-03-06,4,"indonesia",4,0,267663435,0.00000001,0,0.187
2020-03-07,5,"indonesia",4,0,267663435,0.00000001,0,0.149
2020-03-08,6,"indonesia",6,0,267663435,0.00000002,0,0.571
2020-03-09,7,"indonesia",19,0,267663435,0.00000007,0,1.55
2020-03-10,8,"indonesia",27,0,267663435,0.0000001,0,1.55
2020-03-11,9,"indonesia",34,1,267663435,0.00000013,0,1.475
2020-03-12,10,"indonesia",34,1,267663435,0.00000013,0,1.2
2020-03-13,11,"indonesia",69,4,267663435,0.00000026,0.00000001,1.475
2020-03-14,12,"indonesia",96,5,267663435,0.00000036,0.00000002,1.45
2020-03-15,13,"indonesia",117,5,267663435,0.00000044,0.00000002,1.35
2020-03-16,14,"indonesia",134,5,267663435,0.0000005,0.00000002,1.25
2020-03-17,15,"indonesia",172,5,267663435,0.00000064,0.00000002,1.225
2020-03-18,16,"indonesia",227,19,267663435,0.00000085,0.00000007,1.2
2020-03-19,17,"indonesia",311,25,267663435,0.00000116,0.00000009,1.2
2020-03-20,18,"indonesia",369,32,267663435,0.00000138,0.00000012,1.15
2020-03-21,19,"indonesia",450,38,267663435,0.00000168,0.00000014,1.1
2020-03-22,20,"indonesia",514,48,267663435,0.00000192,0.00000018,1.05
2020-03-23,21,"indonesia",579,49,267663435,0.00000216,0.00000018,1
2020-03-24,22,"indonesia",686,55,267663435,0.00000256,0.00000021,0.973
2020-03-25,23,"indonesia",790,58,267663435,0.00000295,0.00000022,0.937
2020-03-26,24,"indonesia",893,78,267663435,0.00000334,0.00000029,0.901
2020-03-27,25,"indonesia",1046,87,267663435,0.00000391,0.00000033,0.877
2020-03-28,26,"indonesia",1155,102,267663435,0.00000432,0.00000038,0.843
2020-03-29,27,"indonesia",1285,114,267663435,0.0000048,0.00000043,0.811
2020-02-19,0,"iran",2,2,81800269,0.00000002,0.00000002,0.001
2020-02-20,1,"iran",5,2,81800269,0.00000006,0.00000002,0.001
2020-02-21,2,"iran",18,4,81800269,0.00000022,0.00000005,20
2020-02-22,3,"iran",28,5,81800269,0.00000034,0.00000006,20
2020-02-23,4,"iran",43,8,81800269,0.00000053,0.0000001,16.5
2020-02-24,5,"iran",61,12,81800269,0.00000075,0.00000015,11
2020-02-25,6,"iran",95,16,81800269,0.00000116,0.0000002,9
2020-02-26,7,"iran",139,19,81800269,0.0000017,0.00000023,7.5
2020-02-27,8,"iran",245,26,81800269,0.000003,0.00000032,7
2020-02-28,9,"iran",388,34,81800269,0.00000474,0.00000042,6
2020-02-29,10,"iran",593,43,81800269,0.00000725,0.00000053,5.5
2020-03-01,11,"iran",978,54,81800269,0.00001196,0.00000066,5.5
2020-03-02,12,"iran",1501,66,81800269,0.00001835,0.00000081,4.95
2020-03-03,13,"iran",2336,77,81800269,0.00002856,0.00000094,4.7
2020-03-04,14,"iran",2922,92,81800269,0.00003572,0.00000112,4.2
2020-03-05,15,"iran",3513,107,81800269,0.00004295,0.00000131,3.8
2020-03-06,16,"iran",4747,124,81800269,0.00005803,0.00000152,3.55
2020-03-07,17,"iran",5823,145,81800269,0.00007119,0.00000177,3.25
2020-03-08,18,"iran",6566,194,81800269,0.00008027,0.00000237,2.95
2020-03-09,19,"iran",7161,237,81800269,0.00008754,0.0000029,2.7
2020-03-10,20,"iran",8042,291,81800269,0.00009831,0.00000356,2.5
2020-03-11,21,"iran",9000,354,81800269,0.00011002,0.00000433,2.3
2020-03-12,22,"iran",10075,429,81800269,0.00012317,0.00000524,2.15
2020-03-13,23,"iran",11364,514,81800269,0.00013892,0.00000628,2
2020-03-14,24,"iran",12729,611,81800269,0.00015561,0.00000747,1.9
2020-03-15,25,"iran",13938,724,81800269,0.00017039,0.00000885,1.775
2020-03-16,26,"iran",14991,853,81800269,0.00018326,0.00001043,1.675
2020-03-17,27,"iran",16169,988,81800269,0.00019766,0.00001208,1.575
2020-03-18,28,"iran",17361,1135,81800269,0.00021224,0.00001388,1.5
2020-03-19,29,"iran",18407,1284,81800269,0.00022502,0.0000157,1.425
2020-03-20,30,"iran",19644,1433,81800269,0.00024015,0.00001752,1.35
2020-03-21,31,"iran",20610,1556,81800269,0.00025196,0.00001902,1.275
2020-03-22,32,"iran",21638,1685,81800269,0.00026452,0.0000206,1.225
2020-03-23,33,"iran",23049,1812,81800269,0.00028177,0.00002215,1.15
2020-03-24,34,"iran",24811,1934,81800269,0.00030331,0.00002364,1.125
2020-03-25,35,"iran",27017,2077,81800269,0.00033028,0.00002539,1.075
2020-03-26,36,"iran",29406,2234,81800269,0.00035949,0.00002731,1.05
2020-03-27,37,"iran",32332,2378,81800269,0.00039526,0.00002907,1
2020-03-28,38,"iran",35408,2517,81800269,0.00043286,0.00003077,0.975
2020-03-29,39,"iran",38309,2640,81800269,0.00046832,0.00003227,0.945
2020-02-24,0,"iraq",1,0,38433600,0.00000003,0,0.001
2020-02-25,1,"iraq",1,0,38433600,0.00000003,0,0.001
2020-02-26,2,"iraq",5,0,38433600,0.00000013,0,18
2020-02-27,3,"iraq",7,0,38433600,0.00000018,0,10
2020-02-28,4,"iraq",7,0,38433600,0.00000018,0,4.65
2020-02-29,5,"iraq",13,0,38433600,0.00000034,0,4.75
2020-03-01,6,"iraq",19,0,38433600,0.00000049,0,4.05
2020-03-02,7,"iraq",26,0,38433600,0.00000068,0,3.5
2020-03-03,8,"iraq",32,0,38433600,0.00000083,0,2.9
2020-03-04,9,"iraq",35,2,38433600,0.00000091,0.00000005,2.4
2020-03-05,10,"iraq",35,2,38433600,0.00000091,0.00000005,1.925
2020-03-06,11,"iraq",40,3,38433600,0.00000104,0.00000008,1.7
2020-03-07,12,"iraq",54,4,38433600,0.00000141,0.0000001,1.625
2020-03-08,13,"iraq",60,6,38433600,0.00000156,0.00000016,1.475
2020-03-09,14,"iraq",60,6,38433600,0.00000156,0.00000016,1.275
2020-03-10,15,"iraq",71,7,38433600,0.00000185,0.00000018,1.2
2020-03-11,16,"iraq",71,7,38433600,0.00000185,0.00000018,1.075
2020-03-12,17,"iraq",71,8,38433600,0.00000185,0.00000021,0.959
2020-03-13,18,"iraq",101,9,38433600,0.00000263,0.00000023,0.985
2020-03-14,19,"iraq",110,10,38433600,0.00000286,0.00000026,0.923
2020-03-15,20,"iraq",116,10,38433600,0.00000302,0.00000026,0.861
2020-03-16,21,"iraq",124,10,38433600,0.00000323,0.00000026,0.811
2020-03-17,22,"iraq",154,11,38433600,0.00000401,0.00000029,0.803
2020-03-18,23,"iraq",164,12,38433600,0.00000427,0.00000031,0.759
2020-03-19,24,"iraq",192,13,38433600,0.000005,0.00000034,0.743
2020-03-20,25,"iraq",208,17,38433600,0.00000541,0.00000044,0.711
2020-03-21,26,"iraq",214,17,38433600,0.00000557,0.00000044,0.673
2020-03-22,27,"iraq",233,20,38433600,0.00000606,0.00000052,0.649
2020-03-23,28,"iraq",266,23,38433600,0.00000692,0.0000006,0.635
2020-03-24,29,"iraq",316,27,38433600,0.00000822,0.0000007,0.627
2020-03-25,30,"iraq",346,29,38433600,0.000009,0.00000075,0.609
2020-03-26,31,"iraq",382,36,38433600,0.00000994,0.00000094,0.593
2020-03-27,32,"iraq",458,40,38433600,0.00001192,0.00000104,0.591
2020-03-28,33,"iraq",506,42,38433600,0.00001317,0.00000109,0.577
2020-03-29,34,"iraq",547,42,38433600,0.00001423,0.00000109,0.561
2020-02-29,0,"ireland",1,0,4853506,0.00000021,0,0.001
2020-03-01,1,"ireland",1,0,4853506,0.00000021,0,0.001
2020-03-02,2,"ireland",1,0,4853506,0.00000021,0,0.483
2020-03-03,3,"ireland",2,0,4853506,0.00000041,0,2.1
2020-03-04,4,"ireland",6,0,4853506,0.00000124,0,4.55
2020-03-05,5,"ireland",6,0,4853506,0.00000124,0,2.75
2020-03-06,6,"ireland",18,0,4853506,0.00000371,0,4.25
2020-03-07,7,"ireland",18,0,4853506,0.00000371,0,3
2020-03-08,8,"ireland",19,0,4853506,0.00000391,0,2.3
2020-03-09,9,"ireland",21,0,4853506,0.00000433,0,1.925
2020-03-10,10,"ireland",34,0,4853506,0.00000701,0,2
2020-03-11,11,"ireland",43,1,4853506,0.00000886,0.00000021,1.85
2020-03-12,12,"ireland",43,1,4853506,0.00000886,0.00000021,1.55
2020-03-13,13,"ireland",90,1,4853506,0.00001854,0.00000021,1.825
2020-03-14,14,"ireland",129,2,4853506,0.00002658,0.00000041,1.8
2020-03-15,15,"ireland",129,2,4853506,0.00002658,0.00000041,1.575
2020-03-16,16,"ireland",169,2,4853506,0.00003482,0.00000041,1.525
2020-03-17,17,"ireland",223,2,4853506,0.00004595,0.00000041,1.475
2020-03-18,18,"ireland",292,2,4853506,0.00006016,0.00000041,1.45
2020-03-19,19,"ireland",557,3,4853506,0.00011476,0.00000062,1.575
2020-03-20,20,"ireland",683,3,4853506,0.00014072,0.00000062,1.525
2020-03-21,21,"ireland",785,3,4853506,0.00016174,0.00000062,1.425
2020-03-22,22,"ireland",906,4,4853506,0.00018667,0.00000082,1.35
2020-03-23,23,"ireland",1125,6,4853506,0.00023179,0.00000124,1.325
2020-03-24,24,"ireland",1329,7,4853506,0.00027382,0.00000144,1.275
2020-03-25,25,"ireland",1564,9,4853506,0.00032224,0.00000185,1.225
2020-03-26,26,"ireland",1819,19,4853506,0.00037478,0.00000391,1.175
2020-03-27,27,"ireland",2121,22,4853506,0.000437,0.00000453,1.15
2020-03-28,28,"ireland",2415,36,4853506,0.00049758,0.00000742,1.1
2020-03-29,29,"ireland",2615,46,4853506,0.00053879,0.00000948,1.05
2020-02-21,0,"israel",1,0,8883800,0.00000011,0,0.001
2020-02-22,1,"israel",1,0,8883800,0.00000011,0,0.001
2020-02-23,2,"israel",1,0,8883800,0.00000011,0,0.483
2020-02-24,3,"israel",1,0,8883800,0.00000011,0,0.261
2020-02-25,4,"israel",1,0,8883800,0.00000011,0,0.187
2020-02-26,5,"israel",2,0,8883800,0.00000023,0,0.835
2020-02-27,6,"israel",3,0,8883800,0.00000034,0,0.983
2020-02-28,7,"israel",4,0,8883800,0.00000045,0,0.985
2020-02-29,8,"israel",7,0,8883800,0.00000079,0,1.225
2020-03-01,9,"israel",10,0,8883800,0.00000113,0,1.275
2020-03-02,10,"israel",10,0,8883800,0.00000113,0,1.05
2020-03-03,11,"israel",12,0,8883800,0.00000135,0,0.977
2020-03-04,12,"israel",15,0,8883800,0.00000169,0,0.949
2020-03-05,13,"israel",20,0,8883800,0.00000225,0,0.955
2020-03-06,14,"israel",37,0,8883800,0.00000416,0,1.1
2020-03-07,15,"israel",43,0,8883800,0.00000484,0,1.05
2020-03-08,16,"israel",61,0,8883800,0.00000687,0,1.075
2020-03-09,17,"israel",61,0,8883800,0.00000687,0,0.963
2020-03-10,18,"israel",75,0,8883800,0.00000844,0,0.939
2020-03-11,19,"israel",79,0,8883800,0.00000889,0,0.873
2020-03-12,20,"israel",100,0,8883800,0.00001126,0,0.865
2020-03-13,21,"israel",126,0,8883800,0.00001418,0,0.859
2020-03-14,22,"israel",155,0,8883800,0.00001745,0,0.845
2020-03-15,23,"israel",213,0,8883800,0.00002398,0,0.861
2020-03-16,24,"israel",218,0,8883800,0.00002454,0,0.807
2020-03-17,25,"israel",250,0,8883800,0.00002814,0,0.783
2020-03-18,26,"israel",304,0,8883800,0.00003422,0,0.773
2020-03-19,27,"israel",427,0,8883800,0.00004807,0,0.793
2020-03-20,28,"israel",529,0,8883800,0.00005955,0,0.787
2020-03-21,29,"israel",712,1,8883800,0.00008015,0.00000011,0.797
2020-03-22,30,"israel",883,1,8883800,0.00009939,0.00000011,0.791
2020-03-23,31,"israel",1071,1,8883800,0.00012056,0.00000011,0.783
2020-03-24,32,"israel",1238,3,8883800,0.00013935,0.00000034,0.767
2020-03-25,33,"israel",2369,5,8883800,0.00026667,0.00000056,0.833
2020-03-26,34,"israel",2693,8,8883800,0.00030314,0.0000009,0.813
2020-03-27,35,"israel",3035,12,8883800,0.00034163,0.00000135,0.793
2020-03-28,36,"israel",3619,12,8883800,0.00040737,0.00000135,0.783
2020-03-29,37,"israel",4247,15,8883800,0.00047806,0.00000169,0.771
2020-01-31,0,"italy",2,0,60431283,0.00000003,0,0.001
2020-02-01,1,"italy",2,0,60431283,0.00000003,0,0.001
2020-02-02,2,"italy",2,0,60431283,0.00000003,0,0.483
2020-02-03,3,"italy",2,0,60431283,0.00000003,0,0.261
2020-02-04,4,"italy",2,0,60431283,0.00000003,0,0.187
2020-02-05,5,"italy",2,0,60431283,0.00000003,0,0.149
2020-02-06,6,"italy",2,0,60431283,0.00000003,0,0.127
2020-02-07,7,"italy",3,0,60431283,0.00000005,0,0.341
2020-02-08,8,"italy",3,0,60431283,0.00000005,0,0.283
2020-02-09,9,"italy",3,0,60431283,0.00000005,0,0.243
2020-02-10,10,"italy",3,0,60431283,0.00000005,0,0.213
2020-02-11,11,"italy",3,0,60431283,0.00000005,0,0.191
2020-02-12,12,"italy",3,0,60431283,0.00000005,0,0.175
2020-02-13,13,"italy",3,0,60431283,0.00000005,0,0.161
2020-02-14,14,"italy",3,0,60431283,0.00000005,0,0.149
2020-02-15,15,"italy",3,0,60431283,0.00000005,0,0.139
2020-02-16,16,"italy",3,0,60431283,0.00000005,0,0.133
2020-02-17,17,"italy",3,0,60431283,0.00000005,0,0.125
2020-02-18,18,"italy",3,0,60431283,0.00000005,0,0.119
2020-02-19,19,"italy",3,0,60431283,0.00000005,0,0.115
2020-02-20,20,"italy",3,0,60431283,0.00000005,0,0.111
2020-02-21,21,"italy",20,1,60431283,0.00000033,0.00000002,0.339
2020-02-22,22,"italy",62,2,60431283,0.00000103,0.00000003,0.507
2020-02-23,23,"italy",155,3,60431283,0.00000256,0.00000005,0.649
2020-02-24,24,"italy",229,7,60431283,0.00000379,0.00000012,0.685
2020-02-25,25,"italy",322,10,60431283,0.00000533,0.00000017,0.707
2020-02-26,26,"italy",453,12,60431283,0.0000075,0.0000002,0.729
2020-02-27,27,"italy",655,17,60431283,0.00001084,0.00000028,0.755
2020-02-28,28,"italy",888,21,60431283,0.00001469,0.00000035,0.769
2020-02-29,29,"italy",1128,29,60431283,0.00001867,0.00000048,0.769
2020-03-01,30,"italy",1694,34,60431283,0.00002803,0.00000056,0.797
2020-03-02,31,"italy",2036,52,60431283,0.00003369,0.00000086,0.787
2020-03-03,32,"italy",2502,79,60431283,0.0000414,0.00000131,0.781
2020-03-04,33,"italy",3089,107,60431283,0.00005112,0.00000177,0.775
2020-03-05,34,"italy",3858,148,60431283,0.00006384,0.00000245,0.773
2020-03-06,35,"italy",4636,197,60431283,0.00007672,0.00000326,0.765
2020-03-07,36,"italy",5883,233,60431283,0.00009735,0.00000386,0.765
2020-03-08,37,"italy",7375,366,60431283,0.00012204,0.00000606,0.763
2020-03-09,38,"italy",9172,463,60431283,0.00015178,0.00000766,0.759
2020-03-10,39,"italy",10149,631,60431283,0.00016794,0.00001044,0.741
2020-03-11,40,"italy",12462,827,60431283,0.00020622,0.00001368,0.737
2020-03-12,41,"italy",12462,827,60431283,0.00020622,0.00001368,0.709
2020-03-13,42,"italy",17660,1266,60431283,0.00029223,0.00002095,0.723
2020-03-14,43,"italy",21157,1441,60431283,0.0003501,0.00002385,0.717
2020-03-15,44,"italy",24747,1809,60431283,0.00040951,0.00002993,0.709
2020-03-16,45,"italy",27980,2158,60431283,0.00046301,0.00003571,0.697
2020-03-17,46,"italy",31506,2503,60431283,0.00052135,0.00004142,0.685
2020-03-18,47,"italy",35713,2978,60431283,0.00059097,0.00004928,0.675
2020-03-19,48,"italy",41035,3405,60431283,0.00067904,0.00005634,0.667
2020-03-20,49,"italy",47021,4032,60431283,0.00077809,0.00006672,0.659
2020-03-21,50,"italy",53578,4825,60431283,0.00088659,0.00007984,0.651
2020-03-22,51,"italy",59138,5476,60431283,0.0009786,0.00009062,0.641
2020-03-23,52,"italy",63927,6077,60431283,0.00105785,0.00010056,0.629
2020-03-24,53,"italy",69176,6820,60431283,0.00114471,0.00011286,0.617
2020-03-25,54,"italy",74386,7503,60431283,0.00123092,0.00012416,0.605
2020-03-26,55,"italy",80589,8215,60431283,0.00133356,0.00013594,0.595
2020-03-27,56,"italy",86498,9134,60431283,0.00143134,0.00015115,0.585
2020-03-28,57,"italy",92472,10023,60431283,0.0015302,0.00016586,0.575
2020-03-29,58,"italy",97689,10779,60431283,0.00161653,0.00017837,0.563
2020-03-11,0,"jamaica",1,0,2934855,0.00000034,0,0.001
2020-03-12,1,"jamaica",2,0,2934855,0.00000068,0,0.001
2020-03-13,2,"jamaica",8,0,2934855,0.00000273,0,20
2020-03-14,3,"jamaica",8,0,2934855,0.00000273,0,13.5
2020-03-15,4,"jamaica",10,0,2934855,0.00000341,0,7.5
2020-03-16,5,"jamaica",10,0,2934855,0.00000341,0,4.3
2020-03-17,6,"jamaica",12,0,2934855,0.00000409,0,3.25
2020-03-18,7,"jamaica",13,0,2934855,0.00000443,0,2.45
2020-03-19,8,"jamaica",15,1,2934855,0.00000511,0.00000034,2.05
2020-03-20,9,"jamaica",16,1,2934855,0.00000545,0.00000034,1.675
2020-03-21,10,"jamaica",16,1,2934855,0.00000545,0.00000034,1.35
2020-03-22,11,"jamaica",19,1,2934855,0.00000647,0.00000034,1.25
2020-03-23,12,"jamaica",19,1,2934855,0.00000647,0.00000034,1.05
2020-03-24,13,"jamaica",21,1,2934855,0.00000716,0.00000034,0.969
2020-03-25,14,"jamaica",26,1,2934855,0.00000886,0.00000034,0.941
2020-03-26,15,"jamaica",26,1,2934855,0.00000886,0.00000034,0.835
2020-03-27,16,"jamaica",26,1,2934855,0.00000886,0.00000034,0.751
2020-03-28,17,"jamaica",30,1,2934855,0.00001022,0.00000034,0.721
2020-03-29,18,"jamaica",32,1,2934855,0.0000109,0.00000034,0.675
2020-01-22,0,"japan",2,0,126529100,0.00000002,0,0.001
2020-01-23,1,"japan",2,0,126529100,0.00000002,0,0.001
2020-01-24,2,"japan",2,0,126529100,0.00000002,0,0.483
2020-01-25,3,"japan",2,0,126529100,0.00000002,0,0.261
2020-01-26,4,"japan",4,0,126529100,0.00000003,0,0.697
2020-01-27,5,"japan",4,0,126529100,0.00000003,0,0.475
2020-01-28,6,"japan",7,0,126529100,0.00000006,0,0.949
2020-01-29,7,"japan",7,0,126529100,0.00000006,0,0.723
2020-01-30,8,"japan",11,0,126529100,0.00000009,0,0.845
2020-01-31,9,"japan",15,0,126529100,0.00000012,0,0.867
2020-02-01,10,"japan",20,0,126529100,0.00000016,0,0.883
2020-02-02,11,"japan",20,0,126529100,0.00000016,0,0.751
2020-02-03,12,"japan",20,0,126529100,0.00000016,0,0.649
2020-02-04,13,"japan",22,0,126529100,0.00000017,0,0.593
2020-02-05,14,"japan",22,0,126529100,0.00000017,0,0.529
2020-02-06,15,"japan",22,0,126529100,0.00000017,0,0.477
2020-02-07,16,"japan",25,0,126529100,0.0000002,0,0.473
2020-02-08,17,"japan",25,0,126529100,0.0000002,0,0.433
2020-02-09,18,"japan",26,0,126529100,0.00000021,0,0.409
2020-02-10,19,"japan",26,0,126529100,0.00000021,0,0.379
2020-02-11,20,"japan",26,0,126529100,0.00000021,0,0.353
2020-02-12,21,"japan",28,0,126529100,0.00000022,0,0.339
2020-02-13,22,"japan",28,1,126529100,0.00000022,0.00000001,0.319
2020-02-14,23,"japan",29,1,126529100,0.00000023,0.00000001,0.307
2020-02-15,24,"japan",43,1,126529100,0.00000034,0.00000001,0.343
2020-02-16,25,"japan",59,1,126529100,0.00000047,0.00000001,0.367
2020-02-17,26,"japan",66,1,126529100,0.00000052,0.00000001,0.363
2020-02-18,27,"japan",74,1,126529100,0.00000058,0.00000001,0.357
2020-02-19,28,"japan",84,1,126529100,0.00000066,0.00000001,0.357
2020-02-20,29,"japan",94,1,126529100,0.00000074,0.00000001,0.353
2020-02-21,30,"japan",105,1,126529100,0.00000083,0.00000001,0.351
