"Country","Date","Day","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
"Pakistan",2020-03-21,3,730,3,212215030,0.00000344,0.00000001,5.5
"Pakistan",2020-03-22,4,776,5,212215030,0.00000366,0.00000002,1.063
"Pakistan",2020-03-23,5,875,6,212215030,0.00000412,0.00000003,0.504
"Pakistan",2020-03-24,6,972,7,212215030,0.00000458,0.00000003,0.328
"Pakistan",2020-03-25,7,1063,8,212215030,0.00000501,0.00000004,0.247
"Pakistan",2020-03-26,8,1201,9,212215030,0.00000566,0.00000004,0.242
"Pakistan",2020-03-27,9,1373,11,212215030,0.00000647,0.00000005,0.254
"Pakistan",2020-03-28,10,1495,12,212215030,0.00000704,0.00000006,0.235
"Pakistan",2020-03-29,11,1597,14,212215030,0.00000753,0.00000007,0.216
"Pakistan",2020-03-30,12,1717,21,212215030,0.00000809,0.0000001,0.206
"Pakistan",2020-03-31,13,1938,26,212215030,0.00000913,0.00000012,0.218
"Pakistan",2020-04-01,14,2118,27,212215030,0.00000998,0.00000013,0.217
"Pakistan",2020-04-02,15,2421,34,212215030,0.00001141,0.00000016,0.232
"Pakistan",2020-04-03,16,2686,40,212215030,0.00001266,0.00000019,0.236
"Pakistan",2020-04-04,17,2818,41,212215030,0.00001328,0.00000019,0.225
"Pakistan",2020-04-05,18,3157,47,212215030,0.00001488,0.00000022,0.232
"Panama",2020-03-10,0,0,0,4176873,0,0,NA
"Panama",2020-03-11,1,8,1,4176873,0.00000192,0.00000024,0
"Panama",2020-03-12,2,11,1,4176873,0.00000263,0.00000024,0
"Panama",2020-03-13,3,27,1,4176873,0.00000646,0.00000024,20
"Panama",2020-03-14,4,36,1,4176873,0.00000862,0.00000024,10
"Panama",2020-03-15,5,43,1,4176873,0.00001029,0.00000024,4.9
"Panama",2020-03-16,6,55,1,4176873,0.00001317,0.00000024,3.4
"Panama",2020-03-17,7,69,1,4176873,0.00001652,0.00000024,2.6
"Panama",2020-03-18,8,86,1,4176873,0.00002059,0.00000024,2.125
"Panama",2020-03-19,9,109,1,4176873,0.0000261,0.00000024,1.873
"Panama",2020-03-20,10,137,1,4176873,0.0000328,0.00000024,1.685
"Panama",2020-03-21,11,200,1,4176873,0.00004788,0.00000024,1.708
"Panama",2020-03-22,12,313,3,4176873,0.00007494,0.00000072,1.795
"Panama",2020-03-23,13,345,6,4176873,0.0000826,0.00000144,1.564
"Panama",2020-03-24,14,345,6,4176873,0.0000826,0.00000144,1.322
"Panama",2020-03-25,15,443,8,4176873,0.00010606,0.00000192,1.286
"Panama",2020-03-26,16,558,8,4176873,0.00013359,0.00000192,1.246
"Panama",2020-03-27,17,674,9,4176873,0.00016136,0.00000215,1.191
"Panama",2020-03-28,18,786,14,4176873,0.00018818,0.00000335,1.129
"Panama",2020-03-29,19,901,17,4176873,0.00021571,0.00000407,1.069
"Panama",2020-03-30,20,989,24,4176873,0.00023678,0.00000575,1.002
"Panama",2020-03-31,21,1181,30,4176873,0.00028275,0.00000718,0.974
"Panama",2020-04-01,22,1181,30,4176873,0.00028275,0.00000718,0.893
"Panama",2020-04-02,23,1317,32,4176873,0.00031531,0.00000766,0.855
"Panama",2020-04-03,24,1475,37,4176873,0.00035313,0.00000886,0.822
"Panama",2020-04-04,25,1673,41,4176873,0.00040054,0.00000982,0.797
"Panama",2020-04-05,26,1801,46,4176873,0.00043118,0.00001101,0.762
"Peru",2020-03-19,0,0,0,31989256,0,0,NA
"Peru",2020-03-20,1,234,3,31989256,0.00000731,0.00000009,0
"Peru",2020-03-21,2,318,5,31989256,0.00000994,0.00000016,0
"Peru",2020-03-22,3,363,5,31989256,0.00001135,0.00000016,4.7
"Peru",2020-03-23,4,395,5,31989256,0.00001235,0.00000016,0.996
"Peru",2020-03-24,5,416,7,31989256,0.000013,0.00000022,0.294
"Peru",2020-03-25,6,480,9,31989256,0.00001501,0.00000028,0.259
"Peru",2020-03-26,7,580,9,31989256,0.00001813,0.00000028,0.316
"Peru",2020-03-27,8,635,11,31989256,0.00001985,0.00000034,0.266
"Peru",2020-03-28,9,671,16,31989256,0.00002098,0.0000005,0.216
"Peru",2020-03-29,10,852,18,31989256,0.00002663,0.00000056,0.297
"Peru",2020-03-30,11,950,24,31989256,0.0000297,0.00000075,0.29
"Peru",2020-03-31,12,1065,30,31989256,0.00003329,0.00000094,0.289
"Peru",2020-04-01,13,1323,38,31989256,0.00004136,0.00000119,0.332
"Peru",2020-04-02,14,1414,55,31989256,0.0000442,0.00000172,0.31
"Peru",2020-04-03,15,1595,61,31989256,0.00004986,0.00000191,0.312
"Peru",2020-04-04,16,1746,73,31989256,0.00005458,0.00000228,0.305
"Peru",2020-04-05,17,2281,83,31989256,0.00007131,0.00000259,0.351
"Philippines",2020-02-01,0,0,0,106651922,0,0,NA
"Philippines",2020-02-02,1,2,1,106651922,0.00000002,0.00000001,0
"Philippines",2020-02-03,2,2,1,106651922,0.00000002,0.00000001,0
"Philippines",2020-02-04,3,2,1,106651922,0.00000002,0.00000001,0
"Philippines",2020-02-05,4,2,1,106651922,0.00000002,0.00000001,0
"Philippines",2020-02-06,5,2,1,106651922,0.00000002,0.00000001,0
"Philippines",2020-02-07,6,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-08,7,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-09,8,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-10,9,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-11,10,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-12,11,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-13,12,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-14,13,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-15,14,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-16,15,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-17,16,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-18,17,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-19,18,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-20,19,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-21,20,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-22,21,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-23,22,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-24,23,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-25,24,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-26,25,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-27,26,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-28,27,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-02-29,28,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-03-01,29,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-03-02,30,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-03-03,31,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-03-04,32,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-03-05,33,3,1,106651922,0.00000003,0.00000001,0
"Philippines",2020-03-06,34,5,1,106651922,0.00000005,0.00000001,0.005
"Philippines",2020-03-07,35,6,1,106651922,0.00000006,0.00000001,0.024
"Philippines",2020-03-08,36,10,1,106651922,0.00000009,0.00000001,0.063
"Philippines",2020-03-09,37,20,1,106651922,0.00000019,0.00000001,0.128
"Philippines",2020-03-10,38,33,1,106651922,0.00000031,0.00000001,0.168
"Philippines",2020-03-11,39,49,1,106651922,0.00000046,0.00000001,0.197
"Philippines",2020-03-12,40,52,2,106651922,0.00000049,0.00000002,0.197
"Philippines",2020-03-13,41,64,5,106651922,0.0000006,0.00000005,0.209
"Philippines",2020-03-14,42,111,8,106651922,0.00000104,0.00000008,0.248
"Philippines",2020-03-15,43,140,11,106651922,0.00000131,0.0000001,0.26
"Philippines",2020-03-16,44,142,12,106651922,0.00000133,0.00000011,0.255
"Philippines",2020-03-17,45,187,12,106651922,0.00000175,0.00000011,0.27
"Philippines",2020-03-18,46,202,19,106651922,0.00000189,0.00000018,0.269
"Philippines",2020-03-19,47,217,17,106651922,0.00000203,0.00000016,0.269
"Philippines",2020-03-20,48,230,18,106651922,0.00000216,0.00000017,0.267
"Philippines",2020-03-21,49,307,19,106651922,0.00000288,0.00000018,0.281
"Philippines",2020-03-22,50,380,25,106651922,0.00000356,0.00000023,0.29
"Philippines",2020-03-23,51,462,33,106651922,0.00000433,0.00000031,0.297
"Philippines",2020-03-24,52,552,35,106651922,0.00000518,0.00000033,0.302
"Philippines",2020-03-25,53,636,38,106651922,0.00000596,0.00000036,0.305
"Philippines",2020-03-26,54,707,45,106651922,0.00000663,0.00000042,0.306
"Philippines",2020-03-27,55,803,54,106651922,0.00000753,0.00000051,0.308
"Philippines",2020-03-28,56,1075,68,106651922,0.00001008,0.00000064,0.32
"Philippines",2020-03-29,57,1418,71,106651922,0.0000133,0.00000067,0.331
"Philippines",2020-03-30,58,1546,78,106651922,0.0000145,0.00000073,0.33
"Philippines",2020-03-31,59,2084,88,106651922,0.00001954,0.00000083,0.341
"Philippines",2020-04-01,60,2311,96,106651922,0.00002167,0.0000009,0.341
"Philippines",2020-04-02,61,2633,107,106651922,0.00002469,0.000001,0.342
"Philippines",2020-04-03,62,3018,136,106651922,0.0000283,0.00000128,0.344
"Philippines",2020-04-04,63,3094,144,106651922,0.00002901,0.00000135,0.339
"Philippines",2020-04-05,64,3246,152,106651922,0.00003044,0.00000143,0.336
"Poland",2020-03-11,0,0,0,37978548,0,0,NA
"Poland",2020-03-12,1,49,1,37978548,0.00000129,0.00000003,0
"Poland",2020-03-13,2,68,2,37978548,0.00000179,0.00000005,0
"Poland",2020-03-14,3,103,3,37978548,0.00000271,0.00000008,11
"Poland",2020-03-15,4,119,3,37978548,0.00000313,0.00000008,3.35
"Poland",2020-03-16,5,177,4,37978548,0.00000466,0.00000011,2.775
"Poland",2020-03-17,6,238,5,37978548,0.00000627,0.00000013,2.225
"Poland",2020-03-18,7,251,5,37978548,0.00000661,0.00000013,1.438
"Poland",2020-03-19,8,355,5,37978548,0.00000935,0.00000013,1.459
"Poland",2020-03-20,9,425,5,37978548,0.00001119,0.00000013,1.265
"Poland",2020-03-21,10,536,5,37978548,0.00001411,0.00000013,1.189
"Poland",2020-03-22,11,634,7,37978548,0.00001669,0.00000018,1.08
"Poland",2020-03-23,12,749,8,37978548,0.00001972,0.00000021,1
"Poland",2020-03-24,13,901,10,37978548,0.00002372,0.00000026,0.95
"Poland",2020-03-25,14,1051,14,37978548,0.00002767,0.00000037,0.894
"Poland",2020-03-26,15,1221,16,37978548,0.00003215,0.00000042,0.848
"Poland",2020-03-27,16,1389,16,37978548,0.00003657,0.00000042,0.801
"Poland",2020-03-28,17,1638,18,37978548,0.00004313,0.00000047,0.776
"Poland",2020-03-29,18,1862,22,37978548,0.00004903,0.00000058,0.743
"Poland",2020-03-30,19,2055,31,37978548,0.00005411,0.00000082,0.704
"Poland",2020-03-31,20,2311,33,37978548,0.00006085,0.00000087,0.678
"Poland",2020-04-01,21,2554,43,37978548,0.00006725,0.00000113,0.65
"Poland",2020-04-02,22,2946,57,37978548,0.00007757,0.0000015,0.636
"Poland",2020-04-03,23,3383,71,37978548,0.00008908,0.00000187,0.624
"Poland",2020-04-04,24,3627,79,37978548,0.0000955,0.00000208,0.597
"Poland",2020-04-05,25,4102,94,37978548,0.00010801,0.00000248,0.585
"Portugal",2020-03-16,0,0,0,10281762,0,0,NA
"Portugal",2020-03-17,1,448,1,10281762,0.00004357,0.0000001,0
"Portugal",2020-03-18,2,448,2,10281762,0.00004357,0.00000019,0
"Portugal",2020-03-19,3,785,3,10281762,0.00007635,0.00000029,7
"Portugal",2020-03-20,4,1020,6,10281762,0.0000992,0.00000058,2.875
"Portugal",2020-03-21,5,1280,12,10281762,0.00012449,0.00000117,1.788
"Portugal",2020-03-22,6,1600,14,10281762,0.00015562,0.00000136,1.378
"Portugal",2020-03-23,7,2060,23,10281762,0.00020035,0.00000224,1.237
"Portugal",2020-03-24,8,2362,33,10281762,0.00022973,0.00000321,1.001
"Portugal",2020-03-25,9,2995,43,10281762,0.00029129,0.00000418,0.965
"Portugal",2020-03-26,10,3544,60,10281762,0.00034469,0.00000584,0.881
"Portugal",2020-03-27,11,4268,76,10281762,0.0004151,0.00000739,0.835
"Portugal",2020-03-28,12,5170,100,10281762,0.00050283,0.00000973,0.806
"Portugal",2020-03-29,13,5962,119,10281762,0.00057986,0.00001157,0.756
"Portugal",2020-03-30,14,6408,140,10281762,0.00062324,0.00001362,0.682
"Portugal",2020-03-31,15,7443,160,10281762,0.0007239,0.00001556,0.658
"Portugal",2020-04-01,16,8251,187,10281762,0.00080249,0.00001819,0.621
"Portugal",2020-04-02,17,9034,209,10281762,0.00087864,0.00002033,0.586
"Portugal",2020-04-03,18,9886,246,10281762,0.00096151,0.00002393,0.556
"Portugal",2020-04-04,19,10524,266,10281762,0.00102356,0.00002587,0.524
"Portugal",2020-04-05,20,11278,295,10281762,0.00109689,0.00002869,0.498
"Qatar",2020-03-27,0,0,0,2781677,0,0,NA
"Qatar",2020-03-28,1,590,1,2781677,0.0002121,0.00000036,0
"Qatar",2020-03-29,2,634,1,2781677,0.00022792,0.00000036,0
"Qatar",2020-03-30,3,693,1,2781677,0.00024913,0.00000036,0.441
"Qatar",2020-03-31,4,781,2,2781677,0.00028077,0.00000072,0
"Qatar",2020-04-01,5,835,2,2781677,0.00030018,0.00000072,0
"Qatar",2020-04-02,6,949,3,2781677,0.00034116,0.00000108,0
"Qatar",2020-04-03,7,1075,3,2781677,0.00038646,0.00000108,0
"Qatar",2020-04-04,8,1325,3,2781677,0.00047633,0.00000108,0.103
"Qatar",2020-04-05,9,1604,4,2781677,0.00057663,0.00000144,0.179
"Romania",2020-03-21,0,0,0,19473936,0,0,NA
"Romania",2020-03-22,1,433,3,19473936,0.00002223,0.00000015,0
"Romania",2020-03-23,2,576,7,19473936,0.00002958,0.00000036,0
"Romania",2020-03-24,3,794,11,19473936,0.00004077,0.00000056,8
"Romania",2020-03-25,4,906,17,19473936,0.00004652,0.00000087,2.3
"Romania",2020-03-26,5,1029,23,19473936,0.00005284,0.00000118,1.136
"Romania",2020-03-27,6,1292,26,19473936,0.00006635,0.00000134,0.965
"Romania",2020-03-28,7,1452,37,19473936,0.00007456,0.0000019,0.721
"Romania",2020-03-29,8,1815,43,19473936,0.0000932,0.00000221,0.715
"Romania",2020-03-30,9,2109,65,19473936,0.0001083,0.00000334,0.647
"Romania",2020-03-31,10,2245,82,19473936,0.00011528,0.00000421,0.538
"Romania",2020-04-01,11,2460,92,19473936,0.00012632,0.00000472,0.482
"Romania",2020-04-02,12,2738,115,19473936,0.0001406,0.00000591,0.451
"Romania",2020-04-03,13,3183,133,19473936,0.00016345,0.00000683,0.449
"Romania",2020-04-04,14,3613,146,19473936,0.00018553,0.0000075,0.438
"Romania",2020-04-05,15,3864,151,19473936,0.00019842,0.00000775,0.407
"Russia",2020-03-18,0,0,0,144478050,0,0,NA
"Russia",2020-03-19,1,199,1,144478050,0.00000138,0.00000001,0
"Russia",2020-03-20,2,253,1,144478050,0.00000175,0.00000001,0
"Russia",2020-03-21,3,306,1,144478050,0.00000212,0.00000001,4.525
"Russia",2020-03-22,4,367,1,144478050,0.00000254,0.00000001,1.481
"Russia",2020-03-23,5,438,1,144478050,0.00000303,0.00000001,0.884
"Russia",2020-03-24,6,495,1,144478050,0.00000343,0.00000001,0.595
"Russia",2020-03-25,7,658,3,144478050,0.00000455,0.00000002,0.696
"Russia",2020-03-26,8,840,3,144478050,0.00000581,0.00000002,0.72
"Russia",2020-03-27,9,1036,4,144478050,0.00000717,0.00000003,0.708
"Russia",2020-03-28,10,1264,4,144478050,0.00000875,0.00000003,0.693
"Russia",2020-03-29,11,1534,8,144478050,0.00001062,0.00000006,0.68
"Russia",2020-03-30,12,1836,9,144478050,0.00001271,0.00000006,0.664
"Russia",2020-03-31,13,2337,17,144478050,0.00001618,0.00000012,0.685
"Russia",2020-04-01,14,2777,24,144478050,0.00001922,0.00000017,0.669
"Russia",2020-04-02,15,3548,30,144478050,0.00002456,0.00000021,0.689
"Russia",2020-04-03,16,4149,34,144478050,0.00002872,0.00000024,0.67
"Russia",2020-04-04,17,4731,43,144478050,0.00003275,0.0000003,0.644
"Russia",2020-04-05,18,5389,45,144478050,0.0000373,0.00000031,0.623
"Saudi Arabia",2020-03-23,0,0,0,33699947,0,0,NA
"Saudi Arabia",2020-03-24,1,767,1,33699947,0.00002276,0.00000003,0
"Saudi Arabia",2020-03-25,2,900,2,33699947,0.00002671,0.00000006,0
"Saudi Arabia",2020-03-26,3,1012,3,33699947,0.00003003,0.00000009,2.075
"Saudi Arabia",2020-03-27,4,1104,3,33699947,0.00003276,0.00000009,0.195
"Saudi Arabia",2020-03-28,5,1203,4,33699947,0.0000357,0.00000012,0
"Saudi Arabia",2020-03-29,6,1299,8,33699947,0.00003855,0.00000024,0
"Saudi Arabia",2020-03-30,7,1453,8,33699947,0.00004312,0.00000024,0.017
"Saudi Arabia",2020-03-31,8,1563,10,33699947,0.00004638,0.0000003,0.027
"Saudi Arabia",2020-04-01,9,1720,16,33699947,0.00005104,0.00000047,0.054
"Saudi Arabia",2020-04-02,10,1885,21,33699947,0.00005593,0.00000062,0.074
"Saudi Arabia",2020-04-03,11,2039,25,33699947,0.0000605,0.00000074,0.085
"Saudi Arabia",2020-04-04,12,2179,29,33699947,0.00006466,0.00000086,0.09
"Saudi Arabia",2020-04-05,13,2402,34,33699947,0.00007128,0.00000101,0.106
"Serbia",2020-03-19,0,0,0,6982084,0,0,NA
"Serbia",2020-03-20,1,135,1,6982084,0.00001934,0.00000014,0
"Serbia",2020-03-21,2,171,1,6982084,0.00002449,0.00000014,0
"Serbia",2020-03-22,3,222,2,6982084,0.0000318,0.00000029,5.5
"Serbia",2020-03-23,4,249,3,6982084,0.00003566,0.00000043,1.491
"Serbia",2020-03-24,5,303,3,6982084,0.0000434,0.00000043,0.952
"Serbia",2020-03-25,6,384,4,6982084,0.000055,0.00000057,0.862
"Serbia",2020-03-26,7,384,1,6982084,0.000055,0.00000014,0.49
"Serbia",2020-03-27,8,457,1,6982084,0.00006545,0.00000014,0.48
"Serbia",2020-03-28,9,659,10,6982084,0.00009438,0.00000143,0.649
"Serbia",2020-03-29,10,741,13,6982084,0.00010613,0.00000186,0.58
"Serbia",2020-03-30,11,785,16,6982084,0.00011243,0.00000229,0.496
"Serbia",2020-03-31,12,900,16,6982084,0.0001289,0.00000229,0.479
"Serbia",2020-04-01,13,1060,28,6982084,0.00015182,0.00000401,0.48
"Serbia",2020-04-02,14,1171,31,6982084,0.00016771,0.00000444,0.454
"Serbia",2020-04-03,15,1476,39,6982084,0.0002114,0.00000559,0.484
"Serbia",2020-04-04,16,1624,44,6982084,0.0002326,0.0000063,0.462
"Serbia",2020-04-05,17,1908,51,6982084,0.00027327,0.0000073,0.465
"South Africa",2020-03-26,0,0,0,57779622,0,0,NA
"South Africa",2020-03-27,1,1170,1,57779622,0.00002025,0.00000002,0
"South Africa",2020-03-28,2,1187,1,57779622,0.00002054,0.00000002,0
"South Africa",2020-03-29,3,1280,2,57779622,0.00002215,0.00000003,0
"South Africa",2020-03-30,4,1326,3,57779622,0.00002295,0.00000005,0
"South Africa",2020-03-31,5,1353,5,57779622,0.00002342,0.00000009,0
"South Africa",2020-04-01,6,1380,5,57779622,0.00002388,0.00000009,0
"South Africa",2020-04-02,7,1462,5,57779622,0.0000253,0.00000009,0
"South Africa",2020-04-03,8,1505,9,57779622,0.00002605,0.00000016,0
"South Africa",2020-04-04,9,1585,9,57779622,0.00002743,0.00000016,0
"South Africa",2020-04-05,10,1655,11,57779622,0.00002864,0.00000019,0
"Spain",2020-03-02,0,0,0,46723749,0,0,NA
"Spain",2020-03-03,1,165,1,46723749,0.00000353,0.00000002,0
"Spain",2020-03-04,2,222,2,46723749,0.00000475,0.00000004,0
"Spain",2020-03-05,3,259,3,46723749,0.00000554,0.00000006,4.9
"Spain",2020-03-06,4,400,5,46723749,0.00000856,0.00000011,3.35
"Spain",2020-03-07,5,500,10,46723749,0.0000107,0.00000021,2.025
"Spain",2020-03-08,6,673,17,46723749,0.0000144,0.00000036,1.719
"Spain",2020-03-09,7,1073,28,46723749,0.00002296,0.0000006,1.928
"Spain",2020-03-10,8,1695,35,46723749,0.00003628,0.00000075,2.05
"Spain",2020-03-11,9,2277,54,46723749,0.00004873,0.00000116,1.896
"Spain",2020-03-12,10,2277,55,46723749,0.00004873,0.00000118,1.437
"Spain",2020-03-13,11,5232,133,46723749,0.00011198,0.00000285,1.978
"Spain",2020-03-14,12,6391,195,46723749,0.00013678,0.00000417,1.788
"Spain",2020-03-15,13,7798,289,46723749,0.0001669,0.00000619,1.643
"Spain",2020-03-16,14,9942,342,46723749,0.00021278,0.00000732,1.562
"Spain",2020-03-17,15,11748,533,46723749,0.00025144,0.00001141,1.447
"Spain",2020-03-18,16,13910,623,46723749,0.00029771,0.00001333,1.355
"Spain",2020-03-19,17,17963,830,46723749,0.00038445,0.00001776,1.324
"Spain",2020-03-20,18,20410,1043,46723749,0.00043682,0.00002232,1.237
"Spain",2020-03-21,19,25374,1375,46723749,0.00054306,0.00002943,1.202
"Spain",2020-03-22,20,28768,1772,46723749,0.0006157,0.00003793,1.135
"Spain",2020-03-23,21,35136,2311,46723749,0.00075199,0.00004946,1.106
"Spain",2020-03-24,22,39885,2808,46723749,0.00085363,0.0000601,1.054
"Spain",2020-03-25,23,49515,3647,46723749,0.00105974,0.00007805,1.038
"Spain",2020-03-26,24,57786,4365,46723749,0.00123676,0.00009342,1.005
"Spain",2020-03-27,25,65719,5138,46723749,0.00140654,0.00010997,0.968
"Spain",2020-03-28,26,73235,5982,46723749,0.0015674,0.00012803,0.93
"Spain",2020-03-29,27,80110,6803,46723749,0.00171455,0.0001456,0.892
"Spain",2020-03-30,28,87956,7716,46723749,0.00188247,0.00016514,0.858
"Spain",2020-03-31,29,95923,8464,46723749,0.00205298,0.00018115,0.826
"Spain",2020-04-01,30,104118,9387,46723749,0.00222837,0.0002009,0.797
"Spain",2020-04-02,31,112065,10348,46723749,0.00239846,0.00022147,0.768
"Spain",2020-04-03,32,119199,11198,46723749,0.00255114,0.00023966,0.741
"Spain",2020-04-04,33,126168,11947,46723749,0.0027003,0.00025569,0.714
"Spain",2020-04-05,34,131646,12641,46723749,0.00281754,0.00027055,0.688
"Sweden",2020-03-10,0,0,0,10183175,0,0,NA
"Sweden",2020-03-11,1,500,1,10183175,0.0000491,0.0000001,0
"Sweden",2020-03-12,2,599,1,10183175,0.00005882,0.0000001,0
"Sweden",2020-03-13,3,814,1,10183175,0.00007994,0.0000001,5.5
"Sweden",2020-03-14,4,961,2,10183175,0.00009437,0.0000002,1.742
"Sweden",2020-03-15,5,1022,3,10183175,0.00010036,0.00000029,0.672
"Sweden",2020-03-16,6,1103,6,10183175,0.00010832,0.00000059,0.38
"Sweden",2020-03-17,7,1190,7,10183175,0.00011686,0.00000069,0.267
"Sweden",2020-03-18,8,1279,10,10183175,0.0001256,0.00000098,0.213
"Sweden",2020-03-19,9,1439,11,10183175,0.00014131,0.00000108,0.218
"Sweden",2020-03-20,10,1639,16,10183175,0.00016095,0.00000157,0.233
"Sweden",2020-03-21,11,1763,20,10183175,0.00017313,0.00000196,0.217
"Sweden",2020-03-22,12,1934,21,10183175,0.00018992,0.00000206,0.215
"Sweden",2020-03-23,13,2046,25,10183175,0.00020092,0.00000246,0.202
"Sweden",2020-03-24,14,2286,36,10183175,0.00022449,0.00000354,0.211
"Sweden",2020-03-25,15,2526,62,10183175,0.00024806,0.00000609,0.215
"Sweden",2020-03-26,16,2840,77,10183175,0.00027889,0.00000756,0.224
"Sweden",2020-03-27,17,3069,105,10183175,0.00030138,0.00001031,0.222
"Sweden",2020-03-28,18,3447,105,10183175,0.0003385,0.00001031,0.23
"Sweden",2020-03-29,19,3700,110,10183175,0.00036334,0.0000108,0.227
"Sweden",2020-03-30,20,4028,146,10183175,0.00039555,0.00001434,0.228
"Sweden",2020-03-31,21,4435,180,10183175,0.00043552,0.00001768,0.231
"Sweden",2020-04-01,22,4947,239,10183175,0.0004858,0.00002347,0.236
"Sweden",2020-04-02,23,5568,308,10183175,0.00054678,0.00003025,0.243
"Sweden",2020-04-03,24,6131,358,10183175,0.00060207,0.00003516,0.245
"Sweden",2020-04-04,25,6443,373,10183175,0.00063271,0.00003663,0.24
"Sweden",2020-04-05,26,6830,401,10183175,0.00067071,0.00003938,0.237
"Switzerland",2020-03-04,0,0,0,8516543,0,0,NA
"Switzerland",2020-03-05,1,114,1,8516543,0.00001339,0.00000012,0
"Switzerland",2020-03-06,2,214,1,8516543,0.00002513,0.00000012,0
"Switzerland",2020-03-07,3,268,1,8516543,0.00003147,0.00000012,13.5
"Switzerland",2020-03-08,4,337,2,8516543,0.00003957,0.00000023,5
"Switzerland",2020-03-09,5,374,2,8516543,0.00004391,0.00000023,2.35
"Switzerland",2020-03-10,6,491,3,8516543,0.00005765,0.00000035,1.867
"Switzerland",2020-03-11,7,652,4,8516543,0.00007656,0.00000047,1.655
"Switzerland",2020-03-12,8,652,4,8516543,0.00007656,0.00000047,1.11
"Switzerland",2020-03-13,9,1139,11,8516543,0.00013374,0.00000129,1.443
"Switzerland",2020-03-14,10,1359,13,8516543,0.00015957,0.00000153,1.278
"Switzerland",2020-03-15,11,2200,14,8516543,0.00025832,0.00000164,1.445
"Switzerland",2020-03-16,12,2200,14,8516543,0.00025832,0.00000164,1.175
"Switzerland",2020-03-17,13,2700,27,8516543,0.00031703,0.00000317,1.116
"Switzerland",2020-03-18,14,3028,28,8516543,0.00035554,0.00000329,1.017
"Switzerland",2020-03-19,15,4075,41,8516543,0.00047848,0.00000481,1.035
"Switzerland",2020-03-20,16,5294,54,8516543,0.00062161,0.00000634,1.033
"Switzerland",2020-03-21,17,6575,75,8516543,0.00077203,0.00000881,1.011
"Switzerland",2020-03-22,18,7474,98,8516543,0.00087759,0.00001151,0.955
"Switzerland",2020-03-23,19,8795,120,8516543,0.0010327,0.00001409,0.921
"Switzerland",2020-03-24,20,9877,122,8516543,0.00115974,0.00001433,0.876
"Switzerland",2020-03-25,21,10897,153,8516543,0.00127951,0.00001797,0.831
"Switzerland",2020-03-26,22,11811,191,8516543,0.00138683,0.00002243,0.787
"Switzerland",2020-03-27,23,12928,231,8516543,0.00151799,0.00002712,0.752
"Switzerland",2020-03-28,24,14076,264,8516543,0.00165278,0.000031,0.719
"Switzerland",2020-03-29,25,14829,300,8516543,0.0017412,0.00003523,0.683
"Switzerland",2020-03-30,26,15922,359,8516543,0.00186954,0.00004215,0.655
"Switzerland",2020-03-31,27,16605,433,8516543,0.00194973,0.00005084,0.625
"Switzerland",2020-04-01,28,17768,488,8516543,0.00208629,0.0000573,0.602
"Switzerland",2020-04-02,29,18827,536,8516543,0.00221064,0.00006294,0.58
"Switzerland",2020-04-03,30,19606,591,8516543,0.00230211,0.00006939,0.557
"Switzerland",2020-04-04,31,20505,666,8516543,0.00240767,0.0000782,0.537
"Switzerland",2020-04-05,32,21100,715,8516543,0.00247753,0.00008395,0.517
"Thailand",2020-02-29,0,0,0,69428524,0,0,NA
"Thailand",2020-03-01,1,42,1,69428524,0.0000006,0.00000001,0
"Thailand",2020-03-02,2,43,1,69428524,0.00000062,0.00000001,0
"Thailand",2020-03-03,3,43,1,69428524,0.00000062,0.00000001,0
"Thailand",2020-03-04,4,43,1,69428524,0.00000062,0.00000001,0
