"State","Date","Day","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
"Washington",2020-02-29,1,7,1,7614893,0.00000092,0.00000013,0
"Washington",2020-03-01,2,11,1,7614893,0.00000144,0.00000013,0
"Washington",2020-03-02,3,18,6,7614893,0.00000236,0.00000079,16
"Washington",2020-03-03,4,27,7,7614893,0.00000355,0.00000092,8
"Washington",2020-03-04,5,39,10,7614893,0.00000512,0.00000131,5
"Washington",2020-03-05,6,70,11,7614893,0.00000919,0.00000144,4.975
"Washington",2020-03-06,7,78,13,7614893,0.00001024,0.00000171,3.3
"Washington",2020-03-07,8,102,16,7614893,0.00001339,0.0000021,2.75
"Washington",2020-03-08,9,122,18,7614893,0.00001602,0.00000236,2.25
"Washington",2020-03-09,10,122,19,7614893,0.00001602,0.0000025,1.709
"Washington",2020-03-10,11,167,23,7614893,0.00002193,0.00000302,1.66
"Washington",2020-03-11,12,282,24,7614893,0.00003703,0.00000315,1.825
"Washington",2020-03-12,13,442,31,7614893,0.00005804,0.00000407,1.896
"Washington",2020-03-13,14,568,37,7614893,0.00007459,0.00000486,1.791
"Washington",2020-03-14,15,642,39,7614893,0.00008431,0.00000512,1.616
"Washington",2020-03-15,16,603,40,7614893,0.00007919,0.00000525,1.366
"Washington",2020-03-16,17,779,48,7614893,0.0001023,0.0000063,1.335
"Washington",2020-03-17,18,955,55,7614893,0.00012541,0.00000722,1.283
"Washington",2020-03-18,19,1022,67,7614893,0.00013421,0.0000088,1.179
"Washington",2020-03-19,20,1374,73,7614893,0.00018044,0.00000959,1.183
"Washington",2020-03-20,21,1524,83,7614893,0.00020013,0.0000109,1.113
"Washington",2020-03-21,22,1793,94,7614893,0.00023546,0.00001234,1.073
"Washington",2020-03-22,23,1997,97,7614893,0.00026225,0.00001274,1.021
"Washington",2020-03-23,24,2221,109,7614893,0.00029167,0.00001431,0.975
"Washington",2020-03-24,25,2328,116,7614893,0.00030572,0.00001523,0.918
"Washington",2020-03-25,26,2591,133,7614893,0.00034025,0.00001747,0.883
"Washington",2020-03-26,27,3207,150,7614893,0.00042115,0.0000197,0.877
"Washington",2020-03-27,28,3477,157,7614893,0.00045661,0.00002062,0.842
"Washington",2020-03-28,29,4030,188,7614893,0.00052923,0.00002469,0.824
"Washington",2020-03-29,30,4465,198,7614893,0.00058635,0.000026,0.799
"Washington",2020-03-30,31,4923,205,7614893,0.0006465,0.00002692,0.775
"Washington",2020-03-31,32,5432,225,7614893,0.00071334,0.00002955,0.753
"Washington",2020-04-01,33,5608,234,7614893,0.00073645,0.00003073,0.722
"Washington",2020-04-02,34,6389,271,7614893,0.00083901,0.00003559,0.709
"Washington",2020-04-03,35,6846,291,7614893,0.00089903,0.00003821,0.688
"Washington",2020-04-04,36,7247,315,7614893,0.00095169,0.00004137,0.667
"Washington",2020-04-05,37,7825,336,7614893,0.00102759,0.00004412,0.65
"West Virginia",2020-03-29,0,0,0,1792147,0,0,NA
"West Virginia",2020-03-30,1,145,1,1792147,0.00008091,0.00000056,0
"West Virginia",2020-03-31,2,162,1,1792147,0.00009039,0.00000056,0
"West Virginia",2020-04-01,3,191,1,1792147,0.00010658,0.00000056,2.05
"West Virginia",2020-04-02,4,216,2,1792147,0.00012053,0.00000112,0.356
"West Virginia",2020-04-03,5,237,2,1792147,0.00013224,0.00000112,0.086
"West Virginia",2020-04-04,6,282,2,1792147,0.00015735,0.00000112,0.172
"West Virginia",2020-04-05,7,324,3,1792147,0.00018079,0.00000167,0.194
"Wisconsin",2020-03-18,0,0,0,5822434,0,0,NA
"Wisconsin",2020-03-19,1,159,4,5822434,0.00002731,0.00000069,0
"Wisconsin",2020-03-20,2,219,3,5822434,0.00003761,0.00000052,0
"Wisconsin",2020-03-21,3,282,4,5822434,0.00004843,0.00000069,7
"Wisconsin",2020-03-22,4,381,4,5822434,0.00006544,0.00000069,3.25
"Wisconsin",2020-03-23,5,425,5,5822434,0.00007299,0.00000086,1.54
"Wisconsin",2020-03-24,6,481,5,5822434,0.00008261,0.00000086,0.994
"Wisconsin",2020-03-25,7,621,7,5822434,0.00010666,0.0000012,0.957
"Wisconsin",2020-03-26,8,728,10,5822434,0.00012503,0.00000172,0.821
"Wisconsin",2020-03-27,9,926,14,5822434,0.00015904,0.0000024,0.82
"Wisconsin",2020-03-28,10,1055,17,5822434,0.0001812,0.00000292,0.73
"Wisconsin",2020-03-29,11,1164,18,5822434,0.00019992,0.00000309,0.646
"Wisconsin",2020-03-30,12,1230,20,5822434,0.00021125,0.00000343,0.561
"Wisconsin",2020-03-31,13,1412,25,5822434,0.00024251,0.00000429,0.54
"Wisconsin",2020-04-01,14,1556,27,5822434,0.00026724,0.00000464,0.506
"Wisconsin",2020-04-02,15,1748,38,5822434,0.00030022,0.00000653,0.486
"Wisconsin",2020-04-03,16,2012,51,5822434,0.00034556,0.00000876,0.48
"Wisconsin",2020-04-04,17,2030,54,5822434,0.00034865,0.00000927,0.433
"Wisconsin",2020-04-05,18,2320,74,5822434,0.00039846,0.00001271,0.43
