"Date","Day","County_state","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-03-24,0,"Autauga_Alabama",1,0,55869,0.0000179,0
2020-03-25,1,"Autauga_Alabama",4,0,55869,0.0000716,0
2020-03-26,2,"Autauga_Alabama",6,0,55869,0.00010739,0
2020-03-27,3,"Autauga_Alabama",6,0,55869,0.00010739,0
2020-03-28,4,"Autauga_Alabama",6,0,55869,0.00010739,0
2020-03-29,5,"Autauga_Alabama",6,0,55869,0.00010739,0
2020-03-14,0,"Baldwin_Alabama",1,0,223234,0.00000448,0
2020-03-15,1,"Baldwin_Alabama",1,0,223234,0.00000448,0
2020-03-16,2,"Baldwin_Alabama",1,0,223234,0.00000448,0
2020-03-17,3,"Baldwin_Alabama",1,0,223234,0.00000448,0
2020-03-18,4,"Baldwin_Alabama",1,0,223234,0.00000448,0
2020-03-19,5,"Baldwin_Alabama",1,0,223234,0.00000448,0
2020-03-20,6,"Baldwin_Alabama",2,0,223234,0.00000896,0
2020-03-21,7,"Baldwin_Alabama",2,0,223234,0.00000896,0
2020-03-22,8,"Baldwin_Alabama",2,0,223234,0.00000896,0
2020-03-23,9,"Baldwin_Alabama",3,0,223234,0.00001344,0
2020-03-24,10,"Baldwin_Alabama",4,0,223234,0.00001792,0
2020-03-25,11,"Baldwin_Alabama",4,0,223234,0.00001792,0
2020-03-26,12,"Baldwin_Alabama",5,0,223234,0.0000224,0
2020-03-27,13,"Baldwin_Alabama",5,0,223234,0.0000224,0
2020-03-28,14,"Baldwin_Alabama",10,0,223234,0.0000448,0
2020-03-29,15,"Baldwin_Alabama",15,0,223234,0.00006719,0
2020-03-25,0,"Blount_Alabama",1,0,57826,0.00001729,0
2020-03-26,1,"Blount_Alabama",3,0,57826,0.00005188,0
2020-03-27,2,"Blount_Alabama",5,0,57826,0.00008647,0
2020-03-28,3,"Blount_Alabama",5,0,57826,0.00008647,0
2020-03-29,4,"Blount_Alabama",5,0,57826,0.00008647,0
2020-03-26,0,"Bullock_Alabama",2,0,10101,0.000198,0
2020-03-27,1,"Bullock_Alabama",2,0,10101,0.000198,0
2020-03-28,2,"Bullock_Alabama",3,0,10101,0.000297,0
2020-03-29,3,"Bullock_Alabama",3,0,10101,0.000297,0
2020-03-25,0,"Butler_Alabama",1,0,19448,0.00005142,0
2020-03-26,1,"Butler_Alabama",1,0,19448,0.00005142,0
2020-03-27,2,"Butler_Alabama",1,0,19448,0.00005142,0
2020-03-28,3,"Butler_Alabama",1,0,19448,0.00005142,0
2020-03-29,4,"Butler_Alabama",1,0,19448,0.00005142,0
2020-03-18,0,"Calhoun_Alabama",1,0,113605,0.0000088,0
2020-03-19,1,"Calhoun_Alabama",1,0,113605,0.0000088,0
2020-03-20,2,"Calhoun_Alabama",1,0,113605,0.0000088,0
2020-03-21,3,"Calhoun_Alabama",1,0,113605,0.0000088,0
2020-03-22,4,"Calhoun_Alabama",1,0,113605,0.0000088,0
2020-03-23,5,"Calhoun_Alabama",2,0,113605,0.0000176,0
2020-03-24,6,"Calhoun_Alabama",2,0,113605,0.0000176,0
2020-03-25,7,"Calhoun_Alabama",2,0,113605,0.0000176,0
2020-03-26,8,"Calhoun_Alabama",2,0,113605,0.0000176,0
2020-03-27,9,"Calhoun_Alabama",3,0,113605,0.00002641,0
2020-03-28,10,"Calhoun_Alabama",3,0,113605,0.00002641,0
2020-03-29,11,"Calhoun_Alabama",3,0,113605,0.00002641,0
2020-03-19,0,"Chambers_Alabama",1,0,33254,0.00003007,0
2020-03-20,1,"Chambers_Alabama",1,0,33254,0.00003007,0
2020-03-21,2,"Chambers_Alabama",1,0,33254,0.00003007,0
2020-03-22,3,"Chambers_Alabama",2,0,33254,0.00006014,0
2020-03-23,4,"Chambers_Alabama",2,0,33254,0.00006014,0
2020-03-24,5,"Chambers_Alabama",5,0,33254,0.00015036,0
2020-03-25,6,"Chambers_Alabama",10,0,33254,0.00030072,0
2020-03-26,7,"Chambers_Alabama",13,0,33254,0.00039093,0
2020-03-27,8,"Chambers_Alabama",15,0,33254,0.00045107,0
2020-03-28,9,"Chambers_Alabama",17,0,33254,0.00051122,0
2020-03-29,10,"Chambers_Alabama",27,1,33254,0.00081193,0.00003007
2020-03-25,0,"Cherokee_Alabama",1,0,26196,0.00003817,0
2020-03-26,1,"Cherokee_Alabama",1,0,26196,0.00003817,0
2020-03-27,2,"Cherokee_Alabama",1,0,26196,0.00003817,0
2020-03-28,3,"Cherokee_Alabama",1,0,26196,0.00003817,0
2020-03-29,4,"Cherokee_Alabama",2,0,26196,0.00007635,0
2020-03-25,0,"Chilton_Alabama",1,0,44428,0.00002251,0
2020-03-26,1,"Chilton_Alabama",4,0,44428,0.00009003,0
2020-03-27,2,"Chilton_Alabama",7,0,44428,0.00015756,0
2020-03-28,3,"Chilton_Alabama",7,0,44428,0.00015756,0
2020-03-29,4,"Chilton_Alabama",8,0,44428,0.00018007,0
2020-03-26,0,"Choctaw_Alabama",1,0,12589,0.00007943,0
2020-03-27,1,"Choctaw_Alabama",1,0,12589,0.00007943,0
2020-03-28,2,"Choctaw_Alabama",1,0,12589,0.00007943,0
2020-03-29,3,"Choctaw_Alabama",1,0,12589,0.00007943,0
2020-03-25,0,"Clay_Alabama",1,0,13235,0.00007556,0
2020-03-26,1,"Clay_Alabama",1,0,13235,0.00007556,0
2020-03-27,2,"Clay_Alabama",1,0,13235,0.00007556,0
2020-03-28,3,"Clay_Alabama",2,0,13235,0.00015111,0
2020-03-29,4,"Clay_Alabama",2,0,13235,0.00015111,0
2020-03-25,0,"Cleburne_Alabama",1,0,14910,0.00006707,0
2020-03-26,1,"Cleburne_Alabama",1,0,14910,0.00006707,0
2020-03-27,2,"Cleburne_Alabama",3,0,14910,0.00020121,0
2020-03-28,3,"Cleburne_Alabama",4,0,14910,0.00026828,0
2020-03-29,4,"Cleburne_Alabama",5,0,14910,0.00033535,0
2020-03-25,0,"Colbert_Alabama",1,0,55241,0.0000181,0
2020-03-26,1,"Colbert_Alabama",1,0,55241,0.0000181,0
2020-03-27,2,"Colbert_Alabama",1,0,55241,0.0000181,0
2020-03-28,3,"Colbert_Alabama",1,0,55241,0.0000181,0
2020-03-29,4,"Colbert_Alabama",2,0,55241,0.0000362,0
2020-03-26,0,"Coosa_Alabama",2,0,10663,0.00018756,0
2020-03-27,1,"Coosa_Alabama",2,0,10663,0.00018756,0
2020-03-28,2,"Coosa_Alabama",2,0,10663,0.00018756,0
2020-03-29,3,"Coosa_Alabama",3,0,10663,0.00028135,0
2020-03-27,0,"Covington_Alabama",2,0,37049,0.00005398,0
2020-03-28,1,"Covington_Alabama",2,0,37049,0.00005398,0
2020-03-29,2,"Covington_Alabama",2,0,37049,0.00005398,0
2020-03-26,0,"Crenshaw_Alabama",1,0,13772,0.00007261,0
2020-03-27,1,"Crenshaw_Alabama",1,0,13772,0.00007261,0
2020-03-28,2,"Crenshaw_Alabama",1,0,13772,0.00007261,0
2020-03-29,3,"Crenshaw_Alabama",1,0,13772,0.00007261,0
2020-03-20,0,"Cullman_Alabama",1,0,83768,0.00001194,0
2020-03-21,1,"Cullman_Alabama",2,0,83768,0.00002388,0
2020-03-22,2,"Cullman_Alabama",2,0,83768,0.00002388,0
2020-03-23,3,"Cullman_Alabama",2,0,83768,0.00002388,0
2020-03-24,4,"Cullman_Alabama",3,0,83768,0.00003581,0
2020-03-25,5,"Cullman_Alabama",4,0,83768,0.00004775,0
2020-03-26,6,"Cullman_Alabama",6,0,83768,0.00007163,0
2020-03-27,7,"Cullman_Alabama",7,0,83768,0.00008356,0
2020-03-28,8,"Cullman_Alabama",7,0,83768,0.00008356,0
2020-03-29,9,"Cullman_Alabama",7,0,83768,0.00008356,0
2020-03-25,0,"Dallas_Alabama",2,0,37196,0.00005377,0
2020-03-26,1,"Dallas_Alabama",2,0,37196,0.00005377,0
2020-03-27,2,"Dallas_Alabama",2,0,37196,0.00005377,0
2020-03-28,3,"Dallas_Alabama",2,0,37196,0.00005377,0
2020-03-29,4,"Dallas_Alabama",2,0,37196,0.00005377,0
2020-03-26,0,"DeKalb_Alabama",1,0,71513,0.00001398,0
2020-03-27,1,"DeKalb_Alabama",4,0,71513,0.00005593,0
2020-03-28,2,"DeKalb_Alabama",4,0,71513,0.00005593,0
2020-03-29,3,"DeKalb_Alabama",4,0,71513,0.00005593,0
2020-03-13,0,"Elmore_Alabama",1,0,81209,0.00001231,0
2020-03-14,1,"Elmore_Alabama",1,0,81209,0.00001231,0
2020-03-15,2,"Elmore_Alabama",1,0,81209,0.00001231,0
2020-03-16,3,"Elmore_Alabama",1,0,81209,0.00001231,0
2020-03-17,4,"Elmore_Alabama",2,0,81209,0.00002463,0
2020-03-18,5,"Elmore_Alabama",4,0,81209,0.00004926,0
2020-03-19,6,"Elmore_Alabama",5,0,81209,0.00006157,0
2020-03-20,7,"Elmore_Alabama",6,0,81209,0.00007388,0
2020-03-21,8,"Elmore_Alabama",6,0,81209,0.00007388,0
2020-03-22,9,"Elmore_Alabama",6,0,81209,0.00007388,0
2020-03-23,10,"Elmore_Alabama",6,0,81209,0.00007388,0
2020-03-24,11,"Elmore_Alabama",8,0,81209,0.00009851,0
2020-03-25,12,"Elmore_Alabama",9,0,81209,0.00011083,0
2020-03-26,13,"Elmore_Alabama",10,0,81209,0.00012314,0
2020-03-27,14,"Elmore_Alabama",12,0,81209,0.00014777,0
2020-03-28,15,"Elmore_Alabama",13,0,81209,0.00016008,0
2020-03-29,16,"Elmore_Alabama",13,0,81209,0.00016008,0
2020-03-27,0,"Escambia_Alabama",1,0,36633,0.0000273,0
2020-03-28,1,"Escambia_Alabama",1,0,36633,0.0000273,0
2020-03-29,2,"Escambia_Alabama",1,0,36633,0.0000273,0
2020-03-25,0,"Etowah_Alabama",3,0,102268,0.00002933,0
2020-03-26,1,"Etowah_Alabama",4,0,102268,0.00003911,0
2020-03-27,2,"Etowah_Alabama",5,0,102268,0.00004889,0
2020-03-28,3,"Etowah_Alabama",6,0,102268,0.00005867,0
2020-03-29,4,"Etowah_Alabama",6,0,102268,0.00005867,0
2020-03-23,0,"Franklin_Alabama",1,0,31362,0.00003189,0
2020-03-24,1,"Franklin_Alabama",1,0,31362,0.00003189,0
2020-03-25,2,"Franklin_Alabama",2,0,31362,0.00006377,0
2020-03-26,3,"Franklin_Alabama",3,0,31362,0.00009566,0
2020-03-27,4,"Franklin_Alabama",3,0,31362,0.00009566,0
2020-03-28,5,"Franklin_Alabama",3,0,31362,0.00009566,0
2020-03-29,6,"Franklin_Alabama",3,0,31362,0.00009566,0
2020-03-27,0,"Greene_Alabama",1,0,8111,0.00012329,0
2020-03-28,1,"Greene_Alabama",3,0,8111,0.00036987,0
2020-03-29,2,"Greene_Alabama",3,0,8111,0.00036987,0
2020-03-23,0,"Houston_Alabama",1,0,105882,0.00000944,0
2020-03-24,1,"Houston_Alabama",1,0,105882,0.00000944,0
2020-03-25,2,"Houston_Alabama",2,0,105882,0.00001889,0
2020-03-26,3,"Houston_Alabama",3,0,105882,0.00002833,0
2020-03-27,4,"Houston_Alabama",4,0,105882,0.00003778,0
2020-03-28,5,"Houston_Alabama",4,0,105882,0.00003778,0
2020-03-29,6,"Houston_Alabama",8,0,105882,0.00007556,0
2020-03-20,0,"Jackson_Alabama",1,0,51626,0.00001937,0
2020-03-21,1,"Jackson_Alabama",1,0,51626,0.00001937,0
2020-03-22,2,"Jackson_Alabama",1,0,51626,0.00001937,0
2020-03-23,3,"Jackson_Alabama",1,0,51626,0.00001937,0
2020-03-24,4,"Jackson_Alabama",2,0,51626,0.00003874,0
2020-03-25,5,"Jackson_Alabama",2,1,51626,0.00003874,0.00001937
2020-03-26,6,"Jackson_Alabama",4,1,51626,0.00007748,0.00001937
2020-03-27,7,"Jackson_Alabama",5,1,51626,0.00009685,0.00001937
2020-03-28,8,"Jackson_Alabama",5,1,51626,0.00009685,0.00001937
2020-03-29,9,"Jackson_Alabama",5,1,51626,0.00009685,0.00001937
2020-03-13,0,"Jefferson_Alabama",2,0,658573,0.00000304,0
2020-03-14,1,"Jefferson_Alabama",6,0,658573,0.00000911,0
2020-03-15,2,"Jefferson_Alabama",13,0,658573,0.00001974,0
2020-03-16,3,"Jefferson_Alabama",17,0,658573,0.00002581,0
2020-03-17,4,"Jefferson_Alabama",21,0,658573,0.00003189,0
2020-03-18,5,"Jefferson_Alabama",25,0,658573,0.00003796,0
2020-03-19,6,"Jefferson_Alabama",34,0,658573,0.00005163,0
2020-03-20,7,"Jefferson_Alabama",50,0,658573,0.00007592,0
2020-03-21,8,"Jefferson_Alabama",61,0,658573,0.00009262,0
2020-03-22,9,"Jefferson_Alabama",71,0,658573,0.00010781,0
2020-03-23,10,"Jefferson_Alabama",86,0,658573,0.00013059,0
2020-03-24,11,"Jefferson_Alabama",91,0,658573,0.00013818,0
2020-03-25,12,"Jefferson_Alabama",129,0,658573,0.00019588,0
2020-03-26,13,"Jefferson_Alabama",173,0,658573,0.00026269,0
2020-03-27,14,"Jefferson_Alabama",179,0,658573,0.0002718,0
2020-03-28,15,"Jefferson_Alabama",214,0,658573,0.00032494,0
2020-03-29,16,"Jefferson_Alabama",246,0,658573,0.00037353,0
2020-03-20,0,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-21,1,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-22,2,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-23,3,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-24,4,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-25,5,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-26,6,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-27,7,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-28,8,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-29,9,"Lamar_Alabama",1,0,13805,0.00007244,0
2020-03-20,0,"Lauderdale_Alabama",1,0,92729,0.00001078,0
2020-03-21,1,"Lauderdale_Alabama",2,0,92729,0.00002157,0
2020-03-22,2,"Lauderdale_Alabama",2,0,92729,0.00002157,0
2020-03-23,3,"Lauderdale_Alabama",3,0,92729,0.00003235,0
2020-03-24,4,"Lauderdale_Alabama",3,0,92729,0.00003235,0
2020-03-25,5,"Lauderdale_Alabama",7,0,92729,0.00007549,0
2020-03-26,6,"Lauderdale_Alabama",9,1,92729,0.00009706,0.00001078
2020-03-27,7,"Lauderdale_Alabama",11,1,92729,0.00011863,0.00001078
2020-03-28,8,"Lauderdale_Alabama",13,1,92729,0.00014019,0.00001078
2020-03-29,9,"Lauderdale_Alabama",12,1,92729,0.00012941,0.00001078
2020-03-25,0,"Lawrence_Alabama",1,0,32924,0.00003037,0
2020-03-26,1,"Lawrence_Alabama",3,0,32924,0.00009112,0
2020-03-27,2,"Lawrence_Alabama",3,0,32924,0.00009112,0
2020-03-28,3,"Lawrence_Alabama",3,0,32924,0.00009112,0
2020-03-29,4,"Lawrence_Alabama",3,0,32924,0.00009112,0
2020-03-15,0,"Lee_Alabama",1,0,164542,0.00000608,0
2020-03-16,1,"Lee_Alabama",1,0,164542,0.00000608,0
2020-03-17,2,"Lee_Alabama",3,0,164542,0.00001823,0
2020-03-18,3,"Lee_Alabama",7,0,164542,0.00004254,0
2020-03-19,4,"Lee_Alabama",10,0,164542,0.00006077,0
2020-03-20,5,"Lee_Alabama",11,0,164542,0.00006685,0
2020-03-21,6,"Lee_Alabama",12,0,164542,0.00007293,0
2020-03-22,7,"Lee_Alabama",16,0,164542,0.00009724,0
2020-03-23,8,"Lee_Alabama",19,0,164542,0.00011547,0
2020-03-24,9,"Lee_Alabama",26,0,164542,0.00015801,0
2020-03-25,10,"Lee_Alabama",40,0,164542,0.0002431,0
2020-03-26,11,"Lee_Alabama",47,0,164542,0.00028564,0
2020-03-27,12,"Lee_Alabama",53,0,164542,0.00032211,0
2020-03-28,13,"Lee_Alabama",56,0,164542,0.00034034,0
2020-03-29,14,"Lee_Alabama",57,0,164542,0.00034642,0
2020-03-13,0,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-14,1,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-15,2,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-16,3,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-17,4,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-18,5,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-19,6,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-20,7,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-21,8,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-22,9,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-23,10,"Limestone_Alabama",1,0,98915,0.00001011,0
2020-03-24,11,"Limestone_Alabama",4,0,98915,0.00004044,0
2020-03-25,12,"Limestone_Alabama",6,0,98915,0.00006066,0
2020-03-26,13,"Limestone_Alabama",13,0,98915,0.00013143,0
2020-03-27,14,"Limestone_Alabama",16,0,98915,0.00016176,0
2020-03-28,15,"Limestone_Alabama",16,0,98915,0.00016176,0
2020-03-29,16,"Limestone_Alabama",16,0,98915,0.00016176,0
2020-03-26,0,"Lowndes_Alabama",1,0,9726,0.00010282,0
2020-03-27,1,"Lowndes_Alabama",1,0,9726,0.00010282,0
2020-03-28,2,"Lowndes_Alabama",1,0,9726,0.00010282,0
2020-03-29,3,"Lowndes_Alabama",1,0,9726,0.00010282,0
2020-03-29,0,"Macon_Alabama",1,0,18068,0.00005535,0
2020-03-17,0,"Madison_Alabama",1,0,372909,0.00000268,0
2020-03-18,1,"Madison_Alabama",1,0,372909,0.00000268,0
2020-03-19,2,"Madison_Alabama",5,0,372909,0.00001341,0
2020-03-20,3,"Madison_Alabama",7,0,372909,0.00001877,0
2020-03-21,4,"Madison_Alabama",9,0,372909,0.00002413,0
2020-03-22,5,"Madison_Alabama",16,0,372909,0.00004291,0
2020-03-23,6,"Madison_Alabama",21,0,372909,0.00005631,0
2020-03-24,7,"Madison_Alabama",21,0,372909,0.00005631,0
2020-03-25,8,"Madison_Alabama",35,0,372909,0.00009386,0
2020-03-26,9,"Madison_Alabama",43,1,372909,0.00011531,0.00000268
2020-03-27,10,"Madison_Alabama",61,1,372909,0.00016358,0.00000268
2020-03-28,11,"Madison_Alabama",62,1,372909,0.00016626,0.00000268
2020-03-29,12,"Madison_Alabama",80,1,372909,0.00021453,0.00000268
2020-03-26,0,"Marengo_Alabama",1,0,18863,0.00005301,0
2020-03-27,1,"Marengo_Alabama",2,0,18863,0.00010603,0
2020-03-28,2,"Marengo_Alabama",3,0,18863,0.00015904,0
2020-03-29,3,"Marengo_Alabama",5,0,18863,0.00026507,0
2020-03-21,0,"Marion_Alabama",1,0,29709,0.00003366,0
2020-03-22,1,"Marion_Alabama",1,0,29709,0.00003366,0
2020-03-23,2,"Marion_Alabama",1,0,29709,0.00003366,0
2020-03-24,3,"Marion_Alabama",1,0,29709,0.00003366,0
2020-03-25,4,"Marion_Alabama",3,0,29709,0.00010098,0
2020-03-26,5,"Marion_Alabama",7,0,29709,0.00023562,0
2020-03-27,6,"Marion_Alabama",7,0,29709,0.00023562,0
2020-03-28,7,"Marion_Alabama",9,0,29709,0.00030294,0
2020-03-29,8,"Marion_Alabama",10,0,29709,0.0003366,0
2020-03-25,0,"Marshall_Alabama",1,0,96774,0.00001033,0
2020-03-26,1,"Marshall_Alabama",3,0,96774,0.000031,0
2020-03-27,2,"Marshall_Alabama",4,0,96774,0.00004133,0
2020-03-28,3,"Marshall_Alabama",4,0,96774,0.00004133,0
2020-03-29,4,"Marshall_Alabama",5,0,96774,0.00005167,0
2020-03-19,0,"Mobile_Alabama",1,0,413210,0.00000242,0
2020-03-20,1,"Mobile_Alabama",2,0,413210,0.00000484,0
2020-03-21,2,"Mobile_Alabama",2,0,413210,0.00000484,0
2020-03-22,3,"Mobile_Alabama",2,0,413210,0.00000484,0
2020-03-23,4,"Mobile_Alabama",2,0,413210,0.00000484,0
2020-03-24,5,"Mobile_Alabama",6,0,413210,0.00001452,0
2020-03-25,6,"Mobile_Alabama",10,0,413210,0.0000242,0
2020-03-26,7,"Mobile_Alabama",21,0,413210,0.00005082,0
2020-03-27,8,"Mobile_Alabama",23,1,413210,0.00005566,0.00000242
2020-03-28,9,"Mobile_Alabama",34,1,413210,0.00008228,0.00000242
2020-03-29,10,"Mobile_Alabama",41,1,413210,0.00009922,0.00000242
2020-03-28,0,"Monroe_Alabama",1,0,20733,0.00004823,0
2020-03-29,1,"Monroe_Alabama",1,0,20733,0.00004823,0
2020-03-13,0,"Montgomery_Alabama",1,0,226486,0.00000442,0
2020-03-14,1,"Montgomery_Alabama",1,0,226486,0.00000442,0
2020-03-15,2,"Montgomery_Alabama",1,0,226486,0.00000442,0
2020-03-16,3,"Montgomery_Alabama",2,0,226486,0.00000883,0
2020-03-17,4,"Montgomery_Alabama",2,0,226486,0.00000883,0
2020-03-18,5,"Montgomery_Alabama",2,0,226486,0.00000883,0
2020-03-19,6,"Montgomery_Alabama",3,0,226486,0.00001325,0
2020-03-20,7,"Montgomery_Alabama",3,0,226486,0.00001325,0
2020-03-21,8,"Montgomery_Alabama",3,0,226486,0.00001325,0
2020-03-22,9,"Montgomery_Alabama",3,0,226486,0.00001325,0
2020-03-23,10,"Montgomery_Alabama",4,0,226486,0.00001766,0
2020-03-24,11,"Montgomery_Alabama",9,0,226486,0.00003974,0
2020-03-25,12,"Montgomery_Alabama",13,0,226486,0.0000574,0
2020-03-26,13,"Montgomery_Alabama",17,0,226486,0.00007506,0
2020-03-27,14,"Montgomery_Alabama",18,0,226486,0.00007948,0
2020-03-28,15,"Montgomery_Alabama",18,0,226486,0.00007948,0
2020-03-29,16,"Montgomery_Alabama",22,0,226486,0.00009714,0
2020-03-24,0,"Morgan_Alabama",2,0,119679,0.00001671,0
2020-03-25,1,"Morgan_Alabama",5,0,119679,0.00004178,0
2020-03-26,2,"Morgan_Alabama",9,0,119679,0.0000752,0
2020-03-27,3,"Morgan_Alabama",13,0,119679,0.00010862,0
2020-03-28,4,"Morgan_Alabama",15,0,119679,0.00012534,0
2020-03-29,5,"Morgan_Alabama",17,0,119679,0.00014205,0
2020-03-25,0,"Pickens_Alabama",1,0,19930,0.00005018,0
2020-03-26,1,"Pickens_Alabama",1,0,19930,0.00005018,0
2020-03-27,2,"Pickens_Alabama",1,0,19930,0.00005018,0
2020-03-28,3,"Pickens_Alabama",1,0,19930,0.00005018,0
2020-03-29,4,"Pickens_Alabama",2,0,19930,0.00010035,0
2020-03-25,0,"Pike_Alabama",1,0,33114,0.0000302,0
2020-03-26,1,"Pike_Alabama",2,0,33114,0.0000604,0
2020-03-27,2,"Pike_Alabama",4,0,33114,0.00012079,0
2020-03-28,3,"Pike_Alabama",4,0,33114,0.00012079,0
2020-03-29,4,"Pike_Alabama",4,0,33114,0.00012079,0
2020-03-27,0,"Randolph_Alabama",1,0,22722,0.00004401,0
2020-03-28,1,"Randolph_Alabama",2,0,22722,0.00008802,0
2020-03-29,2,"Randolph_Alabama",2,0,22722,0.00008802,0
2020-03-25,0,"Russell_Alabama",1,0,57961,0.00001725,0
2020-03-26,1,"Russell_Alabama",1,0,57961,0.00001725,0
2020-03-27,2,"Russell_Alabama",1,0,57961,0.00001725,0
2020-03-28,3,"Russell_Alabama",1,0,57961,0.00001725,0
2020-03-29,4,"Russell_Alabama",1,0,57961,0.00001725,0
2020-03-17,0,"St. Clair_Alabama",1,0,89512,0.00001117,0
2020-03-18,1,"St. Clair_Alabama",1,0,89512,0.00001117,0
2020-03-19,2,"St. Clair_Alabama",1,0,89512,0.00001117,0
2020-03-20,3,"St. Clair_Alabama",1,0,89512,0.00001117,0
2020-03-21,4,"St. Clair_Alabama",1,0,89512,0.00001117,0
2020-03-22,5,"St. Clair_Alabama",3,0,89512,0.00003352,0
2020-03-23,6,"St. Clair_Alabama",3,0,89512,0.00003352,0
2020-03-24,7,"St. Clair_Alabama",4,0,89512,0.00004469,0
2020-03-25,8,"St. Clair_Alabama",6,0,89512,0.00006703,0
2020-03-26,9,"St. Clair_Alabama",6,0,89512,0.00006703,0
2020-03-27,10,"St. Clair_Alabama",9,0,89512,0.00010055,0
2020-03-28,11,"St. Clair_Alabama",10,0,89512,0.00011172,0
2020-03-29,12,"St. Clair_Alabama",13,0,89512,0.00014523,0
2020-03-15,0,"Shelby_Alabama",2,0,217702,0.00000919,0
2020-03-16,1,"Shelby_Alabama",3,0,217702,0.00001378,0
2020-03-17,2,"Shelby_Alabama",4,0,217702,0.00001837,0
2020-03-18,3,"Shelby_Alabama",4,0,217702,0.00001837,0
2020-03-19,4,"Shelby_Alabama",9,0,217702,0.00004134,0
2020-03-20,5,"Shelby_Alabama",10,0,217702,0.00004593,0
2020-03-21,6,"Shelby_Alabama",16,0,217702,0.00007349,0
2020-03-22,7,"Shelby_Alabama",17,0,217702,0.00007809,0
2020-03-23,8,"Shelby_Alabama",22,0,217702,0.00010106,0
2020-03-24,9,"Shelby_Alabama",27,0,217702,0.00012402,0
2020-03-25,10,"Shelby_Alabama",42,0,217702,0.00019292,0
2020-03-26,11,"Shelby_Alabama",53,0,217702,0.00024345,0
2020-03-27,12,"Shelby_Alabama",70,0,217702,0.00032154,0
2020-03-28,13,"Shelby_Alabama",72,0,217702,0.00033073,0
2020-03-29,14,"Shelby_Alabama",79,0,217702,0.00036288,0
2020-03-18,0,"Talladega_Alabama",1,0,79978,0.0000125,0
2020-03-19,1,"Talladega_Alabama",1,0,79978,0.0000125,0
2020-03-20,2,"Talladega_Alabama",1,0,79978,0.0000125,0
2020-03-21,3,"Talladega_Alabama",1,0,79978,0.0000125,0
2020-03-22,4,"Talladega_Alabama",1,0,79978,0.0000125,0
2020-03-23,5,"Talladega_Alabama",1,0,79978,0.0000125,0
2020-03-24,6,"Talladega_Alabama",2,0,79978,0.00002501,0
2020-03-25,7,"Talladega_Alabama",3,0,79978,0.00003751,0
2020-03-26,8,"Talladega_Alabama",4,0,79978,0.00005001,0
2020-03-27,9,"Talladega_Alabama",4,0,79978,0.00005001,0
2020-03-28,10,"Talladega_Alabama",4,0,79978,0.00005001,0
2020-03-29,11,"Talladega_Alabama",4,0,79978,0.00005001,0
2020-03-23,0,"Tallapoosa_Alabama",1,0,40367,0.00002477,0
2020-03-24,1,"Tallapoosa_Alabama",2,0,40367,0.00004955,0
2020-03-25,2,"Tallapoosa_Alabama",4,0,40367,0.00009909,0
2020-03-26,3,"Tallapoosa_Alabama",4,0,40367,0.00009909,0
2020-03-27,4,"Tallapoosa_Alabama",5,0,40367,0.00012386,0
2020-03-28,5,"Tallapoosa_Alabama",5,0,40367,0.00012386,0
2020-03-29,6,"Tallapoosa_Alabama",8,0,40367,0.00019818,0
2020-03-13,0,"Tuscaloosa_Alabama",1,0,209355,0.00000478,0
2020-03-14,1,"Tuscaloosa_Alabama",2,0,209355,0.00000955,0
2020-03-15,2,"Tuscaloosa_Alabama",3,0,209355,0.00001433,0
2020-03-16,3,"Tuscaloosa_Alabama",3,0,209355,0.00001433,0
2020-03-17,4,"Tuscaloosa_Alabama",3,0,209355,0.00001433,0
2020-03-18,5,"Tuscaloosa_Alabama",3,0,209355,0.00001433,0
2020-03-19,6,"Tuscaloosa_Alabama",4,0,209355,0.00001911,0
2020-03-20,7,"Tuscaloosa_Alabama",4,0,209355,0.00001911,0
2020-03-21,8,"Tuscaloosa_Alabama",6,0,209355,0.00002866,0
2020-03-22,9,"Tuscaloosa_Alabama",7,0,209355,0.00003344,0
2020-03-23,10,"Tuscaloosa_Alabama",9,0,209355,0.00004299,0
2020-03-24,11,"Tuscaloosa_Alabama",10,0,209355,0.00004777,0
