"Date","Day","State","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-04-02,14,"Vermont",338,17,623989,0.00054168,0.00002724
2020-04-03,15,"Vermont",389,17,623989,0.00062341,0.00002724
2020-04-04,16,"Vermont",461,20,623989,0.0007388,0.00003205
2020-03-14,0,"Virginia",37,1,8535519,0.00000433,0.00000012
2020-03-15,1,"Virginia",37,1,8535519,0.00000433,0.00000012
2020-03-16,2,"Virginia",49,2,8535519,0.00000574,0.00000023
2020-03-17,3,"Virginia",67,2,8535519,0.00000785,0.00000023
2020-03-18,4,"Virginia",79,2,8535519,0.00000926,0.00000023
2020-03-19,5,"Virginia",103,2,8535519,0.00001207,0.00000023
2020-03-20,6,"Virginia",123,2,8535519,0.00001441,0.00000023
2020-03-21,7,"Virginia",157,3,8535519,0.00001839,0.00000035
2020-03-22,8,"Virginia",220,6,8535519,0.00002577,0.0000007
2020-03-23,9,"Virginia",254,6,8535519,0.00002976,0.0000007
2020-03-24,10,"Virginia",293,9,8535519,0.00003433,0.00000105
2020-03-25,11,"Virginia",396,9,8535519,0.00004639,0.00000105
2020-03-26,12,"Virginia",466,10,8535519,0.0000546,0.00000117
2020-03-27,13,"Virginia",607,10,8535519,0.00007111,0.00000117
2020-03-28,14,"Virginia",740,13,8535519,0.0000867,0.00000152
2020-03-29,15,"Virginia",890,20,8535519,0.00010427,0.00000234
2020-03-30,16,"Virginia",1020,15,8535519,0.0001195,0.00000176
2020-03-31,17,"Virginia",1249,27,8535519,0.00014633,0.00000316
2020-04-01,18,"Virginia",1483,34,8535519,0.00017374,0.00000398
2020-04-02,19,"Virginia",1706,41,8535519,0.00019987,0.0000048
2020-04-03,20,"Virginia",2012,46,8535519,0.00023572,0.00000539
2020-04-04,21,"Virginia",2407,52,8535519,0.000282,0.00000609
2020-02-29,0,"Washington",7,1,7614893,0.00000092,0.00000013
2020-03-01,1,"Washington",11,1,7614893,0.00000144,0.00000013
2020-03-02,2,"Washington",18,6,7614893,0.00000236,0.00000079
2020-03-03,3,"Washington",27,7,7614893,0.00000355,0.00000092
2020-03-04,4,"Washington",39,10,7614893,0.00000512,0.00000131
2020-03-05,5,"Washington",70,11,7614893,0.00000919,0.00000144
2020-03-06,6,"Washington",78,13,7614893,0.00001024,0.00000171
2020-03-07,7,"Washington",102,16,7614893,0.00001339,0.0000021
2020-03-08,8,"Washington",122,18,7614893,0.00001602,0.00000236
2020-03-09,9,"Washington",122,19,7614893,0.00001602,0.0000025
2020-03-10,10,"Washington",167,23,7614893,0.00002193,0.00000302
2020-03-11,11,"Washington",282,24,7614893,0.00003703,0.00000315
2020-03-12,12,"Washington",442,31,7614893,0.00005804,0.00000407
2020-03-13,13,"Washington",568,37,7614893,0.00007459,0.00000486
2020-03-14,14,"Washington",642,39,7614893,0.00008431,0.00000512
2020-03-15,15,"Washington",603,40,7614893,0.00007919,0.00000525
2020-03-16,16,"Washington",779,48,7614893,0.0001023,0.0000063
2020-03-17,17,"Washington",955,55,7614893,0.00012541,0.00000722
2020-03-18,18,"Washington",1022,67,7614893,0.00013421,0.0000088
2020-03-19,19,"Washington",1374,73,7614893,0.00018044,0.00000959
2020-03-20,20,"Washington",1524,83,7614893,0.00020013,0.0000109
2020-03-21,21,"Washington",1793,94,7614893,0.00023546,0.00001234
2020-03-22,22,"Washington",1997,97,7614893,0.00026225,0.00001274
2020-03-23,23,"Washington",2221,109,7614893,0.00029167,0.00001431
2020-03-24,24,"Washington",2328,116,7614893,0.00030572,0.00001523
2020-03-25,25,"Washington",2591,133,7614893,0.00034025,0.00001747
2020-03-26,26,"Washington",3207,150,7614893,0.00042115,0.0000197
2020-03-27,27,"Washington",3477,157,7614893,0.00045661,0.00002062
2020-03-28,28,"Washington",4030,188,7614893,0.00052923,0.00002469
2020-03-29,29,"Washington",4465,198,7614893,0.00058635,0.000026
2020-03-30,30,"Washington",4923,205,7614893,0.0006465,0.00002692
2020-03-31,31,"Washington",5432,225,7614893,0.00071334,0.00002955
2020-04-01,32,"Washington",5608,234,7614893,0.00073645,0.00003073
2020-04-02,33,"Washington",6389,271,7614893,0.00083901,0.00003559
2020-04-03,34,"Washington",6846,291,7614893,0.00089903,0.00003821
2020-04-04,35,"Washington",7247,315,7614893,0.00095169,0.00004137
2020-03-30,0,"West Virginia",145,1,1792147,0.00008091,0.00000056
2020-03-31,1,"West Virginia",162,1,1792147,0.00009039,0.00000056
2020-04-01,2,"West Virginia",191,1,1792147,0.00010658,0.00000056
2020-04-02,3,"West Virginia",216,2,1792147,0.00012053,0.00000112
2020-04-03,4,"West Virginia",237,2,1792147,0.00013224,0.00000112
2020-04-04,5,"West Virginia",282,2,1792147,0.00015735,0.00000112
2020-03-19,0,"Wisconsin",159,4,5822434,0.00002731,0.00000069
2020-03-20,1,"Wisconsin",219,3,5822434,0.00003761,0.00000052
2020-03-21,2,"Wisconsin",282,4,5822434,0.00004843,0.00000069
2020-03-22,3,"Wisconsin",381,4,5822434,0.00006544,0.00000069
2020-03-23,4,"Wisconsin",425,5,5822434,0.00007299,0.00000086
2020-03-24,5,"Wisconsin",481,5,5822434,0.00008261,0.00000086
2020-03-25,6,"Wisconsin",621,7,5822434,0.00010666,0.0000012
2020-03-26,7,"Wisconsin",728,10,5822434,0.00012503,0.00000172
2020-03-27,8,"Wisconsin",926,14,5822434,0.00015904,0.0000024
2020-03-28,9,"Wisconsin",1055,17,5822434,0.0001812,0.00000292
2020-03-29,10,"Wisconsin",1164,18,5822434,0.00019992,0.00000309
2020-03-30,11,"Wisconsin",1230,20,5822434,0.00021125,0.00000343
2020-03-31,12,"Wisconsin",1412,25,5822434,0.00024251,0.00000429
2020-04-01,13,"Wisconsin",1556,27,5822434,0.00026724,0.00000464
2020-04-02,14,"Wisconsin",1748,38,5822434,0.00030022,0.00000653
2020-04-03,15,"Wisconsin",2012,51,5822434,0.00034556,0.00000876
2020-04-04,16,"Wisconsin",2030,54,5822434,0.00034865,0.00000927
