"Date","Day","Country","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-03-31,14,"Malaysia",2766,43,31528585,0.00008773,0.00000136
2020-04-01,15,"Malaysia",2908,45,31528585,0.00009223,0.00000143
2020-04-02,16,"Malaysia",3116,50,31528585,0.00009883,0.00000159
2020-04-03,17,"Malaysia",3333,53,31528585,0.00010571,0.00000168
2020-04-04,18,"Malaysia",3483,57,31528585,0.00011047,0.00000181
2020-04-05,19,"Malaysia",3662,61,31528585,0.00011615,0.00000193
2020-03-29,0,"Mali",18,1,19077690,0.00000094,0.00000005
2020-03-30,1,"Mali",25,2,19077690,0.00000131,0.0000001
2020-03-31,2,"Mali",28,2,19077690,0.00000147,0.0000001
2020-04-01,3,"Mali",31,3,19077690,0.00000162,0.00000016
2020-04-02,4,"Mali",36,3,19077690,0.00000189,0.00000016
2020-04-03,5,"Mali",39,3,19077690,0.00000204,0.00000016
2020-04-04,6,"Mali",41,3,19077690,0.00000215,0.00000016
2020-04-05,7,"Mali",45,5,19077690,0.00000236,0.00000026
2020-03-30,0,"Mauritania",5,1,4403319,0.00000114,0.00000023
2020-03-31,1,"Mauritania",6,1,4403319,0.00000136,0.00000023
2020-04-01,2,"Mauritania",6,1,4403319,0.00000136,0.00000023
2020-04-02,3,"Mauritania",6,1,4403319,0.00000136,0.00000023
2020-04-03,4,"Mauritania",6,1,4403319,0.00000136,0.00000023
2020-04-04,5,"Mauritania",6,1,4403319,0.00000136,0.00000023
2020-04-05,6,"Mauritania",6,1,4403319,0.00000136,0.00000023
2020-03-21,0,"Mauritius",14,1,1265303,0.00001106,0.00000079
2020-03-22,1,"Mauritius",28,2,1265303,0.00002213,0.00000158
2020-03-23,2,"Mauritius",36,2,1265303,0.00002845,0.00000158
2020-03-24,3,"Mauritius",42,2,1265303,0.00003319,0.00000158
2020-03-25,4,"Mauritius",48,2,1265303,0.00003794,0.00000158
2020-03-26,5,"Mauritius",81,2,1265303,0.00006402,0.00000158
2020-03-27,6,"Mauritius",94,2,1265303,0.00007429,0.00000158
2020-03-28,7,"Mauritius",102,2,1265303,0.00008061,0.00000158
2020-03-29,8,"Mauritius",107,3,1265303,0.00008456,0.00000237
2020-03-30,9,"Mauritius",128,3,1265303,0.00010116,0.00000237
2020-03-31,10,"Mauritius",143,5,1265303,0.00011302,0.00000395
2020-04-01,11,"Mauritius",161,6,1265303,0.00012724,0.00000474
2020-04-02,12,"Mauritius",169,7,1265303,0.00013356,0.00000553
2020-04-03,13,"Mauritius",186,7,1265303,0.000147,0.00000553
2020-04-04,14,"Mauritius",196,7,1265303,0.0001549,0.00000553
2020-04-05,15,"Mauritius",227,7,1265303,0.0001794,0.00000553
2020-03-19,0,"Mexico",118,1,126190788,0.00000094,0.00000001
2020-03-20,1,"Mexico",164,1,126190788,0.0000013,0.00000001
2020-03-21,2,"Mexico",203,2,126190788,0.00000161,0.00000002
2020-03-22,3,"Mexico",251,2,126190788,0.00000199,0.00000002
2020-03-23,4,"Mexico",316,3,126190788,0.0000025,0.00000002
2020-03-24,5,"Mexico",367,4,126190788,0.00000291,0.00000003
2020-03-25,6,"Mexico",405,5,126190788,0.00000321,0.00000004
2020-03-26,7,"Mexico",475,6,126190788,0.00000376,0.00000005
2020-03-27,8,"Mexico",585,8,126190788,0.00000464,0.00000006
2020-03-28,9,"Mexico",717,12,126190788,0.00000568,0.0000001
2020-03-29,10,"Mexico",848,16,126190788,0.00000672,0.00000013
2020-03-30,11,"Mexico",993,20,126190788,0.00000787,0.00000016
2020-03-31,12,"Mexico",1094,28,126190788,0.00000867,0.00000022
2020-04-01,13,"Mexico",1215,29,126190788,0.00000963,0.00000023
2020-04-02,14,"Mexico",1378,37,126190788,0.00001092,0.00000029
2020-04-03,15,"Mexico",1510,50,126190788,0.00001197,0.0000004
2020-04-04,16,"Mexico",1688,60,126190788,0.00001338,0.00000048
2020-04-05,17,"Mexico",1890,79,126190788,0.00001498,0.00000063
2020-03-18,0,"Moldova",30,1,3545883,0.00000846,0.00000028
2020-03-19,1,"Moldova",49,1,3545883,0.00001382,0.00000028
2020-03-20,2,"Moldova",66,1,3545883,0.00001861,0.00000028
2020-03-21,3,"Moldova",80,1,3545883,0.00002256,0.00000028
2020-03-22,4,"Moldova",94,1,3545883,0.00002651,0.00000028
2020-03-23,5,"Moldova",109,1,3545883,0.00003074,0.00000028
2020-03-24,6,"Moldova",125,1,3545883,0.00003525,0.00000028
2020-03-25,7,"Moldova",149,1,3545883,0.00004202,0.00000028
2020-03-26,8,"Moldova",177,1,3545883,0.00004992,0.00000028
2020-03-27,9,"Moldova",199,2,3545883,0.00005612,0.00000056
2020-03-28,10,"Moldova",231,2,3545883,0.00006515,0.00000056
2020-03-29,11,"Moldova",263,2,3545883,0.00007417,0.00000056
2020-03-30,12,"Moldova",298,2,3545883,0.00008404,0.00000056
2020-03-31,13,"Moldova",353,4,3545883,0.00009955,0.00000113
2020-04-01,14,"Moldova",423,5,3545883,0.00011929,0.00000141
2020-04-02,15,"Moldova",505,6,3545883,0.00014242,0.00000169
2020-04-03,16,"Moldova",591,8,3545883,0.00016667,0.00000226
2020-04-04,17,"Moldova",752,12,3545883,0.00021208,0.00000338
2020-04-05,18,"Moldova",864,15,3545883,0.00024366,0.00000423
2020-03-29,0,"Monaco",46,1,38682,0.00118918,0.00002585
2020-03-30,1,"Monaco",49,1,38682,0.00126674,0.00002585
2020-03-31,2,"Monaco",52,1,38682,0.00134429,0.00002585
2020-04-01,3,"Monaco",55,1,38682,0.00142185,0.00002585
2020-04-02,4,"Monaco",60,1,38682,0.00155111,0.00002585
2020-04-03,5,"Monaco",64,1,38682,0.00165452,0.00002585
2020-04-04,6,"Monaco",66,1,38682,0.00170622,0.00002585
2020-04-05,7,"Monaco",73,1,38682,0.00188718,0.00002585
2020-03-23,0,"Montenegro",27,1,622345,0.00004338,0.00000161
2020-03-24,1,"Montenegro",47,1,622345,0.00007552,0.00000161
2020-03-25,2,"Montenegro",52,1,622345,0.00008355,0.00000161
2020-03-26,3,"Montenegro",69,1,622345,0.00011087,0.00000161
2020-03-27,4,"Montenegro",82,1,622345,0.00013176,0.00000161
2020-03-28,5,"Montenegro",84,1,622345,0.00013497,0.00000161
2020-03-29,6,"Montenegro",85,1,622345,0.00013658,0.00000161
2020-03-30,7,"Montenegro",91,1,622345,0.00014622,0.00000161
2020-03-31,8,"Montenegro",109,2,622345,0.00017514,0.00000321
2020-04-01,9,"Montenegro",123,2,622345,0.00019764,0.00000321
2020-04-02,10,"Montenegro",144,2,622345,0.00023138,0.00000321
2020-04-03,11,"Montenegro",174,2,622345,0.00027959,0.00000321
2020-04-04,12,"Montenegro",201,2,622345,0.00032297,0.00000321
2020-04-05,13,"Montenegro",214,2,622345,0.00034386,0.00000321
2020-03-10,0,"Morocco",3,1,36029138,0.00000008,0.00000003
2020-03-11,1,"Morocco",5,1,36029138,0.00000014,0.00000003
2020-03-12,2,"Morocco",6,1,36029138,0.00000017,0.00000003
2020-03-13,3,"Morocco",7,1,36029138,0.00000019,0.00000003
2020-03-14,4,"Morocco",17,1,36029138,0.00000047,0.00000003
2020-03-15,5,"Morocco",28,1,36029138,0.00000078,0.00000003
2020-03-16,6,"Morocco",29,1,36029138,0.0000008,0.00000003
2020-03-17,7,"Morocco",38,2,36029138,0.00000105,0.00000006
2020-03-18,8,"Morocco",49,2,36029138,0.00000136,0.00000006
2020-03-19,9,"Morocco",63,2,36029138,0.00000175,0.00000006
2020-03-20,10,"Morocco",77,3,36029138,0.00000214,0.00000008
2020-03-21,11,"Morocco",96,3,36029138,0.00000266,0.00000008
2020-03-22,12,"Morocco",115,4,36029138,0.00000319,0.00000011
2020-03-23,13,"Morocco",143,4,36029138,0.00000397,0.00000011
2020-03-24,14,"Morocco",170,5,36029138,0.00000472,0.00000014
2020-03-25,15,"Morocco",225,6,36029138,0.00000624,0.00000017
2020-03-26,16,"Morocco",275,11,36029138,0.00000763,0.00000031
2020-03-27,17,"Morocco",345,23,36029138,0.00000958,0.00000064
2020-03-28,18,"Morocco",402,25,36029138,0.00001116,0.00000069
2020-03-29,19,"Morocco",479,26,36029138,0.00001329,0.00000072
2020-03-30,20,"Morocco",556,33,36029138,0.00001543,0.00000092
2020-03-31,21,"Morocco",617,36,36029138,0.00001713,0.000001
2020-04-01,22,"Morocco",654,39,36029138,0.00001815,0.00000108
2020-04-02,23,"Morocco",708,44,36029138,0.00001965,0.00000122
2020-04-03,24,"Morocco",791,48,36029138,0.00002195,0.00000133
2020-04-04,25,"Morocco",919,59,36029138,0.00002551,0.00000164
2020-04-05,26,"Morocco",1021,70,36029138,0.00002834,0.00000194
2020-03-06,0,"Netherlands",128,1,17231017,0.00000743,0.00000006
2020-03-07,1,"Netherlands",188,1,17231017,0.00001091,0.00000006
2020-03-08,2,"Netherlands",265,3,17231017,0.00001538,0.00000017
2020-03-09,3,"Netherlands",321,3,17231017,0.00001863,0.00000017
2020-03-10,4,"Netherlands",382,4,17231017,0.00002217,0.00000023
2020-03-11,5,"Netherlands",503,5,17231017,0.00002919,0.00000029
2020-03-12,6,"Netherlands",503,5,17231017,0.00002919,0.00000029
2020-03-13,7,"Netherlands",806,10,17231017,0.00004678,0.00000058
2020-03-14,8,"Netherlands",962,12,17231017,0.00005583,0.0000007
2020-03-15,9,"Netherlands",1138,20,17231017,0.00006604,0.00000116
2020-03-16,10,"Netherlands",1416,24,17231017,0.00008218,0.00000139
2020-03-17,11,"Netherlands",1711,43,17231017,0.0000993,0.0000025
2020-03-18,12,"Netherlands",2058,58,17231017,0.00011944,0.00000337
2020-03-19,13,"Netherlands",2467,77,17231017,0.00014317,0.00000447
2020-03-20,14,"Netherlands",3003,107,17231017,0.00017428,0.00000621
2020-03-21,15,"Netherlands",3640,137,17231017,0.00021125,0.00000795
2020-03-22,16,"Netherlands",4217,180,17231017,0.00024473,0.00001045
2020-03-23,17,"Netherlands",4764,214,17231017,0.00027648,0.00001242
2020-03-24,18,"Netherlands",5580,277,17231017,0.00032383,0.00001608
2020-03-25,19,"Netherlands",6438,357,17231017,0.00037363,0.00002072
2020-03-26,20,"Netherlands",7468,435,17231017,0.0004334,0.00002525
2020-03-27,21,"Netherlands",8647,547,17231017,0.00050183,0.00003175
2020-03-28,22,"Netherlands",9819,640,17231017,0.00056984,0.00003714
2020-03-29,23,"Netherlands",10930,772,17231017,0.00063432,0.0000448
2020-03-30,24,"Netherlands",11817,865,17231017,0.0006858,0.0000502
2020-03-31,25,"Netherlands",12667,1040,17231017,0.00073513,0.00006036
2020-04-01,26,"Netherlands",13696,1175,17231017,0.00079485,0.00006819
2020-04-02,27,"Netherlands",14788,1341,17231017,0.00085822,0.00007782
2020-04-03,28,"Netherlands",15821,1490,17231017,0.00091817,0.00008647
2020-04-04,29,"Netherlands",16727,1656,17231017,0.00097075,0.00009611
2020-04-05,30,"Netherlands",17953,1771,17231017,0.0010419,0.00010278
2020-03-29,0,"New Zealand",514,1,4885500,0.00010521,0.0000002
2020-03-30,1,"New Zealand",589,1,4885500,0.00012056,0.0000002
2020-03-31,2,"New Zealand",647,1,4885500,0.00013243,0.0000002
2020-04-01,3,"New Zealand",708,1,4885500,0.00014492,0.0000002
2020-04-02,4,"New Zealand",797,1,4885500,0.00016314,0.0000002
2020-04-03,5,"New Zealand",868,1,4885500,0.00017767,0.0000002
2020-04-04,6,"New Zealand",950,1,4885500,0.00019445,0.0000002
2020-04-05,7,"New Zealand",1039,1,4885500,0.00021267,0.0000002
2020-03-27,0,"Nicaragua",2,1,6465513,0.00000031,0.00000015
2020-03-28,1,"Nicaragua",4,1,6465513,0.00000062,0.00000015
2020-03-29,2,"Nicaragua",4,1,6465513,0.00000062,0.00000015
2020-03-30,3,"Nicaragua",4,1,6465513,0.00000062,0.00000015
2020-03-31,4,"Nicaragua",5,1,6465513,0.00000077,0.00000015
2020-04-01,5,"Nicaragua",5,1,6465513,0.00000077,0.00000015
2020-04-02,6,"Nicaragua",5,1,6465513,0.00000077,0.00000015
2020-04-03,7,"Nicaragua",5,1,6465513,0.00000077,0.00000015
2020-04-04,8,"Nicaragua",5,1,6465513,0.00000077,0.00000015
2020-04-05,9,"Nicaragua",6,1,6465513,0.00000093,0.00000015
2020-03-25,0,"Niger",7,1,22442948,0.00000031,0.00000004
2020-03-26,1,"Niger",10,1,22442948,0.00000045,0.00000004
2020-03-27,2,"Niger",10,1,22442948,0.00000045,0.00000004
2020-03-28,3,"Niger",10,1,22442948,0.00000045,0.00000004
2020-03-29,4,"Niger",18,1,22442948,0.0000008,0.00000004
2020-03-30,5,"Niger",27,3,22442948,0.0000012,0.00000013
2020-03-31,6,"Niger",27,3,22442948,0.0000012,0.00000013
2020-04-01,7,"Niger",74,5,22442948,0.0000033,0.00000022
2020-04-02,8,"Niger",98,5,22442948,0.00000437,0.00000022
2020-04-03,9,"Niger",120,5,22442948,0.00000535,0.00000022
2020-04-04,10,"Niger",144,8,22442948,0.00000642,0.00000036
2020-04-05,11,"Niger",184,10,22442948,0.0000082,0.00000045
2020-03-23,0,"Nigeria",40,1,195874740,0.0000002,0.00000001
2020-03-24,1,"Nigeria",44,1,195874740,0.00000022,0.00000001
2020-03-25,2,"Nigeria",51,1,195874740,0.00000026,0.00000001
2020-03-26,3,"Nigeria",65,1,195874740,0.00000033,0.00000001
2020-03-27,4,"Nigeria",70,1,195874740,0.00000036,0.00000001
2020-03-28,5,"Nigeria",89,1,195874740,0.00000045,0.00000001
2020-03-29,6,"Nigeria",111,1,195874740,0.00000057,0.00000001
2020-03-30,7,"Nigeria",131,2,195874740,0.00000067,0.00000001
2020-03-31,8,"Nigeria",135,2,195874740,0.00000069,0.00000001
2020-04-01,9,"Nigeria",174,2,195874740,0.00000089,0.00000001
2020-04-02,10,"Nigeria",184,2,195874740,0.00000094,0.00000001
2020-04-03,11,"Nigeria",210,4,195874740,0.00000107,0.00000002
2020-04-04,12,"Nigeria",214,4,195874740,0.00000109,0.00000002
2020-04-05,13,"Nigeria",232,5,195874740,0.00000118,0.00000003
2020-03-22,0,"North Macedonia",115,1,2082958,0.00005521,0.00000048
2020-03-23,1,"North Macedonia",136,2,2082958,0.00006529,0.00000096
2020-03-24,2,"North Macedonia",148,2,2082958,0.00007105,0.00000096
2020-03-25,3,"North Macedonia",177,3,2082958,0.00008498,0.00000144
2020-03-26,4,"North Macedonia",201,3,2082958,0.0000965,0.00000144
2020-03-27,5,"North Macedonia",219,3,2082958,0.00010514,0.00000144
2020-03-28,6,"North Macedonia",241,4,2082958,0.0001157,0.00000192
2020-03-29,7,"North Macedonia",259,6,2082958,0.00012434,0.00000288
2020-03-30,8,"North Macedonia",285,7,2082958,0.00013682,0.00000336
2020-03-31,9,"North Macedonia",329,9,2082958,0.00015795,0.00000432
2020-04-01,10,"North Macedonia",354,11,2082958,0.00016995,0.00000528
2020-04-02,11,"North Macedonia",384,11,2082958,0.00018435,0.00000528
2020-04-03,12,"North Macedonia",430,12,2082958,0.00020644,0.00000576
2020-04-04,13,"North Macedonia",483,17,2082958,0.00023188,0.00000816
2020-04-05,14,"North Macedonia",555,18,2082958,0.00026645,0.00000864
2020-03-14,0,"Norway",1090,3,5314336,0.00020511,0.00000056
2020-03-15,1,"Norway",1221,3,5314336,0.00022976,0.00000056
2020-03-16,2,"Norway",1333,3,5314336,0.00025083,0.00000056
2020-03-17,3,"Norway",1463,3,5314336,0.00027529,0.00000056
2020-03-18,4,"Norway",1550,6,5314336,0.00029166,0.00000113
2020-03-19,5,"Norway",1746,7,5314336,0.00032855,0.00000132
2020-03-20,6,"Norway",1914,7,5314336,0.00036016,0.00000132
2020-03-21,7,"Norway",2118,7,5314336,0.00039854,0.00000132
2020-03-22,8,"Norway",2385,7,5314336,0.00044879,0.00000132
2020-03-23,9,"Norway",2621,10,5314336,0.00049319,0.00000188
2020-03-24,10,"Norway",2863,12,5314336,0.00053873,0.00000226
2020-03-25,11,"Norway",3084,14,5314336,0.00058032,0.00000263
2020-03-26,12,"Norway",3369,14,5314336,0.00063395,0.00000263
2020-03-27,13,"Norway",3755,19,5314336,0.00070658,0.00000358
2020-03-28,14,"Norway",4015,23,5314336,0.0007555,0.00000433
2020-03-29,15,"Norway",4284,25,5314336,0.00080612,0.0000047
2020-03-30,16,"Norway",4445,32,5314336,0.00083642,0.00000602
2020-03-31,17,"Norway",4641,39,5314336,0.0008733,0.00000734
2020-04-01,18,"Norway",4863,44,5314336,0.00091507,0.00000828
2020-04-02,19,"Norway",5147,50,5314336,0.00096851,0.00000941
2020-04-03,20,"Norway",5370,59,5314336,0.00101047,0.0000111
2020-04-04,21,"Norway",5550,62,5314336,0.00104434,0.00001167
2020-04-05,22,"Norway",5687,71,5314336,0.00107012,0.00001336
2020-03-31,0,"Oman",192,1,4829483,0.00003976,0.00000021
2020-04-01,1,"Oman",210,1,4829483,0.00004348,0.00000021
2020-04-02,2,"Oman",231,1,4829483,0.00004783,0.00000021
2020-04-03,3,"Oman",252,1,4829483,0.00005218,0.00000021
2020-04-04,4,"Oman",277,2,4829483,0.00005736,0.00000041
2020-04-05,5,"Oman",298,2,4829483,0.0000617,0.00000041
2020-03-19,0,"Pakistan",454,2,212215030,0.00000214,0.00000001
2020-03-20,1,"Pakistan",501,3,212215030,0.00000236,0.00000001
2020-03-21,2,"Pakistan",730,3,212215030,0.00000344,0.00000001
2020-03-22,3,"Pakistan",776,5,212215030,0.00000366,0.00000002
2020-03-23,4,"Pakistan",875,6,212215030,0.00000412,0.00000003
2020-03-24,5,"Pakistan",972,7,212215030,0.00000458,0.00000003
2020-03-25,6,"Pakistan",1063,8,212215030,0.00000501,0.00000004
2020-03-26,7,"Pakistan",1201,9,212215030,0.00000566,0.00000004
2020-03-27,8,"Pakistan",1373,11,212215030,0.00000647,0.00000005
2020-03-28,9,"Pakistan",1495,12,212215030,0.00000704,0.00000006
2020-03-29,10,"Pakistan",1597,14,212215030,0.00000753,0.00000007
2020-03-30,11,"Pakistan",1717,21,212215030,0.00000809,0.0000001
2020-03-31,12,"Pakistan",1938,26,212215030,0.00000913,0.00000012
2020-04-01,13,"Pakistan",2118,27,212215030,0.00000998,0.00000013
2020-04-02,14,"Pakistan",2421,34,212215030,0.00001141,0.00000016
2020-04-03,15,"Pakistan",2686,40,212215030,0.00001266,0.00000019
2020-04-04,16,"Pakistan",2818,41,212215030,0.00001328,0.00000019
2020-04-05,17,"Pakistan",3157,47,212215030,0.00001488,0.00000022
2020-03-11,0,"Panama",8,1,4176873,0.00000192,0.00000024
2020-03-12,1,"Panama",11,1,4176873,0.00000263,0.00000024
2020-03-13,2,"Panama",27,1,4176873,0.00000646,0.00000024
2020-03-14,3,"Panama",36,1,4176873,0.00000862,0.00000024
2020-03-15,4,"Panama",43,1,4176873,0.00001029,0.00000024
2020-03-16,5,"Panama",55,1,4176873,0.00001317,0.00000024
2020-03-17,6,"Panama",69,1,4176873,0.00001652,0.00000024
2020-03-18,7,"Panama",86,1,4176873,0.00002059,0.00000024
2020-03-19,8,"Panama",109,1,4176873,0.0000261,0.00000024
2020-03-20,9,"Panama",137,1,4176873,0.0000328,0.00000024
2020-03-21,10,"Panama",200,1,4176873,0.00004788,0.00000024
2020-03-22,11,"Panama",313,3,4176873,0.00007494,0.00000072
2020-03-23,12,"Panama",345,6,4176873,0.0000826,0.00000144
2020-03-24,13,"Panama",345,6,4176873,0.0000826,0.00000144
2020-03-25,14,"Panama",443,8,4176873,0.00010606,0.00000192
2020-03-26,15,"Panama",558,8,4176873,0.00013359,0.00000192
2020-03-27,16,"Panama",674,9,4176873,0.00016136,0.00000215
2020-03-28,17,"Panama",786,14,4176873,0.00018818,0.00000335
2020-03-29,18,"Panama",901,17,4176873,0.00021571,0.00000407
2020-03-30,19,"Panama",989,24,4176873,0.00023678,0.00000575
2020-03-31,20,"Panama",1181,30,4176873,0.00028275,0.00000718
2020-04-01,21,"Panama",1181,30,4176873,0.00028275,0.00000718
2020-04-02,22,"Panama",1317,32,4176873,0.00031531,0.00000766
2020-04-03,23,"Panama",1475,37,4176873,0.00035313,0.00000886
2020-04-04,24,"Panama",1673,41,4176873,0.00040054,0.00000982
2020-04-05,25,"Panama",1801,46,4176873,0.00043118,0.00001101
2020-03-21,0,"Paraguay",18,1,6956071,0.00000259,0.00000014
2020-03-22,1,"Paraguay",22,1,6956071,0.00000316,0.00000014
2020-03-23,2,"Paraguay",22,1,6956071,0.00000316,0.00000014
2020-03-24,3,"Paraguay",27,2,6956071,0.00000388,0.00000029
2020-03-25,4,"Paraguay",37,3,6956071,0.00000532,0.00000043
2020-03-26,5,"Paraguay",41,3,6956071,0.00000589,0.00000043
2020-03-27,6,"Paraguay",52,3,6956071,0.00000748,0.00000043
2020-03-28,7,"Paraguay",56,3,6956071,0.00000805,0.00000043
2020-03-29,8,"Paraguay",59,3,6956071,0.00000848,0.00000043
2020-03-30,9,"Paraguay",64,3,6956071,0.0000092,0.00000043
2020-03-31,10,"Paraguay",65,3,6956071,0.00000934,0.00000043
2020-04-01,11,"Paraguay",69,3,6956071,0.00000992,0.00000043
2020-04-02,12,"Paraguay",77,3,6956071,0.00001107,0.00000043
2020-04-03,13,"Paraguay",92,3,6956071,0.00001323,0.00000043
2020-04-04,14,"Paraguay",96,3,6956071,0.0000138,0.00000043
2020-04-05,15,"Paraguay",104,3,6956071,0.00001495,0.00000043
2020-03-20,0,"Peru",234,3,31989256,0.00000731,0.00000009
2020-03-21,1,"Peru",318,5,31989256,0.00000994,0.00000016
2020-03-22,2,"Peru",363,5,31989256,0.00001135,0.00000016
2020-03-23,3,"Peru",395,5,31989256,0.00001235,0.00000016
2020-03-24,4,"Peru",416,7,31989256,0.000013,0.00000022
2020-03-25,5,"Peru",480,9,31989256,0.00001501,0.00000028
2020-03-26,6,"Peru",580,9,31989256,0.00001813,0.00000028
2020-03-27,7,"Peru",635,11,31989256,0.00001985,0.00000034
2020-03-28,8,"Peru",671,16,31989256,0.00002098,0.0000005
2020-03-29,9,"Peru",852,18,31989256,0.00002663,0.00000056
2020-03-30,10,"Peru",950,24,31989256,0.0000297,0.00000075
2020-03-31,11,"Peru",1065,30,31989256,0.00003329,0.00000094
2020-04-01,12,"Peru",1323,38,31989256,0.00004136,0.00000119
2020-04-02,13,"Peru",1414,55,31989256,0.0000442,0.00000172
2020-04-03,14,"Peru",1595,61,31989256,0.00004986,0.00000191
2020-04-04,15,"Peru",1746,73,31989256,0.00005458,0.00000228
2020-04-05,16,"Peru",2281,83,31989256,0.00007131,0.00000259
2020-02-02,0,"Philippines",2,1,106651922,0.00000002,0.00000001
2020-02-03,1,"Philippines",2,1,106651922,0.00000002,0.00000001
2020-02-04,2,"Philippines",2,1,106651922,0.00000002,0.00000001
2020-02-05,3,"Philippines",2,1,106651922,0.00000002,0.00000001
2020-02-06,4,"Philippines",2,1,106651922,0.00000002,0.00000001
2020-02-07,5,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-08,6,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-09,7,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-10,8,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-11,9,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-12,10,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-13,11,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-14,12,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-15,13,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-16,14,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-17,15,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-18,16,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-19,17,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-20,18,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-21,19,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-22,20,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-23,21,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-24,22,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-25,23,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-26,24,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-27,25,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-28,26,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-02-29,27,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-03-01,28,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-03-02,29,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-03-03,30,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-03-04,31,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-03-05,32,"Philippines",3,1,106651922,0.00000003,0.00000001
2020-03-06,33,"Philippines",5,1,106651922,0.00000005,0.00000001
2020-03-07,34,"Philippines",6,1,106651922,0.00000006,0.00000001
2020-03-08,35,"Philippines",10,1,106651922,0.00000009,0.00000001
2020-03-09,36,"Philippines",20,1,106651922,0.00000019,0.00000001
2020-03-10,37,"Philippines",33,1,106651922,0.00000031,0.00000001
2020-03-11,38,"Philippines",49,1,106651922,0.00000046,0.00000001
2020-03-12,39,"Philippines",52,2,106651922,0.00000049,0.00000002
2020-03-13,40,"Philippines",64,5,106651922,0.0000006,0.00000005
2020-03-14,41,"Philippines",111,8,106651922,0.00000104,0.00000008
2020-03-15,42,"Philippines",140,11,106651922,0.00000131,0.0000001
2020-03-16,43,"Philippines",142,12,106651922,0.00000133,0.00000011
2020-03-17,44,"Philippines",187,12,106651922,0.00000175,0.00000011
2020-03-18,45,"Philippines",202,19,106651922,0.00000189,0.00000018
2020-03-19,46,"Philippines",217,17,106651922,0.00000203,0.00000016
2020-03-20,47,"Philippines",230,18,106651922,0.00000216,0.00000017
2020-03-21,48,"Philippines",307,19,106651922,0.00000288,0.00000018
2020-03-22,49,"Philippines",380,25,106651922,0.00000356,0.00000023
2020-03-23,50,"Philippines",462,33,106651922,0.00000433,0.00000031
2020-03-24,51,"Philippines",552,35,106651922,0.00000518,0.00000033
2020-03-25,52,"Philippines",636,38,106651922,0.00000596,0.00000036
2020-03-26,53,"Philippines",707,45,106651922,0.00000663,0.00000042
2020-03-27,54,"Philippines",803,54,106651922,0.00000753,0.00000051
2020-03-28,55,"Philippines",1075,68,106651922,0.00001008,0.00000064
2020-03-29,56,"Philippines",1418,71,106651922,0.0000133,0.00000067
2020-03-30,57,"Philippines",1546,78,106651922,0.0000145,0.00000073
2020-03-31,58,"Philippines",2084,88,106651922,0.00001954,0.00000083
2020-04-01,59,"Philippines",2311,96,106651922,0.00002167,0.0000009
2020-04-02,60,"Philippines",2633,107,106651922,0.00002469,0.000001
2020-04-03,61,"Philippines",3018,136,106651922,0.0000283,0.00000128
2020-04-04,62,"Philippines",3094,144,106651922,0.00002901,0.00000135
2020-04-05,63,"Philippines",3246,152,106651922,0.00003044,0.00000143
2020-03-12,0,"Poland",49,1,37978548,0.00000129,0.00000003
2020-03-13,1,"Poland",68,2,37978548,0.00000179,0.00000005
2020-03-14,2,"Poland",103,3,37978548,0.00000271,0.00000008
2020-03-15,3,"Poland",119,3,37978548,0.00000313,0.00000008
2020-03-16,4,"Poland",177,4,37978548,0.00000466,0.00000011
2020-03-17,5,"Poland",238,5,37978548,0.00000627,0.00000013
2020-03-18,6,"Poland",251,5,37978548,0.00000661,0.00000013
2020-03-19,7,"Poland",355,5,37978548,0.00000935,0.00000013
2020-03-20,8,"Poland",425,5,37978548,0.00001119,0.00000013
2020-03-21,9,"Poland",536,5,37978548,0.00001411,0.00000013
2020-03-22,10,"Poland",634,7,37978548,0.00001669,0.00000018
