"Date","Day","Country","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-03-20,30,"Iran",19644,1433,81800269,0.00024015,0.00001752
2020-03-21,31,"Iran",20610,1556,81800269,0.00025196,0.00001902
2020-03-22,32,"Iran",21638,1685,81800269,0.00026452,0.0000206
2020-03-23,33,"Iran",23049,1812,81800269,0.00028177,0.00002215
2020-03-24,34,"Iran",24811,1934,81800269,0.00030331,0.00002364
2020-03-25,35,"Iran",27017,2077,81800269,0.00033028,0.00002539
2020-03-26,36,"Iran",29406,2234,81800269,0.00035949,0.00002731
2020-03-27,37,"Iran",32332,2378,81800269,0.00039526,0.00002907
2020-03-28,38,"Iran",35408,2517,81800269,0.00043286,0.00003077
2020-03-29,39,"Iran",38309,2640,81800269,0.00046832,0.00003227
2020-03-30,40,"Iran",41495,2757,81800269,0.00050727,0.0000337
2020-03-31,41,"Iran",44605,2898,81800269,0.00054529,0.00003543
2020-04-01,42,"Iran",47593,3036,81800269,0.00058182,0.00003711
2020-04-02,43,"Iran",50468,3160,81800269,0.00061697,0.00003863
2020-04-03,44,"Iran",53183,3294,81800269,0.00065016,0.00004027
2020-04-04,45,"Iran",55743,3452,81800269,0.00068145,0.0000422
2020-04-05,46,"Iran",58226,3603,81800269,0.00071181,0.00004405
2020-03-04,0,"Iraq",35,2,38433600,0.00000091,0.00000005
2020-03-05,1,"Iraq",35,2,38433600,0.00000091,0.00000005
2020-03-06,2,"Iraq",40,3,38433600,0.00000104,0.00000008
2020-03-07,3,"Iraq",54,4,38433600,0.00000141,0.0000001
2020-03-08,4,"Iraq",60,6,38433600,0.00000156,0.00000016
2020-03-09,5,"Iraq",60,6,38433600,0.00000156,0.00000016
2020-03-10,6,"Iraq",71,7,38433600,0.00000185,0.00000018
2020-03-11,7,"Iraq",71,7,38433600,0.00000185,0.00000018
2020-03-12,8,"Iraq",71,8,38433600,0.00000185,0.00000021
2020-03-13,9,"Iraq",101,9,38433600,0.00000263,0.00000023
2020-03-14,10,"Iraq",110,10,38433600,0.00000286,0.00000026
2020-03-15,11,"Iraq",116,10,38433600,0.00000302,0.00000026
2020-03-16,12,"Iraq",124,10,38433600,0.00000323,0.00000026
2020-03-17,13,"Iraq",154,11,38433600,0.00000401,0.00000029
2020-03-18,14,"Iraq",164,12,38433600,0.00000427,0.00000031
2020-03-19,15,"Iraq",192,13,38433600,0.000005,0.00000034
2020-03-20,16,"Iraq",208,17,38433600,0.00000541,0.00000044
2020-03-21,17,"Iraq",214,17,38433600,0.00000557,0.00000044
2020-03-22,18,"Iraq",233,20,38433600,0.00000606,0.00000052
2020-03-23,19,"Iraq",266,23,38433600,0.00000692,0.0000006
2020-03-24,20,"Iraq",316,27,38433600,0.00000822,0.0000007
2020-03-25,21,"Iraq",346,29,38433600,0.000009,0.00000075
2020-03-26,22,"Iraq",382,36,38433600,0.00000994,0.00000094
2020-03-27,23,"Iraq",458,40,38433600,0.00001192,0.00000104
2020-03-28,24,"Iraq",506,42,38433600,0.00001317,0.00000109
2020-03-29,25,"Iraq",547,42,38433600,0.00001423,0.00000109
2020-03-30,26,"Iraq",630,46,38433600,0.00001639,0.0000012
2020-03-31,27,"Iraq",694,50,38433600,0.00001806,0.0000013
2020-04-01,28,"Iraq",728,52,38433600,0.00001894,0.00000135
2020-04-02,29,"Iraq",772,54,38433600,0.00002009,0.00000141
2020-04-03,30,"Iraq",820,54,38433600,0.00002134,0.00000141
2020-04-04,31,"Iraq",878,56,38433600,0.00002284,0.00000146
2020-04-05,32,"Iraq",961,61,38433600,0.000025,0.00000159
2020-03-11,0,"Ireland",43,1,4853506,0.00000886,0.00000021
2020-03-12,1,"Ireland",43,1,4853506,0.00000886,0.00000021
2020-03-13,2,"Ireland",90,1,4853506,0.00001854,0.00000021
2020-03-14,3,"Ireland",129,2,4853506,0.00002658,0.00000041
2020-03-15,4,"Ireland",129,2,4853506,0.00002658,0.00000041
2020-03-16,5,"Ireland",169,2,4853506,0.00003482,0.00000041
2020-03-17,6,"Ireland",223,2,4853506,0.00004595,0.00000041
2020-03-18,7,"Ireland",292,2,4853506,0.00006016,0.00000041
2020-03-19,8,"Ireland",557,3,4853506,0.00011476,0.00000062
2020-03-20,9,"Ireland",683,3,4853506,0.00014072,0.00000062
2020-03-21,10,"Ireland",785,3,4853506,0.00016174,0.00000062
2020-03-22,11,"Ireland",906,4,4853506,0.00018667,0.00000082
2020-03-23,12,"Ireland",1125,6,4853506,0.00023179,0.00000124
2020-03-24,13,"Ireland",1329,7,4853506,0.00027382,0.00000144
2020-03-25,14,"Ireland",1564,9,4853506,0.00032224,0.00000185
2020-03-26,15,"Ireland",1819,19,4853506,0.00037478,0.00000391
2020-03-27,16,"Ireland",2121,22,4853506,0.000437,0.00000453
2020-03-28,17,"Ireland",2415,36,4853506,0.00049758,0.00000742
2020-03-29,18,"Ireland",2615,46,4853506,0.00053879,0.00000948
2020-03-30,19,"Ireland",2910,54,4853506,0.00059957,0.00001113
2020-03-31,20,"Ireland",3235,71,4853506,0.00066653,0.00001463
2020-04-01,21,"Ireland",3447,85,4853506,0.00071021,0.00001751
2020-04-02,22,"Ireland",3849,98,4853506,0.00079303,0.00002019
2020-04-03,23,"Ireland",4273,120,4853506,0.00088039,0.00002472
2020-04-04,24,"Ireland",4604,137,4853506,0.00094859,0.00002823
2020-04-05,25,"Ireland",4994,158,4853506,0.00102895,0.00003255
2020-03-21,0,"Israel",712,1,8883800,0.00008015,0.00000011
2020-03-22,1,"Israel",883,1,8883800,0.00009939,0.00000011
2020-03-23,2,"Israel",1071,1,8883800,0.00012056,0.00000011
2020-03-24,3,"Israel",1238,3,8883800,0.00013935,0.00000034
2020-03-25,4,"Israel",2369,5,8883800,0.00026667,0.00000056
2020-03-26,5,"Israel",2693,8,8883800,0.00030314,0.0000009
2020-03-27,6,"Israel",3035,12,8883800,0.00034163,0.00000135
2020-03-28,7,"Israel",3619,12,8883800,0.00040737,0.00000135
2020-03-29,8,"Israel",4247,15,8883800,0.00047806,0.00000169
2020-03-30,9,"Israel",4695,16,8883800,0.00052849,0.0000018
2020-03-31,10,"Israel",5358,20,8883800,0.00060312,0.00000225
2020-04-01,11,"Israel",6092,26,8883800,0.00068574,0.00000293
2020-04-02,12,"Israel",6857,36,8883800,0.00077185,0.00000405
2020-04-03,13,"Israel",7428,40,8883800,0.00083613,0.0000045
2020-04-04,14,"Israel",7851,44,8883800,0.00088374,0.00000495
2020-04-05,15,"Israel",8430,49,8883800,0.00094892,0.00000552
2020-02-21,0,"Italy",20,1,60431283,0.00000033,0.00000002
2020-02-22,1,"Italy",62,2,60431283,0.00000103,0.00000003
2020-02-23,2,"Italy",155,3,60431283,0.00000256,0.00000005
2020-02-24,3,"Italy",229,7,60431283,0.00000379,0.00000012
2020-02-25,4,"Italy",322,10,60431283,0.00000533,0.00000017
2020-02-26,5,"Italy",453,12,60431283,0.0000075,0.0000002
2020-02-27,6,"Italy",655,17,60431283,0.00001084,0.00000028
2020-02-28,7,"Italy",888,21,60431283,0.00001469,0.00000035
2020-02-29,8,"Italy",1128,29,60431283,0.00001867,0.00000048
2020-03-01,9,"Italy",1694,34,60431283,0.00002803,0.00000056
2020-03-02,10,"Italy",2036,52,60431283,0.00003369,0.00000086
2020-03-03,11,"Italy",2502,79,60431283,0.0000414,0.00000131
2020-03-04,12,"Italy",3089,107,60431283,0.00005112,0.00000177
2020-03-05,13,"Italy",3858,148,60431283,0.00006384,0.00000245
2020-03-06,14,"Italy",4636,197,60431283,0.00007672,0.00000326
2020-03-07,15,"Italy",5883,233,60431283,0.00009735,0.00000386
2020-03-08,16,"Italy",7375,366,60431283,0.00012204,0.00000606
2020-03-09,17,"Italy",9172,463,60431283,0.00015178,0.00000766
2020-03-10,18,"Italy",10149,631,60431283,0.00016794,0.00001044
2020-03-11,19,"Italy",12462,827,60431283,0.00020622,0.00001368
2020-03-12,20,"Italy",12462,827,60431283,0.00020622,0.00001368
2020-03-13,21,"Italy",17660,1266,60431283,0.00029223,0.00002095
2020-03-14,22,"Italy",21157,1441,60431283,0.0003501,0.00002385
2020-03-15,23,"Italy",24747,1809,60431283,0.00040951,0.00002993
2020-03-16,24,"Italy",27980,2158,60431283,0.00046301,0.00003571
2020-03-17,25,"Italy",31506,2503,60431283,0.00052135,0.00004142
2020-03-18,26,"Italy",35713,2978,60431283,0.00059097,0.00004928
2020-03-19,27,"Italy",41035,3405,60431283,0.00067904,0.00005634
2020-03-20,28,"Italy",47021,4032,60431283,0.00077809,0.00006672
2020-03-21,29,"Italy",53578,4825,60431283,0.00088659,0.00007984
2020-03-22,30,"Italy",59138,5476,60431283,0.0009786,0.00009062
2020-03-23,31,"Italy",63927,6077,60431283,0.00105785,0.00010056
2020-03-24,32,"Italy",69176,6820,60431283,0.00114471,0.00011286
2020-03-25,33,"Italy",74386,7503,60431283,0.00123092,0.00012416
2020-03-26,34,"Italy",80589,8215,60431283,0.00133356,0.00013594
2020-03-27,35,"Italy",86498,9134,60431283,0.00143134,0.00015115
2020-03-28,36,"Italy",92472,10023,60431283,0.0015302,0.00016586
2020-03-29,37,"Italy",97689,10779,60431283,0.00161653,0.00017837
2020-03-30,38,"Italy",101739,11591,60431283,0.00168355,0.0001918
2020-03-31,39,"Italy",105792,12428,60431283,0.00175062,0.00020566
2020-04-01,40,"Italy",110574,13155,60431283,0.00182975,0.00021769
2020-04-02,41,"Italy",115242,13915,60431283,0.00190699,0.00023026
2020-04-03,42,"Italy",119827,14681,60431283,0.00198286,0.00024294
2020-04-04,43,"Italy",124632,15362,60431283,0.00206238,0.00025421
2020-04-05,44,"Italy",128948,15887,60431283,0.0021338,0.00026289
2020-03-19,0,"Jamaica",15,1,2934855,0.00000511,0.00000034
2020-03-20,1,"Jamaica",16,1,2934855,0.00000545,0.00000034
2020-03-21,2,"Jamaica",16,1,2934855,0.00000545,0.00000034
2020-03-22,3,"Jamaica",19,1,2934855,0.00000647,0.00000034
2020-03-23,4,"Jamaica",19,1,2934855,0.00000647,0.00000034
2020-03-24,5,"Jamaica",21,1,2934855,0.00000716,0.00000034
2020-03-25,6,"Jamaica",26,1,2934855,0.00000886,0.00000034
2020-03-26,7,"Jamaica",26,1,2934855,0.00000886,0.00000034
2020-03-27,8,"Jamaica",26,1,2934855,0.00000886,0.00000034
2020-03-28,9,"Jamaica",30,1,2934855,0.00001022,0.00000034
2020-03-29,10,"Jamaica",32,1,2934855,0.0000109,0.00000034
2020-03-30,11,"Jamaica",36,1,2934855,0.00001227,0.00000034
2020-03-31,12,"Jamaica",36,1,2934855,0.00001227,0.00000034
2020-04-01,13,"Jamaica",44,3,2934855,0.00001499,0.00000102
2020-04-02,14,"Jamaica",47,3,2934855,0.00001601,0.00000102
2020-04-03,15,"Jamaica",47,3,2934855,0.00001601,0.00000102
2020-04-04,16,"Jamaica",53,3,2934855,0.00001806,0.00000102
2020-04-05,17,"Jamaica",58,3,2934855,0.00001976,0.00000102
2020-02-13,0,"Japan",28,1,126529100,0.00000022,0.00000001
2020-02-14,1,"Japan",29,1,126529100,0.00000023,0.00000001
2020-02-15,2,"Japan",43,1,126529100,0.00000034,0.00000001
2020-02-16,3,"Japan",59,1,126529100,0.00000047,0.00000001
2020-02-17,4,"Japan",66,1,126529100,0.00000052,0.00000001
2020-02-18,5,"Japan",74,1,126529100,0.00000058,0.00000001
2020-02-19,6,"Japan",84,1,126529100,0.00000066,0.00000001
2020-02-20,7,"Japan",94,1,126529100,0.00000074,0.00000001
2020-02-21,8,"Japan",105,1,126529100,0.00000083,0.00000001
2020-02-22,9,"Japan",122,1,126529100,0.00000096,0.00000001
2020-02-23,10,"Japan",147,1,126529100,0.00000116,0.00000001
2020-02-24,11,"Japan",159,1,126529100,0.00000126,0.00000001
2020-02-25,12,"Japan",170,1,126529100,0.00000134,0.00000001
2020-02-26,13,"Japan",189,2,126529100,0.00000149,0.00000002
2020-02-27,14,"Japan",214,4,126529100,0.00000169,0.00000003
2020-02-28,15,"Japan",228,4,126529100,0.0000018,0.00000003
2020-02-29,16,"Japan",241,5,126529100,0.0000019,0.00000004
2020-03-01,17,"Japan",256,6,126529100,0.00000202,0.00000005
2020-03-02,18,"Japan",274,6,126529100,0.00000217,0.00000005
2020-03-03,19,"Japan",293,6,126529100,0.00000232,0.00000005
2020-03-04,20,"Japan",331,6,126529100,0.00000262,0.00000005
2020-03-05,21,"Japan",360,6,126529100,0.00000285,0.00000005
2020-03-06,22,"Japan",420,6,126529100,0.00000332,0.00000005
2020-03-07,23,"Japan",461,6,126529100,0.00000364,0.00000005
2020-03-08,24,"Japan",502,6,126529100,0.00000397,0.00000005
2020-03-09,25,"Japan",511,10,126529100,0.00000404,0.00000008
2020-03-10,26,"Japan",581,10,126529100,0.00000459,0.00000008
2020-03-11,27,"Japan",639,15,126529100,0.00000505,0.00000012
2020-03-12,28,"Japan",639,16,126529100,0.00000505,0.00000013
2020-03-13,29,"Japan",701,19,126529100,0.00000554,0.00000015
2020-03-14,30,"Japan",773,22,126529100,0.00000611,0.00000017
2020-03-15,31,"Japan",839,22,126529100,0.00000663,0.00000017
2020-03-16,32,"Japan",839,27,126529100,0.00000663,0.00000021
2020-03-17,33,"Japan",878,29,126529100,0.00000694,0.00000023
2020-03-18,34,"Japan",889,29,126529100,0.00000703,0.00000023
2020-03-19,35,"Japan",924,29,126529100,0.0000073,0.00000023
2020-03-20,36,"Japan",963,33,126529100,0.00000761,0.00000026
2020-03-21,37,"Japan",1007,35,126529100,0.00000796,0.00000028
2020-03-22,38,"Japan",1101,41,126529100,0.0000087,0.00000032
2020-03-23,39,"Japan",1128,42,126529100,0.00000891,0.00000033
2020-03-24,40,"Japan",1193,43,126529100,0.00000943,0.00000034
2020-03-25,41,"Japan",1307,45,126529100,0.00001033,0.00000036
2020-03-26,42,"Japan",1387,47,126529100,0.00001096,0.00000037
2020-03-27,43,"Japan",1468,49,126529100,0.0000116,0.00000039
2020-03-28,44,"Japan",1693,52,126529100,0.00001338,0.00000041
2020-03-29,45,"Japan",1866,54,126529100,0.00001475,0.00000043
2020-03-30,46,"Japan",1866,54,126529100,0.00001475,0.00000043
2020-03-31,47,"Japan",1953,56,126529100,0.00001544,0.00000044
2020-04-01,48,"Japan",2178,57,126529100,0.00001721,0.00000045
2020-04-02,49,"Japan",2495,62,126529100,0.00001972,0.00000049
2020-04-03,50,"Japan",2617,63,126529100,0.00002068,0.0000005
2020-04-04,51,"Japan",3139,77,126529100,0.00002481,0.00000061
2020-04-05,52,"Japan",3139,77,126529100,0.00002481,0.00000061
2020-03-27,0,"Jordan",235,1,9956011,0.0000236,0.0000001
2020-03-28,1,"Jordan",246,1,9956011,0.00002471,0.0000001
2020-03-29,2,"Jordan",259,3,9956011,0.00002601,0.0000003
2020-03-30,3,"Jordan",268,5,9956011,0.00002692,0.0000005
2020-03-31,4,"Jordan",274,5,9956011,0.00002752,0.0000005
2020-04-01,5,"Jordan",278,5,9956011,0.00002792,0.0000005
2020-04-02,6,"Jordan",299,5,9956011,0.00003003,0.0000005
2020-04-03,7,"Jordan",310,5,9956011,0.00003114,0.0000005
2020-04-04,8,"Jordan",323,5,9956011,0.00003244,0.0000005
2020-04-05,9,"Jordan",345,5,9956011,0.00003465,0.0000005
2020-03-20,0,"Kazakhstan",49,3,18276499,0.00000268,0.00000016
2020-03-26,6,"Kazakhstan",111,1,18276499,0.00000607,0.00000005
2020-03-27,7,"Kazakhstan",150,1,18276499,0.00000821,0.00000005
2020-03-28,8,"Kazakhstan",228,1,18276499,0.00001248,0.00000005
2020-03-29,9,"Kazakhstan",284,1,18276499,0.00001554,0.00000005
2020-03-30,10,"Kazakhstan",302,1,18276499,0.00001652,0.00000005
2020-03-31,11,"Kazakhstan",343,2,18276499,0.00001877,0.00000011
2020-04-01,12,"Kazakhstan",380,3,18276499,0.00002079,0.00000016
2020-04-02,13,"Kazakhstan",435,3,18276499,0.0000238,0.00000016
2020-04-03,14,"Kazakhstan",464,6,18276499,0.00002539,0.00000033
2020-04-04,15,"Kazakhstan",531,5,18276499,0.00002905,0.00000027
2020-04-05,16,"Kazakhstan",584,6,18276499,0.00003195,0.00000033
2020-03-26,0,"Kenya",31,1,51393010,0.0000006,0.00000002
2020-03-27,1,"Kenya",31,1,51393010,0.0000006,0.00000002
2020-03-28,2,"Kenya",38,1,51393010,0.00000074,0.00000002
2020-03-29,3,"Kenya",42,1,51393010,0.00000082,0.00000002
2020-03-30,4,"Kenya",50,1,51393010,0.00000097,0.00000002
2020-03-31,5,"Kenya",59,1,51393010,0.00000115,0.00000002
2020-04-01,6,"Kenya",81,1,51393010,0.00000158,0.00000002
2020-04-02,7,"Kenya",110,3,51393010,0.00000214,0.00000006
2020-04-03,8,"Kenya",122,4,51393010,0.00000237,0.00000008
2020-04-04,9,"Kenya",126,4,51393010,0.00000245,0.00000008
2020-04-05,10,"Kenya",142,4,51393010,0.00000276,0.00000008
2020-02-20,0,"Korea, South",104,1,51635256,0.00000201,0.00000002
2020-02-21,1,"Korea, South",204,2,51635256,0.00000395,0.00000004
2020-02-22,2,"Korea, South",433,2,51635256,0.00000839,0.00000004
2020-02-23,3,"Korea, South",602,6,51635256,0.00001166,0.00000012
2020-02-24,4,"Korea, South",833,8,51635256,0.00001613,0.00000015
2020-02-25,5,"Korea, South",977,10,51635256,0.00001892,0.00000019
2020-02-26,6,"Korea, South",1261,12,51635256,0.00002442,0.00000023
2020-02-27,7,"Korea, South",1766,13,51635256,0.0000342,0.00000025
2020-02-28,8,"Korea, South",2337,13,51635256,0.00004526,0.00000025
2020-02-29,9,"Korea, South",3150,16,51635256,0.000061,0.00000031
2020-03-01,10,"Korea, South",3736,17,51635256,0.00007235,0.00000033
2020-03-02,11,"Korea, South",4335,28,51635256,0.00008395,0.00000054
2020-03-03,12,"Korea, South",5186,28,51635256,0.00010044,0.00000054
2020-03-04,13,"Korea, South",5621,35,51635256,0.00010886,0.00000068
2020-03-05,14,"Korea, South",6088,35,51635256,0.0001179,0.00000068
2020-03-06,15,"Korea, South",6593,42,51635256,0.00012768,0.00000081
2020-03-07,16,"Korea, South",7041,44,51635256,0.00013636,0.00000085
2020-03-08,17,"Korea, South",7314,50,51635256,0.00014165,0.00000097
2020-03-09,18,"Korea, South",7478,53,51635256,0.00014482,0.00000103
2020-03-10,19,"Korea, South",7513,54,51635256,0.0001455,0.00000105
2020-03-11,20,"Korea, South",7755,60,51635256,0.00015019,0.00000116
2020-03-12,21,"Korea, South",7869,66,51635256,0.0001524,0.00000128
2020-03-13,22,"Korea, South",7979,66,51635256,0.00015453,0.00000128
2020-03-14,23,"Korea, South",8086,72,51635256,0.0001566,0.00000139
2020-03-15,24,"Korea, South",8162,75,51635256,0.00015807,0.00000145
2020-03-16,25,"Korea, South",8236,75,51635256,0.0001595,0.00000145
2020-03-17,26,"Korea, South",8320,81,51635256,0.00016113,0.00000157
2020-03-18,27,"Korea, South",8413,84,51635256,0.00016293,0.00000163
2020-03-19,28,"Korea, South",8565,91,51635256,0.00016588,0.00000176
2020-03-20,29,"Korea, South",8652,94,51635256,0.00016756,0.00000182
2020-03-21,30,"Korea, South",8799,102,51635256,0.00017041,0.00000198
2020-03-22,31,"Korea, South",8961,111,51635256,0.00017354,0.00000215
2020-03-23,32,"Korea, South",8961,111,51635256,0.00017354,0.00000215
2020-03-24,33,"Korea, South",9037,120,51635256,0.00017502,0.00000232
2020-03-25,34,"Korea, South",9137,126,51635256,0.00017695,0.00000244
2020-03-26,35,"Korea, South",9241,131,51635256,0.00017897,0.00000254
2020-03-27,36,"Korea, South",9332,139,51635256,0.00018073,0.00000269
2020-03-28,37,"Korea, South",9478,144,51635256,0.00018356,0.00000279
2020-03-29,38,"Korea, South",9583,152,51635256,0.00018559,0.00000294
2020-03-30,39,"Korea, South",9661,158,51635256,0.0001871,0.00000306
2020-03-31,40,"Korea, South",9786,162,51635256,0.00018952,0.00000314
2020-04-01,41,"Korea, South",9887,165,51635256,0.00019148,0.0000032
2020-04-02,42,"Korea, South",9976,169,51635256,0.0001932,0.00000327
2020-04-03,43,"Korea, South",10062,174,51635256,0.00019487,0.00000337
2020-04-04,44,"Korea, South",10156,177,51635256,0.00019669,0.00000343
2020-04-05,45,"Korea, South",10237,183,51635256,0.00019826,0.00000354
2020-03-26,0,"Kosovo",71,1,1845300,0.00003848,0.00000054
2020-03-27,1,"Kosovo",86,1,1845300,0.0000466,0.00000054
2020-03-28,2,"Kosovo",91,1,1845300,0.00004931,0.00000054
2020-03-29,3,"Kosovo",94,1,1845300,0.00005094,0.00000054
2020-03-30,4,"Kosovo",94,1,1845300,0.00005094,0.00000054
2020-03-31,5,"Kosovo",112,1,1845300,0.00006069,0.00000054
2020-04-01,6,"Kosovo",125,1,1845300,0.00006774,0.00000054
2020-04-02,7,"Kosovo",125,1,1845300,0.00006774,0.00000054
2020-04-03,8,"Kosovo",126,1,1845300,0.00006828,0.00000054
2020-04-04,9,"Kosovo",135,1,1845300,0.00007316,0.00000054
2020-04-05,10,"Kosovo",145,1,1845300,0.00007858,0.00000054
2020-04-04,0,"Kuwait",479,1,4137309,0.00011578,0.00000024
2020-04-05,1,"Kuwait",556,1,4137309,0.00013439,0.00000024
2020-04-03,0,"Latvia",493,1,1926542,0.0002559,0.00000052
2020-04-04,1,"Latvia",509,1,1926542,0.0002642,0.00000052
2020-04-05,2,"Latvia",533,1,1926542,0.00027666,0.00000052
2020-03-10,0,"Lebanon",41,1,6848925,0.00000599,0.00000015
2020-03-11,1,"Lebanon",61,3,6848925,0.00000891,0.00000044
2020-03-12,2,"Lebanon",61,3,6848925,0.00000891,0.00000044
2020-03-13,3,"Lebanon",77,3,6848925,0.00001124,0.00000044
2020-03-14,4,"Lebanon",93,3,6848925,0.00001358,0.00000044
2020-03-15,5,"Lebanon",110,3,6848925,0.00001606,0.00000044
2020-03-16,6,"Lebanon",110,3,6848925,0.00001606,0.00000044
2020-03-17,7,"Lebanon",120,3,6848925,0.00001752,0.00000044
2020-03-18,8,"Lebanon",133,3,6848925,0.00001942,0.00000044
2020-03-19,9,"Lebanon",157,4,6848925,0.00002292,0.00000058
2020-03-20,10,"Lebanon",163,4,6848925,0.0000238,0.00000058
2020-03-21,11,"Lebanon",187,4,6848925,0.0000273,0.00000058
2020-03-22,12,"Lebanon",248,4,6848925,0.00003621,0.00000058
2020-03-23,13,"Lebanon",267,4,6848925,0.00003898,0.00000058
2020-03-24,14,"Lebanon",318,4,6848925,0.00004643,0.00000058
2020-03-25,15,"Lebanon",333,6,6848925,0.00004862,0.00000088
2020-03-26,16,"Lebanon",368,6,6848925,0.00005373,0.00000088
2020-03-27,17,"Lebanon",391,8,6848925,0.00005709,0.00000117
2020-03-28,18,"Lebanon",412,8,6848925,0.00006016,0.00000117
2020-03-29,19,"Lebanon",438,10,6848925,0.00006395,0.00000146
2020-03-30,20,"Lebanon",446,11,6848925,0.00006512,0.00000161
2020-03-31,21,"Lebanon",470,12,6848925,0.00006862,0.00000175
2020-04-01,22,"Lebanon",479,14,6848925,0.00006994,0.00000204
2020-04-02,23,"Lebanon",494,16,6848925,0.00007213,0.00000234
2020-04-03,24,"Lebanon",508,17,6848925,0.00007417,0.00000248
2020-04-04,25,"Lebanon",520,17,6848925,0.00007592,0.00000248
2020-04-05,26,"Lebanon",527,18,6848925,0.00007695,0.00000263
2020-04-04,0,"Liberia",10,1,4818977,0.00000208,0.00000021
2020-04-05,1,"Liberia",13,3,4818977,0.0000027,0.00000062
2020-04-02,0,"Libya",11,1,6678567,0.00000165,0.00000015
2020-04-03,1,"Libya",11,1,6678567,0.00000165,0.00000015
2020-04-04,2,"Libya",18,1,6678567,0.0000027,0.00000015
2020-04-05,3,"Libya",18,1,6678567,0.0000027,0.00000015
2020-04-04,0,"Liechtenstein",77,1,37910,0.00203113,0.00002638
2020-04-05,1,"Liechtenstein",77,1,37910,0.00203113,0.00002638
2020-03-21,0,"Lithuania",83,1,2789533,0.00002975,0.00000036
2020-03-22,1,"Lithuania",143,1,2789533,0.00005126,0.00000036
2020-03-23,2,"Lithuania",179,1,2789533,0.00006417,0.00000036
2020-03-24,3,"Lithuania",209,2,2789533,0.00007492,0.00000072
2020-03-25,4,"Lithuania",274,4,2789533,0.00009822,0.00000143
2020-03-26,5,"Lithuania",299,4,2789533,0.00010719,0.00000143
2020-03-27,6,"Lithuania",358,5,2789533,0.00012834,0.00000179
2020-03-28,7,"Lithuania",394,7,2789533,0.00014124,0.00000251
2020-03-29,8,"Lithuania",460,7,2789533,0.0001649,0.00000251
2020-03-30,9,"Lithuania",491,7,2789533,0.00017602,0.00000251
2020-03-31,10,"Lithuania",537,8,2789533,0.00019251,0.00000287
2020-04-01,11,"Lithuania",581,8,2789533,0.00020828,0.00000287
2020-04-02,12,"Lithuania",649,9,2789533,0.00023266,0.00000323
2020-04-03,13,"Lithuania",696,9,2789533,0.0002495,0.00000323
2020-04-04,14,"Lithuania",771,11,2789533,0.00027639,0.00000394
2020-04-05,15,"Lithuania",811,13,2789533,0.00029073,0.00000466
2020-03-14,0,"Luxembourg",51,1,607728,0.00008392,0.00000165
2020-03-15,1,"Luxembourg",59,1,607728,0.00009708,0.00000165
2020-03-16,2,"Luxembourg",77,1,607728,0.0001267,0.00000165
2020-03-17,3,"Luxembourg",140,1,607728,0.00023037,0.00000165
2020-03-18,4,"Luxembourg",203,2,607728,0.00033403,0.00000329
2020-03-19,5,"Luxembourg",335,4,607728,0.00055123,0.00000658
2020-03-20,6,"Luxembourg",484,4,607728,0.00079641,0.00000658
2020-03-21,7,"Luxembourg",670,8,607728,0.00110247,0.00001316
2020-03-22,8,"Luxembourg",798,8,607728,0.00131309,0.00001316
2020-03-23,9,"Luxembourg",875,8,607728,0.00143979,0.00001316
2020-03-24,10,"Luxembourg",1099,8,607728,0.00180837,0.00001316
2020-03-25,11,"Luxembourg",1333,8,607728,0.00219342,0.00001316
2020-03-26,12,"Luxembourg",1453,9,607728,0.00239087,0.00001481
2020-03-27,13,"Luxembourg",1605,15,607728,0.00264098,0.00002468
2020-03-28,14,"Luxembourg",1831,18,607728,0.00301286,0.00002962
2020-03-29,15,"Luxembourg",1950,21,607728,0.00320867,0.00003455
2020-03-30,16,"Luxembourg",1988,22,607728,0.0032712,0.0000362
2020-03-31,17,"Luxembourg",2178,23,607728,0.00358384,0.00003785
2020-04-01,18,"Luxembourg",2319,29,607728,0.00381585,0.00004772
2020-04-02,19,"Luxembourg",2487,30,607728,0.00409229,0.00004936
2020-04-03,20,"Luxembourg",2612,31,607728,0.00429798,0.00005101
2020-04-04,21,"Luxembourg",2729,31,607728,0.0044905,0.00005101
2020-04-05,22,"Luxembourg",2804,36,607728,0.00461391,0.00005924
2020-03-17,0,"Malaysia",673,2,31528585,0.00002135,0.00000006
2020-03-18,1,"Malaysia",790,2,31528585,0.00002506,0.00000006
2020-03-19,2,"Malaysia",900,2,31528585,0.00002855,0.00000006
2020-03-20,3,"Malaysia",1030,3,31528585,0.00003267,0.0000001
2020-03-21,4,"Malaysia",1183,4,31528585,0.00003752,0.00000013
2020-03-22,5,"Malaysia",1306,10,31528585,0.00004142,0.00000032
2020-03-23,6,"Malaysia",1518,14,31528585,0.00004815,0.00000044
2020-03-24,7,"Malaysia",1624,16,31528585,0.00005151,0.00000051
2020-03-25,8,"Malaysia",1796,20,31528585,0.00005696,0.00000063
2020-03-26,9,"Malaysia",2031,23,31528585,0.00006442,0.00000073
2020-03-27,10,"Malaysia",2161,26,31528585,0.00006854,0.00000082
2020-03-28,11,"Malaysia",2320,27,31528585,0.00007358,0.00000086
2020-03-29,12,"Malaysia",2470,35,31528585,0.00007834,0.00000111
2020-03-30,13,"Malaysia",2626,37,31528585,0.00008329,0.00000117
